iter	Logloss
124	0.3180475293
125	0.3178335542
126	0.3176222019
127	0.3175603732
128	0.317400106
129	0.3172592212
130	0.3170164249
131	0.3167602038
132	0.316623562
133	0.3164580813
134	0.3163729816
135	0.3161395434
136	0.3158753856
137	0.3157298939
138	0.3156228795
139	0.3154365105
140	0.3152593849
141	0.3150893911
142	0.3149800343
143	0.3148168641
144	0.3145440075
145	0.3143815242
146	0.3142112085
147	0.3141282937
148	0.3139945149
149	0.3138128933
150	0.3136616251
151	0.3133604564
152	0.3131377477
153	0.3128317598
154	0.3126980491
155	0.3125103477
156	0.312379472
157	0.3122383061
158	0.3121524731
159	0.3120725769
160	0.3120125401
161	0.3118173426
162	0.3115889633
163	0.3114398947
164	0.3112544314
165	0.3111860552
166	0.3110166161
167	0.3109027163
168	0.3107982244
169	0.3106662536
170	0.3105149258
171	0.3103435164
172	0.3101970944
173	0.3100912071
174	0.3099200484
175	0.3097829716
176	0.3096018862
177	0.309554961
178	0.3093705128
179	0.309287809
180	0.3091743941
181	0.3090405032
182	0.3088849705
183	0.3087861306
184	0.3086451146
185	0.3085171611
186	0.3084070202
187	0.3082270686
188	0.308087728
189	0.3079842918
190	0.307871194
191	0.3077279864
192	0.3075671296
193	0.3074108368
194	0.3072495073
195	0.3071510326
196	0.3069565131
197	0.3068454172
198	0.3066739762
199	0.3066313908
200	0.3064226961
201	0.3063625055
202	0.3062772192
203	0.3061986509
204	0.3060089201
205	0.3058492131
206	0.3056880086
207	0.3054446869
208	0.3052841251
209	0.3051823277
210	0.3050178106
211	0.3049147879
212	0.3048216296
213	0.3046814535
214	0.3045720764
215	0.3042650314
216	0.3040494561
217	0.3038899495
218	0.3037464155
219	0.3035773944
220	0.3035325284
221	0.3033276229
222	0.3031932165
223	0.30299967
224	0.3028241424
225	0.3026439628
226	0.3025281101
227	0.3024329513
228	0.3022255494
229	0.3021530424
230	0.3019622067
231	0.3018093808
232	0.3016498914
233	0.3014826987
234	0.3013237216
235	0.3012056263
236	0.3010832148
237	0.3009896946
238	0.3008335584
239	0.3006562337
240	0.3004138709
241	0.300249923
242	0.3001363054
243	0.2999677085
244	0.2997308139
245	0.2995213867
246	0.2993179159
247	0.2991473477
248	0.2990210357
249	0.2988932802
250	0.2987881451
251	0.2985849412
252	0.2984628308
253	0.2983305725
254	0.2981111513
255	0.2979370525
256	0.2978418902
257	0.2977235756
258	0.2975974753
259	0.2974798581
260	0.2972878809
261	0.2971480946
262	0.2969400458
263	0.2968414614
264	0.2966990389
265	0.2964541194
266	0.2963392386
267	0.2961965663
268	0.2960104018
269	0.2958595294
270	0.2956954448
271	0.2954332106
272	0.2952718993
273	0.2951331873
274	0.2950038986
275	0.2949820821
276	0.2949010839
277	0.2947238737
278	0.2945248199
279	0.2944539567
280	0.2943045628
281	0.2941827864
282	0.294013673
283	0.293713554
284	0.2936143857
285	0.2934883065
286	0.2933402706
287	0.2931865157
288	0.2930397602
289	0.2929622458
290	0.2928006702
291	0.2926839514
292	0.2924955435
293	0.2923310521
294	0.2922322827
295	0.2920508799
296	0.2919195456
297	0.2917536894
298	0.2916350681
299	0.2915199631
300	0.2913116944
301	0.2911556795
302	0.2909968339
303	0.2908858815
304	0.2907303734
305	0.2906602435
306	0.290476879
307	0.2903556151
308	0.290220608
309	0.2900918424
310	0.2898812726
311	0.2897466852
312	0.2896701054
313	0.2895454469
314	0.2894207998
315	0.2892852025
316	0.2891731385
317	0.2891135384
318	0.2889689819
319	0.2888116188
320	0.2887019289
321	0.2886140505
322	0.2884531681
323	0.288324954
324	0.288199072
325	0.2880917091
326	0.2879766363
327	0.2878215578
328	0.2876871088
329	0.2875629397
330	0.2874078827
331	0.2872581363
332	0.2869786762
333	0.2868275313
334	0.2866603535
335	0.2865519729
336	0.2864436227
337	0.2863599252
338	0.2863038419
339	0.2862059401
340	0.2861096256
341	0.2860014151
342	0.2858581327
343	0.2857477761
344	0.2856161743
345	0.2854860923
346	0.2853779053
347	0.2852051873
348	0.285116568
349	0.2848633279
350	0.2848078713
351	0.284682596
352	0.2845252609
353	0.2843923629
354	0.2842917072
355	0.2841963437
356	0.2841282653
357	0.2839272757
358	0.2837587975
359	0.2836504232
360	0.2834411823
361	0.2833384863
362	0.2832272027
363	0.2830406069
364	0.2828761672
365	0.2827557302
366	0.2825607388
367	0.2825175325
368	0.2824478382
369	0.2823429266
370	0.282177691
371	0.2819579445
372	0.281820319
373	0.281657035
374	0.2814700903
375	0.2813003566
376	0.2811936043
377	0.28111217
378	0.2809820933
379	0.2808362489
380	0.2807317327
381	0.2805936818
382	0.2804643116
383	0.2803381844
384	0.2802215284
385	0.280130502
386	0.2799957321
387	0.2798532505
388	0.2797235883
389	0.2796042397
390	0.2794771207
391	0.2794072545
392	0.2792830602
393	0.2792111928
394	0.2790789177
395	0.2789469902
396	0.2788226688
397	0.2786758142
398	0.2785396741
399	0.2783873326
400	0.2782589978
401	0.2781976718
402	0.2781048697
403	0.2779716838
404	0.2778321062
405	0.2777062563
406	0.277617069
407	0.2775392647
408	0.2774468288
409	0.2772693909
410	0.2772161128
411	0.2771021533
412	0.2769292767
413	0.2767995542
414	0.2766603245
415	0.2765059948
416	0.2763660402
417	0.2762206693
418	0.2761239935
419	0.2760036931
420	0.2758821518
421	0.2757710091
422	0.2755881129
423	0.2754583723
424	0.2753574352
425	0.2752075923
426	0.2750593467
427	0.2749711305
428	0.2748727923
429	0.274789297
430	0.2746184965
431	0.2745169784
432	0.2743209824
433	0.274186212
434	0.2741291356
435	0.2739795543
436	0.2738624125
437	0.2737261869
438	0.2735481385
439	0.2734376024
440	0.2733195056
441	0.2732260658
442	0.2731434681
443	0.273068856
444	0.2729162454
445	0.2727719433
446	0.2726203731
447	0.2725363429
448	0.2724118703
449	0.2722398701
450	0.2720937649
451	0.2719956899
452	0.2718445662
453	0.2716562634
454	0.2715671011
455	0.2715121048
456	0.2713818276
457	0.271295871
458	0.2712114387
459	0.2710972301
460	0.2710532827
461	0.2709014368
462	0.2707109774
463	0.2706198333
464	0.2704791109
465	0.2703593818
466	0.2702680771
467	0.2701349647
468	0.2700228201
469	0.2699268119
470	0.2698165881
471	0.2696871648
472	0.269574793
473	0.269464197
474	0.2693402633
475	0.269196683
476	0.2691304407
477	0.2690018401
478	0.2688795534
479	0.2687248713
480	0.2685908553
481	0.2685080151
482	0.2684407856
483	0.2683257848
484	0.2682539572
485	0.268145899
486	0.2680319891
487	0.2679610689
488	0.2678338878
489	0.2677201216
490	0.2675612405
491	0.2674565256
492	0.2674077594
493	0.2672929228
494	0.267179996
495	0.2670879472
496	0.2669742095
497	0.2668110873
498	0.2666250855
499	0.2665421404
500	0.2664208455
501	0.2663040112
502	0.2662000434
503	0.2660642969
504	0.2659535344
505	0.2658156652
506	0.2657133808
507	0.2654814575
508	0.2653144455
509	0.265189456
510	0.2650494348
511	0.2649264464
512	0.2648257679
513	0.2647953471
514	0.264709483
515	0.264625109
516	0.2644864357
517	0.2643063886
518	0.2642594626
519	0.2641328293
520	0.2640134048
521	0.2639527141
522	0.2638488469
523	0.2637454402
524	0.263641466
525	0.2635917578
526	0.2634783751
527	0.2633458334
528	0.2632436813
529	0.2631486381
530	0.2630503748
531	0.2630068473
532	0.2629264932
533	0.2627805773
534	0.2626691689
535	0.2625238609
536	0.2624046237
537	0.2622920543
538	0.2621638882
539	0.262031018
540	0.2619643002
541	0.2618574628
542	0.2617572112
543	0.2616404835
544	0.2614433366
545	0.2613003891
546	0.2612194481
547	0.2610728458
548	0.2610077941
549	0.2609188793
550	0.2608460601
551	0.2607739249
552	0.2606482292
553	0.2605495666
554	0.2605050334
555	0.26042881
556	0.2603231277
557	0.2602394944
558	0.2601060832
559	0.2599777908
560	0.2598218171
561	0.2596893676
562	0.2595906887
563	0.2594501768
564	0.2593307589
565	0.2592108973
566	0.259074311
567	0.2589934358
568	0.2588924234
569	0.2588041084
570	0.2587030755
571	0.2585738155
572	0.2584807898
573	0.2583503115
574	0.2582838214
575	0.2582187849
576	0.2581202382
577	0.2580453783
578	0.2579366676
579	0.2578343403
580	0.2577089993
581	0.2575996443
582	0.2575040527
583	0.2574328119
584	0.2573764296
585	0.257262303
586	0.2571359067
587	0.2570432492
588	0.2569202193
589	0.2568982901
590	0.2568043477
591	0.2566762475
592	0.2566058505
593	0.2565048265
594	0.2564074328
595	0.2563142559
596	0.256256088
597	0.2561864176
598	0.2560729876
599	0.2559301326
600	0.2557536558
601	0.2556414071
602	0.2555443269
603	0.2554330924
604	0.2553357741
605	0.2552225275
606	0.2551084532
607	0.2550574318
608	0.254981999
609	0.2548856489
610	0.2548094444
611	0.2547680368
612	0.2546600022
613	0.2545342743
614	0.2544511016
615	0.2543432218
616	0.2542972263
617	0.2542083047
618	0.2541164008
619	0.2540316989
620	0.2539302205
621	0.2537722313
622	0.2536473125
623	0.253566445
624	0.2534641197
625	0.2533422152
626	0.253231263
627	0.2531534634
628	0.2530605089
629	0.2529468444
630	0.2528672246
631	0.2527573313
632	0.2526586628
633	0.2525688202
634	0.2524069257
635	0.2523006819
636	0.2522175363
637	0.2521425374
638	0.2520502111
639	0.2519841191
640	0.2518399238
641	0.2517186435
642	0.2516109386
643	0.2514475185
644	0.251358832
645	0.251258711
646	0.2511375575
647	0.2510443332
648	0.2509014167
649	0.2508216945
650	0.2507091111
651	0.2505903938
652	0.2505122641
653	0.2504146136
654	0.2503096083
655	0.250222971
656	0.2501135816
657	0.2499836718
658	0.2499000258
659	0.2497762541
660	0.2496736815
661	0.2495619154
662	0.2494451645
663	0.2493669811
664	0.2492125689
665	0.2490852578
666	0.2489458072
667	0.2487920814
668	0.2487161711
669	0.248595397
670	0.2485122478
671	0.2484243899
672	0.2483100471
673	0.2482075983
674	0.2481031653
675	0.2480023539
676	0.2479369531
677	0.2478820069
678	0.2478554082
679	0.2477276656
680	0.2476493414
681	0.2475502869
682	0.24740662
683	0.2473220036
684	0.2472257533
685	0.247116422
686	0.2470373654
687	0.2469665053
688	0.2468993358
689	0.2468416838
690	0.2467008295
691	0.2466500203
692	0.2464996538
693	0.246391446
694	0.2463425762
695	0.2462971898
696	0.2461656567
697	0.2460595438
698	0.2459684075
699	0.2459401392
700	0.2459006913
701	0.2457894848
702	0.2456292126
703	0.2456108292
704	0.245511766
705	0.2454018279
706	0.2453039494
707	0.2452130378
708	0.2451104388
709	0.2450420615
710	0.2449537735
711	0.2448575316
712	0.2447966836
713	0.2446808528
714	0.2446108423
715	0.2444696285
716	0.2443432977
717	0.2442529613
718	0.2441807878
719	0.2441013415
720	0.2439714511
721	0.2438387815
722	0.2437616876
723	0.2436452359
724	0.243527537
725	0.2434216683
726	0.2433563405
727	0.2432793426
728	0.2431577774
729	0.2430681847
730	0.2430249271
731	0.2428953894
732	0.2427717075
733	0.2426760814
734	0.2426395356
735	0.2425566215
736	0.2424909785
737	0.2424194086
738	0.2423117147
739	0.2422231066
740	0.2421234409
741	0.2420157232
742	0.2419190772
743	0.24181828
744	0.2417062855
745	0.2416286025
746	0.2415077585
747	0.2413728751
748	0.2412533348
749	0.2412165362
750	0.2411649426
751	0.2410611106
752	0.2409663743
753	0.2408774709
754	0.2407790911
755	0.2406456502
756	0.2405591693
757	0.2404817238
758	0.2403994759
759	0.2402799889
760	0.2401546955
761	0.2400326934
762	0.2399452003
763	0.2398836193
764	0.239765076
765	0.2396828084
766	0.2394974542
767	0.2394123638
768	0.2392832549
769	0.2391891805
770	0.2390641087
771	0.2389992797
772	0.2389000245
773	0.2387862933
774	0.2387119954
775	0.2385981986
776	0.2384924951
777	0.238349759
778	0.2382425891
779	0.238187191
780	0.2380810424
781	0.2379963476
782	0.2378897616
783	0.2378524278
784	0.2377850199
785	0.2376903182
786	0.2375532427
787	0.2374927651
788	0.2373785699
789	0.2372939083
790	0.2371744233
791	0.2371196849
792	0.2370175763
793	0.2369322948
794	0.2368907133
795	0.2368395964
796	0.2367627994
797	0.2366792233
798	0.2365936939
799	0.2364761588
800	0.2363845472
801	0.2362737375
802	0.2361954516
803	0.2360928135
804	0.2360102716
805	0.235916711
806	0.2358381812
807	0.2357896319
808	0.2356424476
809	0.2355400135
810	0.2354564296
811	0.2353907648
812	0.2353105974
813	0.2351990819
814	0.2351520257
815	0.2350704072
816	0.2350473593
817	0.2349753567
818	0.2349200897
819	0.2348191534
820	0.2347470068
821	0.2345966661
822	0.2345198857
823	0.2344585459
824	0.2343807557
825	0.2342496751
826	0.2341850965
827	0.2340603963
828	0.2339820535
829	0.2339004494
830	0.2338300022
831	0.2337339118
832	0.2336940425
833	0.2335604347
834	0.233516841
835	0.233432905
836	0.2333403187
837	0.2332952678
838	0.2331939793
839	0.2331026193
840	0.2330247501
841	0.2329746518
842	0.2329126655
843	0.2327975651
844	0.2327575864
845	0.2326932638
846	0.2325840521
847	0.2324752714
848	0.2323345512
849	0.2322087642
850	0.2321490995
851	0.2320402934
852	0.231967898
853	0.2318881251
854	0.2317889272
855	0.2316654306
856	0.2315871648
857	0.2315545301
858	0.2314880335
859	0.231408609
860	0.2313209605
861	0.2312195217
862	0.2311420472
863	0.2310246128
864	0.2309638433
865	0.2309037379
866	0.23082874
867	0.2307463602
868	0.2306357964
869	0.2305812076
870	0.2304229473
871	0.230335991
872	0.2302549601
873	0.2301505038
874	0.2299779387
875	0.229924391
876	0.2298660657
877	0.2297933273
878	0.2296697003
879	0.229597114
880	0.2294829914
881	0.2293924578
882	0.2292989158
883	0.2292374927
884	0.2291361528
885	0.2290609423
886	0.2290104966
887	0.2289643367
888	0.2288931442
889	0.2287728152
890	0.228718507
891	0.2286552316
892	0.2285902185
893	0.2284728059
894	0.2284097543
895	0.2282919251
896	0.228232113
897	0.2281769237
898	0.2280633727
899	0.227955653
900	0.2278958488
901	0.2278452557
902	0.2277766
903	0.2277024521
904	0.2275658839
905	0.2274783986
906	0.2273826865
907	0.2272582588
908	0.2272205543
909	0.2271361669
910	0.2270338022
911	0.2269751225
912	0.2268934974
913	0.226789941
914	0.2267085178
915	0.2265896158
916	0.2264421954
917	0.2263092184
918	0.2262465913
919	0.2261568796
920	0.2260470527
921	0.2260187394
922	0.2259483794
923	0.2258614131
924	0.2257665538
925	0.2256961806
926	0.2256202931
927	0.2255406685
928	0.2253741812
929	0.2253430348
930	0.2252538931
931	0.2251614029
932	0.2250244883
933	0.2249305018
934	0.2248767529
935	0.224814586
936	0.2247486479
937	0.2246859569
938	0.2246370812
939	0.2245403344
940	0.2244164239
941	0.2243212666
942	0.2242276209
943	0.224147921
944	0.2240776315
945	0.2240130224
946	0.2239473852
947	0.2238855647
948	0.2238141195
949	0.223750873
950	0.2236535523
951	0.2235679629
952	0.2234536784
953	0.2233419767
954	0.2232383872
955	0.2231546777
956	0.2230965887
957	0.2230250257
958	0.2229053042
959	0.2227680823
960	0.2226823438
961	0.2226067582
962	0.2225341226
963	0.2224425125
964	0.222328478
965	0.2222289093
966	0.2221520215
967	0.2220714264
968	0.2219710069
969	0.2218620128
970	0.2217816322
971	0.2217091844
972	0.2216408362
973	0.2215678018
974	0.2214514243
975	0.2213738503
976	0.2213303159
977	0.2212803933
978	0.2211722687
979	0.221093763
980	0.2210114717
981	0.2208970626
982	0.2208211828
983	0.2207386509
984	0.2206577082
985	0.220548474
986	0.2204380327
987	0.2203552375
988	0.2202943749
989	0.2202383029
990	0.2201739093
991	0.2201112684
992	0.2199794712
993	0.2198790562
994	0.2198113101
995	0.2197278248
996	0.2196247734
997	0.2195756233
998	0.2195024875
999	0.2193561675
1000	0.2192898259
1001	0.2192625792
1002	0.2192009218
1003	0.2191510972
1004	0.2190946357
1005	0.2190208162
1006	0.2189029573
1007	0.2187931479
1008	0.2187245931
1009	0.2185941445
1010	0.2185136839
1011	0.2184442394
1012	0.218339761
1013	0.2182439694
1014	0.2181709427
1015	0.2180414409
1016	0.2179398329
1017	0.2178243263
1018	0.2177785757
1019	0.2176875585
1020	0.2176045752
1021	0.2174969847
1022	0.2173895196
1023	0.2172881668
1024	0.2172150173
1025	0.2171073684
1026	0.2169784487
1027	0.2169314386
1028	0.2168952302
1029	0.2168378651
1030	0.2167604281
1031	0.216686846
1032	0.2166113395
1033	0.2165401745
1034	0.2164269406
1035	0.2163498333
1036	0.2162472818
1037	0.2161635428
1038	0.2161174822
1039	0.2160766482
1040	0.215877745
1041	0.2157334007
1042	0.2156180111
1043	0.2154891681
1044	0.2153790814
1045	0.2153087892
1046	0.2152111367
1047	0.2151344618
1048	0.2150574967
1049	0.2149767649
1050	0.2148698108
1051	0.2147555838
1052	0.214719925
1053	0.2146407795
1054	0.2145239248
1055	0.2143960419
1056	0.2143043215
1057	0.2142679321
1058	0.2141866903
1059	0.214152169
1060	0.2141238455
1061	0.2140472951
1062	0.2139928108
1063	0.2139279872
1064	0.2138308983
1065	0.2137629581
1066	0.2136835441
1067	0.2135976549
1068	0.2135106098
1069	0.213408159
1070	0.2133423267
1071	0.2132804113
1072	0.2132094869
1073	0.2131258638
1074	0.213045766
1075	0.2129441526
1076	0.2128169305
1077	0.2127346405
1078	0.2126053257
1079	0.2125496029
1080	0.2124936342
1081	0.2124300568
1082	0.2123241571
1083	0.2122563695
1084	0.2121858933
1085	0.212017959
1086	0.2119706956
1087	0.2118647955
1088	0.2117864133
1089	0.2116729427
1090	0.211623925
1091	0.2115649894
1092	0.211510126
1093	0.2114298862
1094	0.2113654922
1095	0.211276273
1096	0.2111793797
1097	0.2110906651
1098	0.2109894647
1099	0.2109453102
1100	0.2108116121
1101	0.2107438384
1102	0.2107018334
1103	0.2106012818
1104	0.2104968698
1105	0.2103352871
1106	0.210259457
1107	0.2101996977
1108	0.2101123407
1109	0.210025853
1110	0.2099613131
1111	0.2098946364
1112	0.209808175
1113	0.2097215586
1114	0.2095720199
1115	0.2094550857
1116	0.2093834681
1117	0.2093126414
1118	0.2092447369
1119	0.2092173033
1120	0.2091492467
1121	0.2090811203
1122	0.2089473133
1123	0.2089299605
1124	0.2088832471
1125	0.2088497941
1126	0.2087497388
1127	0.208607164
1128	0.2085342277
1129	0.2084445092
1130	0.20833022
1131	0.2082593644
1132	0.2081567268
1133	0.2080946059
1134	0.2079783848
1135	0.207929873
1136	0.2078142083
1137	0.207740653
1138	0.2076268011
1139	0.2075089748
1140	0.2074370025
1141	0.2073132969
1142	0.2072478043
1143	0.207124803
1144	0.2070164047
1145	0.2069296014
1146	0.2068576088
1147	0.2067877016
1148	0.2067257689
1149	0.2066476815
1150	0.2065665517
1151	0.2065072964
1152	0.2064548737
1153	0.2063428625
1154	0.2062845904
1155	0.2062029902
1156	0.2061676979
1157	0.2060783993
1158	0.2060133122
1159	0.2059600556
1160	0.2058355539
1161	0.2058043361
1162	0.2057350687
1163	0.2056546228
1164	0.2055663667
1165	0.205478032
1166	0.205409543
1167	0.2053593232
1168	0.2052990744
1169	0.2052289951
1170	0.2051958725
1171	0.2051568953
1172	0.2050824493
1173	0.2050055255
1174	0.2049184544
1175	0.2048214475
1176	0.2047343618
1177	0.2046434276
1178	0.2045662731
1179	0.204459094
1180	0.2044023579
1181	0.2043536832
1182	0.2042776158
1183	0.2042203743
1184	0.204158341
1185	0.2040553242
1186	0.2040001639
1187	0.2039207072
1188	0.2038358392
1189	0.2037391169
1190	0.2036824717
1191	0.2036388866
1192	0.2036039246
1193	0.203538738
1194	0.2034687742
1195	0.2034104299
1196	0.2033400065
1197	0.2032803755
1198	0.2032324103
1199	0.2031664204
1200	0.2030902277
1201	0.2030123702
1202	0.2029253542
1203	0.2028259369
1204	0.2027297309
1205	0.2026611771
1206	0.2025027378
1207	0.2024050347
1208	0.2023237053
1209	0.2022964555
1210	0.2022463797
1211	0.2021471865
1212	0.2020872938
1213	0.2020340826
1214	0.2019545199
1215	0.2018881611
1216	0.2018480011
1217	0.201810009
1218	0.2017399539
1219	0.2016893781
1220	0.2016244946
1221	0.2015310612
1222	0.2014527735
1223	0.2013398784
1224	0.2012445835
1225	0.2011691561
1226	0.2011206072
1227	0.2010588671
1228	0.2009774371
1229	0.200905046
1230	0.2008028909
1231	0.2007066273
1232	0.2006489687
1233	0.2005603411
1234	0.2004831684
1235	0.2004261351
1236	0.2003212076
1237	0.2002385196
1238	0.2001362411
1239	0.2000735439
1240	0.1999986274
1241	0.1999402515
1242	0.1997597457
1243	0.1996678847
1244	0.199591119
1245	0.1995128633
1246	0.1994417509
1247	0.1993844397
1248	0.1992721052
1249	0.1991766087
1250	0.1990813306
1251	0.1990109157
1252	0.1989288323
1253	0.1988650719
1254	0.1987826373
1255	0.1987213224
1256	0.1986745562
1257	0.1986214456
1258	0.1985909451
1259	0.1985602032
1260	0.1984862797
1261	0.1983765011
1262	0.1983109993
1263	0.1982639811
1264	0.1981779902
1265	0.1981195453
1266	0.1980442861
1267	0.1979951823
1268	0.1978958195
1269	0.1977990614
1270	0.1977207456
1271	0.1976362469
1272	0.1975838697
1273	0.1974700956
1274	0.1973644599
1275	0.1972846864
1276	0.1972095216
1277	0.1971444175
1278	0.197083976
1279	0.1970274203
1280	0.1969613416
1281	0.1968888169
1282	0.1968238228
1283	0.1967456163
1284	0.1965644749
1285	0.1964831287
1286	0.1964388985
1287	0.1963627215
1288	0.1962732131
1289	0.1962181056
1290	0.1961263195
1291	0.1960692702
1292	0.1960412176
1293	0.1959593911
1294	0.195868224
1295	0.1957544986
1296	0.1956361794
1297	0.1955839486
1298	0.1955034256
1299	0.1954189709
1300	0.1953679584
1301	0.195328076
1302	0.1952452813
1303	0.1951813235
1304	0.1951137285
1305	0.195020874
1306	0.1949052597
1307	0.1948446701
1308	0.1947689105
1309	0.1946818188
1310	0.1946517138
1311	0.1945359395
1312	0.194482535
1313	0.1944054353
1314	0.1943104785
1315	0.1942084753
1316	0.1941616999
1317	0.1941031926
1318	0.194030766
1319	0.1939617489
1320	0.1938911384
1321	0.1937949448
1322	0.1937776466
1323	0.1937082735
1324	0.1936170357
1325	0.1935588981
1326	0.1934871131
1327	0.1934637842
1328	0.1933954349
1329	0.1933100443
1330	0.1932732457
1331	0.193190161
1332	0.1931356443
1333	0.1929991018
1334	0.1929381465
1335	0.1928626509
1336	0.1927745827
1337	0.1926951026
1338	0.1926257593
1339	0.192591757
1340	0.1925030537
1341	0.1924428192
1342	0.192358724
1343	0.1923083337
1344	0.1922285051
1345	0.1921584014
1346	0.1920709689
1347	0.1920001418
1348	0.1919206034
1349	0.1917789839
1350	0.1916896506
1351	0.1916129645
1352	0.1915204903
1353	0.1914522786
1354	0.1913546757
1355	0.1913061911
1356	0.1912363702
1357	0.1911666537
1358	0.1911240547
1359	0.1910508253
1360	0.190978422
1361	0.1909408333
1362	0.1908586611
1363	0.1907720184
1364	0.1907270302
1365	0.1906752745
1366	0.1906234232
1367	0.1905853148
1368	0.1904851463
1369	0.1904255833
1370	0.1902783223
1371	0.1901957916
1372	0.1901522142
1373	0.1899859545
1374	0.1899280183
1375	0.1898645216
1376	0.1897566647
1377	0.1896621789
1378	0.1896237943
1379	0.1895639337
1380	0.1894165836
1381	0.1893435773
1382	0.1892913774
1383	0.1892315432
1384	0.1891474781
1385	0.1891005749
1386	0.1890120554
1387	0.1889423052
1388	0.1888708048
1389	0.1887981406
1390	0.1887331337
1391	0.1886868016
1392	0.1886133492
1393	0.1885494656
1394	0.1885058401
1395	0.1884524804
1396	0.1883531082
1397	0.1882673654
1398	0.1882090285
1399	0.1881657761
1400	0.1880744614
1401	0.188005899
1402	0.1879649615
1403	0.1878960722
1404	0.1878216153
1405	0.1877799825
1406	0.1876790623
1407	0.187547432
1408	0.187416522
1409	0.1873649186
1410	0.1873407538
1411	0.1872486543
1412	0.1871806526
1413	0.1871321291
1414	0.1870069911
1415	0.1869352658
1416	0.1868766231
1417	0.1867900716
1418	0.1867269113
1419	0.1866665308
1420	0.1866407603
1421	0.1865499793
1422	0.1864916963
1423	0.1864238212
1424	0.1863774273
1425	0.1863295207
1426	0.1862773174
1427	0.1862715352
1428	0.1862100212
1429	0.1861498707
1430	0.186065861
1431	0.1860282708
1432	0.1859630302
1433	0.1859125668
1434	0.1858554005
1435	0.1857594307
1436	0.1856829948
1437	0.1856189509
1438	0.1855378486
1439	0.1854706177
1440	0.1854037254
1441	0.1853140578
1442	0.185211452
1443	0.1851690395
1444	0.1851151615
1445	0.1850611138
1446	0.1849929735
1447	0.1849267956
1448	0.1848510108
1449	0.1847424189
1450	0.1846624176
1451	0.1845930755
1452	0.184533378
1453	0.1844668657
1454	0.184434428
1455	0.1843583106
1456	0.1842985803
1457	0.1842546646
1458	0.1841813763
1459	0.184096498
1460	0.1840563005
1461	0.1840068903
1462	0.1839481939
1463	0.1838946887
1464	0.1838204437
1465	0.1837724806
1466	0.1837145998
1467	0.1836357077
1468	0.1835149012
1469	0.1834576241
1470	0.1833596362
