number,value,datetime_start,datetime_complete,duration,params_base_max_depth,params_base_max_features,params_base_min_samples_leaf,params_base_min_samples_split,params_learning_rate,params_minibatch_frac,params_n_estimators,state
11,0.8689180013676069,2026-02-27 13:36:32.129759,2026-02-27 13:37:24.184273,0 days 00:00:52.054514,4,0.8752929055062534,38,22,0.0010084572019152822,0.8647188595584774,742,PRUNED
12,0.8638648380541456,2026-02-27 13:37:24.185276,2026-02-27 13:39:42.704683,0 days 00:02:18.519407,5,0.6234763037675263,34,28,0.0021029035231973363,0.687746092603883,530,COMPLETE
13,0.8635022295846134,2026-02-27 13:39:42.705686,2026-02-27 13:43:45.773943,0 days 00:04:03.068257,6,0.6442427517556344,34,34,0.0019498877565648069,0.6409410388546484,861,COMPLETE
14,0.8742210900405467,2026-02-27 13:43:45.774944,2026-02-27 13:44:09.784320,0 days 00:00:24.009376,6,0.406303834464563,47,32,0.0165673853871205,0.7146308337630579,546,PRUNED
15,0.8654737024588032,2026-02-27 13:44:09.785760,2026-02-27 13:47:07.096906,0 days 00:02:57.311146,5,0.5609562145478995,34,17,0.0017536035758352062,0.550462388694839,884,COMPLETE
16,0.86468973620595,2026-02-27 13:47:07.098986,2026-02-27 13:50:32.475331,0 days 00:03:25.376345,7,0.5433075935340591,40,2,0.0017078676498798512,0.5069311161161095,973,COMPLETE
17,0.8732242779131473,2026-02-27 13:50:32.476367,2026-02-27 13:51:25.634743,0 days 00:00:53.158376,8,0.6760885317345372,50,4,0.011487150783777772,0.5093783104474312,1008,PRUNED
18,0.876479567759147,2026-02-27 13:51:25.636064,2026-02-27 13:52:13.923875,0 days 00:00:48.287811,7,0.526176416341218,42,18,0.0041776314674700325,0.5774162719747924,1000,PRUNED
19,0.875812618582119,2026-02-27 13:52:13.924909,2026-02-27 13:53:13.680761,0 days 00:00:59.755852,9,0.45578620049983837,31,2,0.0014399647440403861,0.5100105859931375,1410,PRUNED
20,0.8635296780344983,2026-02-27 13:53:13.681800,2026-02-27 13:56:21.814109,0 days 00:03:08.132309,7,0.4167436820160032,41,13,0.002771567920668021,0.5924670809049034,919,COMPLETE
21,0.8643781722221687,2026-02-27 13:56:21.815525,2026-02-27 13:59:50.176157,0 days 00:03:28.360632,5,0.5651211387821401,37,41,0.0017200824872807717,0.763057863495166,784,COMPLETE
22,0.8768311005383749,2026-02-27 13:59:50.177192,2026-02-27 14:00:29.991396,0 days 00:00:39.814204,6,0.5577877867768699,32,17,0.0014182050734573475,0.7319326062155259,684,PRUNED
23,0.8633433175063324,2026-02-27 14:00:29.992431,2026-02-27 14:03:50.031317,0 days 00:03:20.038886,5,0.6764107032809729,38,18,0.006448610661289272,0.5439634009607252,904,COMPLETE
24,0.8643208675636371,2026-02-27 14:03:50.031317,2026-02-27 14:08:36.062942,0 days 00:04:46.031625,6,0.5874972923494783,30,41,0.002226154784851363,0.606414617230991,1128,COMPLETE
25,0.8747628357619593,2026-02-27 14:08:36.064039,2026-02-27 14:09:26.762208,0 days 00:00:50.698169,7,0.5248999795903315,45,6,0.0042605974079710195,0.7647063857991556,810,PRUNED
26,0.8722178347507006,2026-02-27 14:09:26.763226,2026-02-27 14:09:45.934640,0 days 00:00:19.171414,4,0.46903251304825133,39,40,0.0013270718337655832,0.5401254835155773,635,PRUNED
27,0.8709730234708325,2026-02-27 14:09:45.935676,2026-02-27 14:11:14.109709,0 days 00:01:28.174033,9,0.7350572414090125,49,7,0.010427199209123775,0.6972923520559208,1084,PRUNED
28,0.8772331962516012,2026-02-27 14:11:14.110745,2026-02-27 14:12:14.808613,0 days 00:01:00.697868,5,0.6471366998571573,35,24,0.0017329725095014085,0.8491221607889289,934,PRUNED
29,0.8630852057670639,2026-02-27 14:12:14.809647,2026-02-27 14:19:32.106873,0 days 00:07:17.297226,5,0.7908316680207965,28,44,0.0030641985193251052,0.7613798214063416,1260,COMPLETE
30,0.876626441043619,2026-02-27 14:19:32.107876,2026-02-27 14:20:10.699558,0 days 00:00:38.591682,6,0.5390503355188152,43,15,0.007391705722293799,0.6631361718196931,768,PRUNED
31,0.8640044880623321,2026-02-27 14:20:10.700561,2026-02-27 14:24:52.179132,0 days 00:04:41.478571,6,0.6031224504392035,30,40,0.002244918969791772,0.6096425677720543,1083,COMPLETE
32,0.8768648091610405,2026-02-27 14:24:52.180166,2026-02-27 14:25:52.843377,0 days 00:01:00.663211,7,0.5864673454269975,30,44,0.002415435021345,0.5795777215661266,1127,PRUNED
33,0.8651741772688311,2026-02-27 14:25:52.845574,2026-02-27 14:29:16.975172,0 days 00:03:24.129598,6,0.48756496447759484,36,39,0.0014446708329470116,0.5543001267521577,1005,COMPLETE
34,0.8642813803199431,2026-02-27 14:29:16.976351,2026-02-27 14:32:16.825348,0 days 00:02:59.848997,5,0.4929714426744363,41,29,0.0013310181401472718,0.5548906394057038,1001,COMPLETE
35,0.8757957642707861,2026-02-27 14:32:16.826383,2026-02-27 14:32:47.774599,0 days 00:00:30.948216,7,0.4344881480973922,36,36,0.00375611729197237,0.5017505176458115,845,PRUNED
36,0.8713895657366296,2026-02-27 14:32:47.775602,2026-02-27 14:33:35.773160,0 days 00:00:47.997558,8,0.5011005181387443,11,38,0.0054395359693067665,0.5341377049377807,975,PRUNED
37,0.876597547938477,2026-02-27 14:33:35.774163,2026-02-27 14:34:44.099878,0 days 00:01:08.325715,4,0.9935570483604987,40,31,0.0010013014923161568,0.5715051032503355,1272,PRUNED
38,0.864845758973717,2026-02-27 14:34:44.101109,2026-02-27 14:37:27.330225,0 days 00:02:43.229116,6,0.4818366383154182,24,47,0.001652008096521299,0.625135122542015,714,COMPLETE
39,0.8748615538711946,2026-02-27 14:37:27.332262,2026-02-27 14:38:01.357745,0 days 00:00:34.025483,7,0.47174094403244304,23,49,0.001506682248887288,0.6295144178722689,687,PRUNED
40,0.8703132975700898,2026-02-27 14:38:01.358780,2026-02-27 14:38:55.946958,0 days 00:00:54.588178,6,0.5222705147358975,16,46,0.04711319184236845,0.5286125259004427,1057,PRUNED
41,0.8656586183317121,2026-02-27 14:38:55.950085,2026-02-27 14:41:41.200044,0 days 00:02:45.249959,5,0.5432256754216442,19,43,0.0016991281311623393,0.5615876959860664,846,COMPLETE
42,0.8775967678246382,2026-02-27 14:41:41.201269,2026-02-27 14:42:13.738565,0 days 00:00:32.537296,6,0.4430006665407718,13,46,0.0026589072966064077,0.5584704891082893,847,PRUNED
43,0.8651067600234998,2026-02-27 14:42:13.739568,2026-02-27 14:44:02.664584,0 days 00:01:48.925016,4,0.487918283988006,21,44,0.0033549552799162223,0.6095210280227764,630,COMPLETE
44,0.8650706436420721,2026-02-27 14:44:02.665622,2026-02-27 14:45:56.559590,0 days 00:01:53.893968,4,0.48599855221562277,19,49,0.003270660387331836,0.6534460489149689,614,COMPLETE
45,0.8650220069150831,2026-02-27 14:45:56.560625,2026-02-27 14:47:54.138367,0 days 00:01:57.577742,4,0.507762565516428,20,43,0.003633642286098809,0.6651826251750762,622,COMPLETE
46,0.8647109244830542,2026-02-27 14:47:54.138367,2026-02-27 14:49:02.086950,0 days 00:01:07.948583,4,0.4012788994246775,19,37,0.008093195439145584,0.5981719483667084,476,COMPLETE
47,0.8686206431605205,2026-02-27 14:49:02.087966,2026-02-27 14:49:26.889090,0 days 00:00:24.801124,4,0.938662568573293,13,49,0.0011942020862170425,0.6555354871768123,420,PRUNED
48,0.8760413556644931,2026-02-27 14:49:26.890409,2026-02-27 14:49:55.280121,0 days 00:00:28.389712,5,0.42775520306644843,7,50,0.003194397202594799,0.9805324476312106,519,PRUNED
49,0.8639471834038004,2026-02-27 14:49:55.281151,2026-02-27 14:51:38.255538,0 days 00:01:42.974387,4,0.5569142658652505,27,45,0.005754025324672805,0.5642083339842201,584,COMPLETE
50,0.8646459149964846,2026-02-27 14:51:38.257598,2026-02-27 14:52:57.445665,0 days 00:01:19.188067,5,0.6229438131712234,22,21,0.004822274760212101,0.6149885777022588,325,COMPLETE
51,0.8776545540349221,2026-02-27 14:52:57.446711,2026-02-27 14:53:21.053603,0 days 00:00:23.606892,4,0.49677728930362847,19,42,0.003597672423956075,0.681563053776698,638,PRUNED
52,0.87664088759619,2026-02-27 14:53:21.055785,2026-02-27 14:53:43.565893,0 days 00:00:22.510108,4,0.5137323789673675,19,38,0.002167257189096071,0.6367548725595468,621,PRUNED
53,0.8645414182662211,2026-02-27 14:53:43.568054,2026-02-27 14:55:14.898879,0 days 00:01:31.330825,4,0.4601106141453295,26,44,0.0033910009168832867,0.5931640299126382,581,COMPLETE
54,0.8649098053567817,2026-02-27 14:55:14.898879,2026-02-27 14:58:03.982152,0 days 00:02:49.083273,5,0.5398169749617613,21,48,0.0026588880158290363,0.6582599945611864,752,COMPLETE
55,0.873127967562674,2026-02-27 14:58:03.983209,2026-02-27 14:58:30.758341,0 days 00:00:26.775132,4,0.4521445587434044,17,43,0.0011513036672575916,0.5845037381658434,876,PRUNED
56,0.8776810393813023,2026-02-27 14:58:30.759710,2026-02-27 14:58:43.914994,0 days 00:00:13.155284,5,0.4876092843367658,13,34,0.01945538416869761,0.5225026490462615,373,PRUNED
57,0.8733482774893817,2026-02-27 14:58:43.915998,2026-02-27 14:59:06.825430,0 days 00:00:22.909432,4,0.5727798826527452,25,46,0.0018844684658751265,0.7223278997012391,505,PRUNED
58,0.864654101376275,2026-02-27 14:59:06.826627,2026-02-27 15:01:35.926213,0 days 00:02:29.099586,4,0.5061230148317214,15,39,0.004626566588095206,0.6444418302111786,809,COMPLETE
59,0.8752443875143261,2026-02-27 15:01:35.927251,2026-02-27 15:02:08.741169,0 days 00:00:32.813918,5,0.5437394399494422,10,42,0.014003068579481526,0.6831126814178317,707,PRUNED
60,0.8768624014022787,2026-02-27 15:02:08.742520,2026-02-27 15:02:37.149824,0 days 00:00:28.407304,5,0.4742100905859489,33,32,0.0019804796451146087,0.7006120097866171,647,PRUNED
61,0.8782251928614768,2026-02-27 15:02:37.151053,2026-02-27 15:03:12.048672,0 days 00:00:34.897619,5,0.5406247890894843,21,47,0.002652735033466539,0.6716389867126831,753,PRUNED
62,0.8650456029509492,2026-02-27 15:03:12.049792,2026-02-27 15:06:03.730757,0 days 00:02:51.680965,4,0.5201079670290851,20,48,0.0028869897748467705,0.6462022825983222,933,COMPLETE
63,0.8653364602093786,2026-02-27 15:06:03.732253,2026-02-27 15:08:50.034535,0 days 00:02:46.302282,4,0.5148104634245094,1,50,0.00400458663247765,0.6173008310178069,931,COMPLETE
64,0.876900925542468,2026-02-27 15:08:50.035567,2026-02-27 15:09:24.743359,0 days 00:00:34.707792,4,0.5258192987929982,2,48,0.002324937360809438,0.616796020073288,940,PRUNED
65,0.8773198755670272,2026-02-27 15:09:24.744363,2026-02-27 15:09:55.061907,0 days 00:00:30.317544,4,0.41705217736826705,7,50,0.0015407638493186969,0.5693800443319268,1028,PRUNED
66,0.8655151159095068,2026-02-27 15:09:55.061907,2026-02-27 15:13:16.555525,0 days 00:03:21.493618,5,0.5967311376511851,1,50,0.004036213233863086,0.552150288465463,947,COMPLETE
67,0.876219529812869,2026-02-27 15:13:16.556545,2026-02-27 15:14:12.393192,0 days 00:00:55.836647,5,0.6577993925999008,2,45,0.008433513320730198,0.5517327790177943,1205,PRUNED
68,0.8759233754851635,2026-02-27 15:14:12.394239,2026-02-27 15:14:48.444426,0 days 00:00:36.050187,5,0.6003914839757473,4,50,0.005162437242702138,0.5216808335289129,895,PRUNED
69,0.8773102445319798,2026-02-27 15:14:48.445462,2026-02-27 15:15:32.811195,0 days 00:00:44.365733,5,0.62097548416747,1,11,0.003992523468455863,0.5856033548694205,958,PRUNED
70,0.8765469850044785,2026-02-27 15:15:32.811195,2026-02-27 15:16:25.295897,0 days 00:00:52.484702,6,0.5631546248580437,5,24,0.0018792442374827648,0.6053090517775311,1036,PRUNED
71,0.8641614739336037,2026-02-27 15:16:25.297117,2026-02-27 15:18:44.451203,0 days 00:02:19.154086,4,0.5536273367528197,28,48,0.003272597927621847,0.5365742555488163,831,COMPLETE
72,0.877873660082249,2026-02-27 15:18:44.452766,2026-02-27 15:19:16.184649,0 days 00:00:31.731883,4,0.5801769281635722,17,49,0.0067606474662102135,0.544267559252425,905,PRUNED
73,0.8656740279877878,2026-02-27 15:19:16.185687,2026-02-27 15:22:38.622791,0 days 00:03:22.437104,4,0.7042884754170645,8,47,0.002858568647168835,0.5756362933737438,976,COMPLETE
74,0.8767323824291395,2026-02-27 15:22:38.624859,2026-02-27 15:23:27.194924,0 days 00:00:48.570065,5,0.722930077877362,4,45,0.001258394225389818,0.5664395052931372,985,PRUNED
75,0.8648130134545559,2026-02-27 15:23:27.194924,2026-02-27 15:27:03.988685,0 days 00:03:36.793761,4,0.6744203991718123,10,41,0.004286027967621077,0.576666254287622,1071,COMPLETE
76,0.8768407315734221,2026-02-27 15:27:03.989721,2026-02-27 15:28:05.821030,0 days 00:01:01.831309,6,0.6931121302276642,7,46,0.002435996648316446,0.5958630039128024,1104,PRUNED
77,0.8779314462925332,2026-02-27 15:28:05.823111,2026-02-27 15:28:45.885900,0 days 00:00:40.062789,5,0.6969255740153809,3,50,0.0015825199155986905,0.5513925230317877,874,PRUNED
78,0.8781096204409087,2026-02-27 15:28:45.886934,2026-02-27 15:29:14.295878,0 days 00:00:28.408944,4,0.6464218047995429,6,20,0.002973024975867419,0.5169174511688007,793,PRUNED
79,0.8775028652329265,2026-02-27 15:29:14.297086,2026-02-27 15:30:20.200160,0 days 00:01:05.903074,5,0.7576809097288646,8,14,0.0020750008997954578,0.6243390226404953,1165,PRUNED
80,0.8644922999874796,2026-02-27 15:30:20.201518,2026-02-27 15:33:28.881256,0 days 00:03:08.679738,4,0.6029406238278185,36,43,0.001422544455607332,0.5623876269655566,1033,COMPLETE
81,0.8652598934807523,2026-02-27 15:33:28.882291,2026-02-27 15:36:19.925616,0 days 00:02:51.043325,4,0.48484167158774405,15,48,0.002742863542902721,0.6472774274625875,946,COMPLETE
82,0.8646675848253412,2026-02-27 15:36:19.926702,2026-02-27 15:39:43.953803,0 days 00:03:24.027101,4,0.4828960818402228,23,48,0.0038736117475503488,0.7920487185051148,947,COMPLETE
83,0.8777821652492994,2026-02-27 15:39:43.954836,2026-02-27 15:40:30.535093,0 days 00:00:46.580257,4,0.7555252025100112,14,47,0.0024563824922724242,0.6018440167985636,1000,PRUNED
84,0.8766312565611427,2026-02-27 15:40:30.536544,2026-02-27 15:41:17.214288,0 days 00:00:46.677744,4,0.4659615829278164,18,45,0.0017908247680298015,0.9230039899286449,967,PRUNED
85,0.8775293505793067,2026-02-27 15:41:17.216417,2026-02-27 15:41:49.343053,0 days 00:00:32.126636,5,0.4419763411442076,1,8,0.0032323935221366534,0.5811437303952146,904,PRUNED
86,0.8687988173088962,2026-02-27 15:41:49.344056,2026-02-27 15:42:40.477426,0 days 00:00:51.133370,9,0.4931642954301644,12,49,0.005300825130418235,0.635185237856263,861,PRUNED
87,0.8752877271720391,2026-02-27 15:42:40.478932,2026-02-27 15:43:04.152995,0 days 00:00:23.674063,4,0.7875788250201453,16,40,0.0021124515419658147,0.5345351770116208,561,PRUNED
88,0.8759691229016382,2026-02-27 15:43:04.154154,2026-02-27 15:43:44.136135,0 days 00:00:39.981981,6,0.5322122591102577,10,47,0.005991061744065164,0.6176083316130262,833,PRUNED
89,0.8706058402596526,2026-02-27 15:43:44.137170,2026-02-27 15:44:05.449282,0 days 00:00:21.312112,4,0.5130782970842411,9,44,0.0010644632275376954,0.5498521881421945,666,PRUNED
90,0.8732748408471459,2026-02-27 15:44:05.449282,2026-02-27 15:44:51.126644,0 days 00:00:45.677362,5,0.45919455839450146,15,26,0.0295191849476987,0.7418814006702437,1048,PRUNED
91,0.8651414317496702,2026-02-27 15:44:51.127743,2026-02-27 15:47:58.363830,0 days 00:03:07.236087,4,0.5003508439012094,20,49,0.0029017383544474545,0.6528265900267463,1012,COMPLETE
92,0.8653682426250349,2026-02-27 15:47:58.365039,2026-02-27 15:51:02.285039,0 days 00:03:03.920000,4,0.47961287079479065,23,50,0.0035960312591727713,0.6533954233058821,1012,COMPLETE
93,0.8782974256243318,2026-02-27 15:51:02.286074,2026-02-27 15:51:35.708487,0 days 00:00:33.422413,4,0.49972389988443466,24,46,0.004786873826945463,0.5917318265513377,1016,PRUNED
94,0.8649112500120388,2026-02-27 15:51:35.709484,2026-02-27 15:54:36.960041,0 days 00:03:01.250557,4,0.44176475825388856,22,50,0.0027876929968015697,0.6309955609123613,1112,COMPLETE
95,0.8656205757432752,2026-02-27 15:54:36.961086,2026-02-27 15:55:19.647780,0 days 00:00:42.686694,4,0.4740800384586065,26,47,0.09278529990197616,0.7039265458870041,986,PRUNED
96,0.865143839508432,2026-02-27 15:55:19.649798,2026-02-27 15:57:37.437344,0 days 00:02:17.787546,5,0.42051899625484956,22,43,0.003487905144804723,0.5009714448861106,930,COMPLETE
97,0.8647961591432232,2026-02-27 15:57:37.438772,2026-02-27 15:59:52.842892,0 days 00:02:15.404120,5,0.4223246496512046,23,43,0.0035983339416773372,0.5040753356346462,923,COMPLETE
98,0.8769081488187536,2026-02-27 15:59:52.844298,2026-02-27 16:00:24.288531,0 days 00:00:31.444233,6,0.4508495938445802,31,49,0.00421266436817168,0.5283880852640525,885,PRUNED
99,0.8653167165875317,2026-02-27 16:00:24.289851,2026-02-27 16:03:17.687554,0 days 00:02:53.397703,5,0.5470229580631332,38,41,0.0024534026714477792,0.5179378527109939,969,COMPLETE
100,0.8654183240072809,2026-02-27 16:03:17.688613,2026-02-27 16:06:19.336632,0 days 00:03:01.648019,5,0.588540083229548,39,41,0.0016780003581291743,0.5058261510090307,960,COMPLETE
101,0.8653215321050555,2026-02-27 16:06:19.337924,2026-02-27 16:09:25.981659,0 days 00:03:06.643735,5,0.5917887478868834,39,36,0.0016490372497563984,0.5181944298402964,961,COMPLETE
102,0.8654920014253932,2026-02-27 16:09:25.982705,2026-02-27 16:12:17.553997,0 days 00:02:51.571292,5,0.5475884679449041,39,37,0.0016980323090854655,0.5142279894521551,963,COMPLETE
103,0.8653692057285397,2026-02-27 16:12:17.555033,2026-02-27 16:15:22.771854,0 days 00:03:05.216821,5,0.5887200593443963,38,33,0.001746847240429498,0.515904091198227,962,COMPLETE
104,0.8770044591692269,2026-02-27 16:15:22.772902,2026-02-27 16:16:01.152699,0 days 00:00:38.379797,5,0.6315351479286961,44,36,0.0016572231965406425,0.5137254713409947,970,PRUNED
105,0.8782420471728096,2026-02-27 16:16:01.154030,2026-02-27 16:16:43.401322,0 days 00:00:42.247292,5,0.5856234939585881,38,33,0.0013071074164095226,0.5128467904331655,1066,PRUNED
106,0.8648399803526885,2026-02-27 16:16:43.402439,2026-02-27 16:19:30.823136,0 days 00:02:47.420697,5,0.5728273966644506,40,35,0.0017862967212266595,0.5245232393633872,858,COMPLETE
107,0.8652757846885806,2026-02-27 16:19:30.824510,2026-02-27 16:22:34.273189,0 days 00:03:03.448679,5,0.5899479980777818,42,38,0.0019280344383875191,0.5425323267296959,910,COMPLETE
108,0.8785719101231809,2026-02-27 16:22:34.274474,2026-02-27 16:23:05.270338,0 days 00:00:30.995864,5,0.5499730903567457,46,37,0.002298990432747973,0.5319226129714177,822,PRUNED
109,0.8653552407277209,2026-02-27 16:23:05.270338,2026-02-27 16:26:20.819406,0 days 00:03:15.549068,5,0.6166085619087164,34,29,0.001499999869483245,0.5110408231629868,987,COMPLETE
110,0.8772283807340775,2026-02-27 16:26:20.820553,2026-02-27 16:26:59.712248,0 days 00:00:38.891695,5,0.6346006171406455,35,29,0.0014649488741341557,0.5097168366647098,996,PRUNED
111,0.8653321262436074,2026-02-27 16:26:59.713252,2026-02-27 16:30:13.700214,0 days 00:03:13.986962,5,0.6127402225758194,39,30,0.0016249915731864828,0.5196560163100286,975,COMPLETE
112,0.8780470187131011,2026-02-27 16:30:13.701250,2026-02-27 16:30:53.440334,0 days 00:00:39.739084,5,0.6143733066071043,39,31,0.0012149366860812246,0.5423100380420757,949,PRUNED
113,0.8648866908726681,2026-02-27 16:30:53.441551,2026-02-27 16:34:15.904429,0 days 00:03:22.462878,5,0.6619705424963146,34,27,0.0016485614238442195,0.5567432778331889,894,COMPLETE
114,0.865284452620123,2026-02-27 16:34:15.905426,2026-02-27 16:37:33.522446,0 days 00:03:17.617020,5,0.5675588447800552,37,30,0.0013784594935338612,0.5268696398074886,1047,COMPLETE
115,0.8779603393976751,2026-02-27 16:37:33.523110,2026-02-27 16:38:17.657703,0 days 00:00:44.134593,6,0.6011423351850966,41,33,0.0010946472718339668,0.5700852750694854,921,PRUNED
116,0.8786898903025108,2026-02-27 16:38:17.657703,2026-02-27 16:38:56.421969,0 days 00:00:38.764266,5,0.5928861540963948,33,35,0.0015558152156899552,0.5041166664107674,1018,PRUNED
117,0.8654857412526125,2026-02-27 16:38:56.422966,2026-02-27 16:42:41.951952,0 days 00:03:45.528986,5,0.6148204264596772,39,31,0.001988919797642254,0.540674420391832,1094,COMPLETE
118,0.8655700128092766,2026-02-27 16:42:41.951952,2026-02-27 16:46:11.459736,0 days 00:03:29.507784,5,0.5626034754374217,35,29,0.0021580559691341027,0.5392897589119592,1090,COMPLETE
119,0.8762749082643913,2026-02-27 16:46:11.461742,2026-02-27 16:47:14.400356,0 days 00:01:02.938614,10,0.5588333087799676,35,26,0.0020301508025691163,0.5392187838671572,1170,PRUNED
120,0.8655502691874295,2026-02-27 16:47:14.401359,2026-02-27 16:50:52.470996,0 days 00:03:38.069637,5,0.5329815753650441,37,29,0.002145139811252251,0.5592045918996703,1138,COMPLETE
121,0.8654823703903458,2026-02-27 16:50:52.471999,2026-02-27 16:54:33.348947,0 days 00:03:40.876948,5,0.5308487890452944,37,28,0.002134541619221519,0.5575892733863682,1148,COMPLETE
122,0.8648611686297926,2026-02-27 16:54:33.350164,2026-02-27 16:58:17.904238,0 days 00:03:44.554074,5,0.5746901833661339,37,29,0.0021789566166664437,0.5600508877300255,1096,COMPLETE
123,0.8652521886527145,2026-02-27 16:58:17.905747,2026-02-27 17:02:10.655452,0 days 00:03:52.749705,5,0.5323740118335544,42,27,0.001922013824318547,0.5466600153700986,1242,COMPLETE
124,0.8789812291126928,2026-02-27 17:02:10.656474,2026-02-27 17:03:02.558409,0 days 00:00:51.901935,6,0.561097746587495,36,28,0.0025559215159008017,0.5729317914050507,1129,PRUNED
125,0.8653070855524844,2026-02-27 17:03:02.559828,2026-02-27 17:06:48.460181,0 days 00:03:45.900353,5,0.5766758664613383,33,24,0.0018072694662837213,0.5336127695882567,1134,COMPLETE
126,0.8788271325519355,2026-02-27 17:06:48.461184,2026-02-27 17:07:37.777479,0 days 00:00:49.316295,5,0.6300457046010386,40,32,0.0022366302835934385,0.5615939935972686,1149,PRUNED
127,0.8788102782406024,2026-02-27 17:07:37.777479,2026-02-27 17:08:32.827978,0 days 00:00:55.050499,5,0.686342781892833,32,30,0.002057951673126989,0.5486469314471684,1206,PRUNED
128,0.8652102936502585,2026-02-27 17:08:32.829015,2026-02-27 17:12:58.029919,0 days 00:04:25.200904,5,0.713689493316226,35,28,0.0013437231667236275,0.5846280733049093,1090,COMPLETE
129,0.8650080419142647,2026-02-27 17:12:58.030958,2026-02-27 17:16:38.389184,0 days 00:03:40.358226,5,0.5347307540633666,37,25,0.0018907894144669474,0.5310081030875178,1207,COMPLETE
130,0.8771898565938883,2026-02-27 17:16:38.389184,2026-02-27 17:17:29.198163,0 days 00:00:50.808979,8,0.5460632323977402,38,31,0.001526571106243319,0.5538446955111577,1053,PRUNED
131,0.8652781924473423,2026-02-27 17:17:29.199557,2026-02-27 17:21:46.199591,0 days 00:04:17.000034,5,0.5257565864926761,34,33,0.0017728727520882903,0.5637496273821575,1323,COMPLETE
132,0.8653629455557589,2026-02-27 17:21:46.201046,2026-02-27 17:24:43.241600,0 days 00:02:57.040554,5,0.5130146571521486,43,29,0.002366593167554846,0.500757072384763,1073,COMPLETE
133,0.865087497953405,2026-02-27 17:24:43.243092,2026-02-27 17:28:17.712040,0 days 00:03:34.468948,5,0.608369134852677,49,29,0.0023786720699272906,0.5091024238979153,1110,COMPLETE
134,0.8647547456925195,2026-02-27 17:28:17.714114,2026-02-27 17:31:27.143836,0 days 00:03:09.429722,5,0.5544091134005569,43,32,0.0020883963338524836,0.5021870487908081,1066,COMPLETE
135,0.8649632576012944,2026-02-27 17:31:27.144949,2026-02-27 17:36:21.350947,0 days 00:04:54.205998,5,0.8743706386130351,36,26,0.0025451207523597063,0.5238861998141113,1148,COMPLETE
136,0.865188623821402,2026-02-27 17:36:21.352455,2026-02-27 17:39:48.899892,0 days 00:03:27.547437,5,0.569658041396666,40,30,0.00296846288086245,0.5398540596792858,1083,COMPLETE
137,0.8784322601149946,2026-02-27 17:39:48.900931,2026-02-27 17:40:28.487618,0 days 00:00:39.586687,6,0.512281280422453,29,27,0.0017383266617430222,0.5128921385970433,1031,PRUNED
138,0.8648741705271064,2026-02-27 17:40:28.488669,2026-02-27 17:44:10.685550,0 days 00:03:42.196881,5,0.585452411927051,44,16,0.002253139319397894,0.500442791857832,1191,COMPLETE
139,0.8655690497057718,2026-02-27 17:44:10.686761,2026-02-27 17:48:06.499145,0 days 00:03:55.812384,5,0.7350872869853943,32,28,0.0013954336588099044,0.5347993954359692,1001,COMPLETE
