number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_early_stopping_rounds,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,system_attrs_completed_rung_0,system_attrs_completed_rung_1,state
90,0.8688496210187708,2026-01-04 12:04:54.067126,2026-01-04 12:04:55.216197,0 days 00:00:01.149071,0.6108991057072939,93,0.20084831656117172,4,69,0.005687645810477613,2033,228,0.13007773637617387,2.8787331023899805,0.8891408756987337,0.9612557689174648,0.8806564272712387,0.8718617874237944,COMPLETE
91,0.8674194123142414,2026-01-04 12:04:55.218192,2026-01-04 12:04:56.283000,0 days 00:00:01.064808,0.6135823360925059,93,0.26352748735110976,4,69,0.008723782757205551,2031,226,0.1273212110456177,3.501268377756194,0.8763029402388867,0.9624810287891039,0.8699271532586605,,COMPLETE
92,0.8688936830041125,2026-01-04 12:04:56.285220,2026-01-04 12:04:57.402966,0 days 00:00:01.117746,0.6097844833387032,97,0.20820477130070794,4,59,0.003167014468542932,2154,231,0.18162421752806612,2.4649850685379233,1.400008353303288,0.9918729982766836,0.8793881403434428,0.8712875369590971,COMPLETE
93,0.8684220030626693,2026-01-04 12:04:57.404968,2026-01-04 12:04:58.664735,0 days 00:00:01.259767,0.601449031593112,97,0.1645994543020247,4,54,0.0013852901519484915,2361,218,0.17352938284040886,2.4718923444017133,1.2327167578321752,0.6849414538855578,0.8708715966329902,,COMPLETE
94,0.8687475320472691,2026-01-04 12:04:58.666828,2026-01-04 12:05:00.077671,0 days 00:00:01.410843,0.6034610773486223,100,0.20646134746656372,4,53,0.0013400158472143362,2374,208,0.16093469855266282,2.5988739415619935,1.2045325771675672,0.6844297861115748,0.8711250132426732,,COMPLETE
95,0.8683064306421013,2026-01-04 12:05:00.079666,2026-01-04 12:05:01.136092,0 days 00:00:01.056426,0.6029536689754459,100,0.19969065914722167,4,54,0.0012577030231655077,2332,192,0.4109594542369655,2.8096503491388147,1.2292458599559606,0.6837539532003529,0.879181073089925,0.8709673050437732,COMPLETE
96,0.8694977896774567,2026-01-04 12:05:01.138483,2026-01-04 12:05:02.294947,0 days 00:00:01.156464,0.6039912129877285,99,0.20391446156741475,4,81,0.001450448624740765,2377,215,0.3919174548497089,2.6312000215361495,1.2161961453539707,0.6744446871022076,0.8720884177172521,,COMPLETE
97,0.8699584541225646,2026-01-04 12:05:02.297965,2026-01-04 12:05:03.291890,0 days 00:00:00.993925,0.6017374999266766,100,0.20099988822596973,4,92,0.001385521028690101,2374,217,0.31970469633712917,2.9111308273072947,0.9804909479839592,0.6828739437142446,0.8782167657058104,0.8699584541225646,PRUNED
98,0.872931133283894,2026-01-04 12:05:03.293886,2026-01-04 12:05:03.808570,0 days 00:00:00.514684,0.6404880731884688,99,0.20025728297762924,9,81,0.0012890069755816405,2520,196,0.4213926660273661,4.412914481246548,1.2148797802046933,0.682862156761975,0.872931133283894,,PRUNED
99,0.8706937234544598,2026-01-04 12:05:03.810778,2026-01-04 12:05:05.618620,0 days 00:00:01.807842,0.6318201344528291,97,0.007560738366754599,4,52,0.002276593718377864,2731,191,0.24671165191680056,1.0950826486324474,0.8745808769040774,0.6701269975235661,0.8706937234544598,,PRUNED
100,0.866556290992093,2026-01-04 12:05:05.620767,2026-01-04 12:05:06.629348,0 days 00:00:01.008581,0.6067531409339305,97,0.22349009680046053,8,65,0.0021013946827081777,2202,211,0.185078699687214,2.6222430633739093,0.7147289458135013,0.6197674103009754,0.866556290992093,,PRUNED
101,0.8774673507911895,2026-01-04 12:05:06.631546,2026-01-04 12:05:07.555200,0 days 00:00:00.923654,0.6252592915639992,99,0.14478024834839887,4,69,0.0016583940295162118,2435,218,0.1422058809951758,4.216039382044319,1.1263394921566439,0.69142117564256,0.8774673507911895,,PRUNED
102,0.8700282791266577,2026-01-04 12:05:07.561670,2026-01-04 12:05:08.612935,0 days 00:00:01.051265,0.6076336610431747,93,0.13453758262616614,4,73,0.0027549425767865055,2271,206,0.2508617006259547,8.359497146179425,1.232340040345162,0.6464283702486687,0.8787043368550819,0.8700282791266577,PRUNED
103,0.8676062543941597,2026-01-04 12:05:08.615206,2026-01-04 12:05:09.912432,0 days 00:00:01.297226,0.6414464728399015,97,0.176020776520125,4,48,0.0010082476838342736,2344,223,0.8378308317256481,0.7920350799145024,1.3310079709252807,0.7125932270688047,0.8791100442064508,0.8707668591268504,COMPLETE
104,0.877591350367424,2026-01-04 12:05:09.914516,2026-01-04 12:05:10.315352,0 days 00:00:00.400836,0.6006110142091835,91,0.2672287161880282,4,55,0.0036008933131744434,2150,213,0.16011741737623061,2.365441900249512,0.9559226396836413,0.637600691318867,0.877591350367424,,PRUNED
105,0.8678564205295143,2026-01-04 12:05:10.317373,2026-01-04 12:05:11.519665,0 days 00:00:01.202292,0.6463640336376754,99,0.15537965688901542,4,41,0.0013154004846567225,1945,234,0.3822800954373078,1.349605451013402,1.2096771987801356,0.6952324389814798,0.8707478980266008,,COMPLETE
106,0.8682132503780181,2026-01-04 12:05:11.521682,2026-01-04 12:05:12.580659,0 days 00:00:01.058977,0.6314544989691563,100,0.2425593774026284,4,33,0.001816283655398401,2235,200,0.06957391755443279,3.0458069908783347,1.3137317087937244,0.735637671303256,0.8797932457551213,0.8712285468694321,COMPLETE
107,0.8677367549190512,2026-01-04 12:05:12.582655,2026-01-04 12:05:13.623234,0 days 00:00:01.040579,0.6342577370028154,100,0.23309349733725565,4,36,0.0017475742225629548,2667,161,0.5359854617362086,2.8831634226964957,1.0851478019477556,0.7239818640955115,0.870604937350117,,COMPLETE
108,0.8678670146680663,2026-01-04 12:05:13.625229,2026-01-04 12:05:14.690041,0 days 00:00:01.064812,0.6246516159549883,98,0.19554655850957145,4,33,0.0024333457387209355,2234,207,0.12403823929195307,1.7005805167931327,0.8025601474386007,0.6603095217169439,0.8701525796727374,,COMPLETE
109,0.8766089847925956,2026-01-04 12:05:14.692036,2026-01-04 12:05:15.151722,0 days 00:00:00.459686,0.6072702875859678,97,0.27794460607060323,4,64,0.0033688099713181634,2493,193,0.07165629593519227,3.844357787797253,1.0024921698535942,0.7028904000713548,0.8766089847925956,,PRUNED
110,0.8670489786287333,2026-01-04 12:05:15.154064,2026-01-04 12:05:15.934778,0 days 00:00:00.780714,0.6480455484024176,92,0.2991018343513786,5,82,0.0013772593825285872,2311,199,0.05614789308269574,4.896935353002566,9.855251665684584,0.7427039539460445,0.8670489786287333,,PRUNED
111,0.8774583216958327,2026-01-04 12:05:15.937293,2026-01-04 12:05:16.486465,0 days 00:00:00.549172,0.6098763440017035,96,0.2069767664268016,4,54,0.0019301098568383784,2386,220,0.17739282223649086,2.297315530582197,1.3278531631865138,0.766755603222089,0.8774583216958327,,PRUNED
112,0.8681270526143445,2026-01-04 12:05:16.488877,2026-01-04 12:05:17.635274,0 days 00:00:01.146397,0.6263767111528258,94,0.13951701132694572,4,62,0.0027423629133179815,2156,229,0.28975666319370336,3.3969990175713733,1.1710988215476918,0.6502423053454373,0.8792840047769934,0.8709636934056304,COMPLETE
113,0.8776738161050169,2026-01-04 12:05:17.637790,2026-01-04 12:05:18.088664,0 days 00:00:00.450874,0.6005513268887329,99,0.24317048953859474,4,70,0.0011915332906362733,2044,214,0.12099444746053495,2.861927625981521,1.5093165505746022,0.6741852797421864,0.8776738161050169,,PRUNED
114,0.8688722539511321,2026-01-04 12:05:18.089668,2026-01-04 12:05:18.930016,0 days 00:00:00.840348,0.6202358040884753,100,0.1710027039296715,4,89,0.0015586300827769698,2186,171,0.21372022750572436,8.894610129790347,1.6402549881360389,0.7132803643042707,0.8688722539511321,,PRUNED
115,0.8768082268301374,2026-01-04 12:05:18.932011,2026-01-04 12:05:19.422358,0 days 00:00:00.490347,0.6346669646037814,94,0.1869673283984085,4,76,0.004224349272819141,2244,37,0.06718253830886986,1.1582079695654395,2.0812782269069903,0.6680147508089695,0.8768082268301374,,PRUNED
116,0.8686228101434061,2026-01-04 12:05:19.424354,2026-01-04 12:05:20.598160,0 days 00:00:01.173806,0.6124072189444877,96,0.15464223066573074,4,48,0.007223185929167533,1907,227,0.4212907001124731,0.5166838857113676,1.2617725879647002,0.6831335426446971,0.8785869586154424,0.8713432163804644,COMPLETE
117,0.8772524583216958,2026-01-04 12:05:20.600155,2026-01-04 12:05:21.362483,0 days 00:00:00.762328,0.6104346222244166,98,0.15748074927072547,4,32,0.007208622401954513,2394,233,0.41911440900404107,1.927322485916016,1.1107231892084102,0.7264334276413621,0.8772524583216958,,PRUNED
118,0.8771916624129594,2026-01-04 12:05:21.364969,2026-01-04 12:05:24.098400,0 days 00:00:02.733431,0.6325285128226275,96,0.011271027787950645,4,47,0.003061834292627247,1891,211,0.7745991700094638,5.509893719391469,1.2945681960858297,0.7009858180628107,0.8771916624129594,,PRUNED
119,0.8675154818888385,2026-01-04 12:05:24.100784,2026-01-04 12:05:25.093312,0 days 00:00:00.992528,0.6580939538316112,91,0.21096044352667775,4,41,0.003789021085357881,2050,217,0.6672429982320116,0.4240336246009555,1.8923540262482612,0.6779880696682544,0.8709992078473674,,COMPLETE
120,0.8760564041567547,2026-01-04 12:05:25.094504,2026-01-04 12:05:25.580045,0 days 00:00:00.485541,0.6267218521223764,97,0.25251374934237325,5,52,0.002007776730850149,2315,221,0.014574779452688133,1.4147576552302605,0.9375132723641467,0.6862144038152391,0.8760564041567547,,PRUNED
121,0.868940393524092,2026-01-04 12:05:25.582448,2026-01-04 12:05:26.781656,0 days 00:00:01.199208,0.6001593642491733,99,0.13565840848809385,4,67,0.005178695644732001,1925,227,0.30751116721486976,0.50209685170086,1.3613378119537087,0.6545511127641338,0.8716926423707756,,COMPLETE
122,0.8678525681154955,2026-01-04 12:05:26.783759,2026-01-04 12:05:28.141834,0 days 00:00:01.358075,0.6102542698569411,99,0.12446589376872721,4,67,0.005164320682879747,2129,228,0.29797601624465386,0.3298290323219323,1.1723867420536533,0.6302984899286018,0.8785345898623725,0.8708803247585019,COMPLETE
123,0.8683336383161098,2026-01-04 12:05:28.144142,2026-01-04 12:05:29.356948,0 days 00:00:01.212806,0.6006171459548758,98,0.17731829628699514,4,72,0.001105273275503556,2438,200,0.4822082419189942,0.22136057848657556,1.2463112675867225,0.6595344477643831,0.8795277903516291,0.8709296838131194,COMPLETE
124,0.8686047519526923,2026-01-04 12:05:29.357946,2026-01-04 12:05:30.523481,0 days 00:00:01.165535,0.6011392342920168,98,0.18635632238164151,4,72,0.0015180976773425967,2558,197,0.46984048444111354,0.6262997480319377,1.2316599817983973,0.655733402642354,0.8791094422667605,0.871048566901985,COMPLETE
125,0.8782077366104535,2026-01-04 12:05:30.525546,2026-01-04 12:05:31.061266,0 days 00:00:00.535720,0.6015746761441249,98,0.17278331231558142,4,86,0.0011726647697862806,2594,184,0.48591525903937843,0.5752962844520879,1.051041229518404,0.6014388805051519,0.8782077366104535,,PRUNED
126,0.8675101848195625,2026-01-04 12:05:31.064515,2026-01-04 12:05:32.118872,0 days 00:00:01.054357,0.6152752410147946,96,0.1527802004048009,4,72,0.0011160393774368668,2530,73,0.9742282849394,0.19633021259786246,1.2432632234484737,0.6549083975545178,0.869907891188566,,COMPLETE
127,0.8686904681646137,2026-01-04 12:05:32.120101,2026-01-04 12:05:33.226242,0 days 00:00:01.106141,0.6008598081022046,97,0.18607302674601395,4,56,0.001515486557819218,2434,188,0.35279269616359943,0.5284274990964031,1.3919247745526435,0.6628397362392017,0.8795326058691528,0.8713558571139641,COMPLETE
128,0.8681682252891717,2026-01-04 12:05:33.228501,2026-01-04 12:05:34.327399,0 days 00:00:01.098898,0.600161332928947,97,0.18697386811553965,4,79,0.0015720355091209297,1778,208,1.1773947843711723,0.3760363525746978,0.8952548236250588,0.6401940642732646,0.870498694994751,,COMPLETE
129,0.8770935462434148,2026-01-04 12:05:34.328444,2026-01-04 12:05:34.815333,0 days 00:00:00.486889,0.6228329144516629,98,0.21438120429315416,4,100,0.002466697939103899,2654,188,0.3534155029807357,0.46934126838359685,5.696538826138833,0.6674550474640115,0.8770935462434148,,PRUNED
130,0.8681646136510291,2026-01-04 12:05:34.817409,2026-01-04 12:05:36.080435,0 days 00:00:01.263026,0.6116620087829232,99,0.1859125449625876,4,56,0.0014307273455356642,2438,196,0.584179186828848,0.8922595012484711,0.997773473629168,0.6170425344821937,0.8798456145081912,0.871015761188855,COMPLETE
131,0.8707220146199112,2026-01-04 12:05:36.082430,2026-01-04 12:05:36.970676,0 days 00:00:00.888246,0.6092016555670537,94,0.15128121078181875,4,49,0.0020500739292018443,2407,202,0.22959345205325046,0.5174288036691046,1.3930247016629835,0.656433162828815,0.8785075025763018,0.8707220146199112,PRUNED
132,0.8686976914408993,2026-01-04 12:05:36.972672,2026-01-04 12:05:38.145418,0 days 00:00:01.172746,0.600190429522269,96,0.21229673059701926,4,63,0.0010430128171631612,2470,233,0.4284562440198819,0.6260425493344542,1.49274353045407,0.6474116388597884,0.8801766813379435,0.8715755651009816,COMPLETE
133,0.8698642505610079,2026-01-04 12:05:38.147438,2026-01-04 12:05:41.545902,0 days 00:00:03.398464,0.6194294521950137,96,0.019129430248464273,4,65,0.0010162747143519371,2626,233,0.4486471644437043,0.6623283589246677,1.4977201498702049,0.6451063797525396,0.8698642505610079,,PRUNED
134,0.8696553774884186,2026-01-04 12:05:41.547261,2026-01-04 12:05:42.478512,0 days 00:00:00.931251,0.6007397422803104,100,0.2248790550898131,4,68,0.0012228863791143765,2472,172,0.2586168457663397,0.31741641562829775,1.2595999650489242,0.6644519418403386,0.8696553774884186,,PRUNED
135,0.8683117277113771,2026-01-04 12:05:42.480508,2026-01-04 12:05:43.486621,0 days 00:00:01.006113,0.6124136381526518,93,0.2004058657950305,4,77,0.001716703961955784,2551,215,0.32204556344613083,0.6793367404793629,1.1375662135910791,0.6322963476061914,0.8709778389883561,,COMPLETE
136,0.8621052479509973,2026-01-04 12:05:43.489262,2026-01-04 12:05:43.999807,0 days 00:00:00.510545,0.6137507936730144,93,0.0011059964500910264,4,76,0.0015920202565809557,2558,214,0.30719896663838214,0.23630926574194,1.1004669522421158,0.6285958847448256,0.8621052479509973,,PRUNED
137,0.8777875827065135,2026-01-04 12:05:44.001168,2026-01-04 12:05:44.559547,0 days 00:00:00.558379,0.6219299622709786,92,0.1653893130024741,4,84,0.003016631823725914,2750,228,0.19133690064147527,0.6820870098234515,1.174748661539368,0.6352105736774447,0.8777875827065135,,PRUNED
138,0.8685402240178751,2026-01-04 12:05:44.562112,2026-01-04 12:05:45.557807,0 days 00:00:00.995695,0.60953924822844,97,0.2592035594797069,4,58,0.001000221302372532,2858,208,0.5716469286477974,1.0139984383514362,1.4200438729209044,0.6146680436095041,0.8795909940191271,0.8715376429004824,COMPLETE
139,0.8683591003650163,2026-01-04 12:05:45.560800,2026-01-04 12:05:46.432365,0 days 00:00:00.871565,0.638234855835197,97,0.2667737599920909,5,62,0.0013920453838336588,1829,237,0.6160254657223998,1.0774422606425822,1.3686674993453845,0.6511104297565917,0.8683591003650163,,PRUNED
140,0.8677719081969739,2026-01-04 12:05:46.434360,2026-01-04 12:05:47.486943,0 days 00:00:01.052583,0.600001778461742,96,0.2307002537008109,4,59,0.0023186853136911412,2868,207,0.16410876268198374,0.4314718824119948,1.509684615054704,0.6141122705234701,0.8799407209792836,0.8710121495507122,COMPLETE
141,0.8709170430796198,2026-01-04 12:05:47.489085,2026-01-04 12:05:48.470157,0 days 00:00:00.981072,0.6108834660625184,94,0.20357790202003404,4,66,0.001005259430419788,2824,220,0.3415429342838946,0.6435690292292181,1.4294055128930243,0.6076969221743663,0.8804812628213156,0.8709170430796198,PRUNED
142,0.8779446889657231,2026-01-04 12:05:48.472552,2026-01-04 12:05:49.030029,0 days 00:00:00.557477,0.6178735347842382,98,0.17772416686370449,4,57,0.0017987062931580592,2482,211,0.5227612557049648,0.8526125170175334,1.1327738482757526,0.6255062174543524,0.8779446889657231,,PRUNED
143,0.8622689755468019,2026-01-04 12:05:49.034951,2026-01-04 12:05:49.561761,0 days 00:00:00.526810,0.6269301063023891,95,0.00152869348723352,4,72,0.0015522667420033308,1908,224,0.7240477454420713,0.5309376861819304,1.0274675802004247,0.6422086539787576,0.8622689755468019,,PRUNED
144,0.8679871016363129,2026-01-04 12:05:49.564249,2026-01-04 12:05:50.350903,0 days 00:00:00.786654,0.6072583892801625,97,0.2549654025118615,4,78,0.0012060466635827748,1990,216,0.3725715632184647,0.9736267073749792,1.2887265697538572,0.6752382286052611,0.8679871016363129,,PRUNED
145,0.8781674066511928,2026-01-04 12:05:50.353154,2026-01-04 12:05:50.887700,0 days 00:00:00.534546,0.6153176128319614,98,0.21699702509512117,4,71,0.002242599586263794,2694,229,0.2638639858428508,1.6813081530159435,1.1772847605449115,0.6596551765942742,0.8781674066511928,,PRUNED
146,0.8685556336739509,2026-01-04 12:05:50.890216,2026-01-04 12:05:52.142202,0 days 00:00:01.251986,0.6403216049568495,95,0.13669203978829753,4,62,0.0018217457936023234,2446,202,0.5076738001893668,1.3379597706543818,0.8443326271304172,0.692676611270967,0.8712893427781684,,COMPLETE
147,0.8763435293891035,2026-01-04 12:05:52.144197,2026-01-04 12:05:52.705744,0 days 00:00:00.561547,0.6237642506163324,96,0.14213964632976955,4,63,0.004157597749364603,2367,204,1.0960152374086678,1.2106886905329945,0.8341232336218656,0.7049181539302187,0.8763435293891035,,PRUNED
148,0.869254184684728,2026-01-04 12:05:52.707739,2026-01-04 12:05:53.508907,0 days 00:00:00.801168,0.6406763539314662,99,0.2997516549352093,4,51,0.0027768202091924175,2450,196,0.4764453839045705,2.1834606759314186,1.3530025934987195,0.6934289565055369,0.869254184684728,,PRUNED
149,0.8687066001483179,2026-01-04 12:05:53.510176,2026-01-04 12:05:54.741158,0 days 00:00:01.230982,0.6070730793196574,95,0.1310506829195836,4,47,0.0020200545909611735,2084,189,0.13812693561046768,0.2549073781846345,0.7769089151642448,0.6723797985332481,0.8786754437499399,0.8711617315637912,COMPLETE
