number,value,datetime_start,datetime_complete,duration,params_base_max_depth,params_base_max_features,params_base_min_samples_leaf,params_base_min_samples_split,params_learning_rate,params_minibatch_frac,params_n_estimators,state
25,0.8646931070682167,2025-12-31 15:49:07.691179,2025-12-31 15:49:43.528900,0 days 00:00:35.837721,7,0.7121521143722207,26,40,0.0022975193293794938,0.6220705570104307,552,COMPLETE
26,0.8724634261444077,2025-12-31 15:49:43.529910,2025-12-31 15:49:58.117889,0 days 00:00:14.587979,7,0.7989126710625518,41,25,0.005067413013908044,0.5047341765613749,1380,PRUNED
27,0.8729522011730602,2025-12-31 15:49:58.118924,2025-12-31 15:50:13.889247,0 days 00:00:15.770323,8,0.528768245131632,15,47,0.0015915699225728516,0.6704102863115032,1260,PRUNED
28,0.8659456231761228,2025-12-31 15:50:13.890641,2025-12-31 15:51:03.216818,0 days 00:00:49.326177,6,0.6593712767808447,24,34,0.0026038171173692064,0.7534049719881887,764,COMPLETE
29,0.8651741772688311,2025-12-31 15:51:03.217852,2025-12-31 15:51:54.335228,0 days 00:00:51.117376,5,0.8484133092308525,16,34,0.006041347078268495,0.7833856352744657,731,COMPLETE
30,0.8665210775202011,2025-12-31 15:51:54.336231,2025-12-31 15:52:31.518981,0 days 00:00:37.182750,6,0.6166708698745123,10,30,0.002705350426417213,0.7495500828576053,580,COMPLETE
31,0.8665114464851538,2025-12-31 15:52:31.520118,2025-12-31 15:53:05.913487,0 days 00:00:34.393369,6,0.6187440808553613,10,22,0.002937844804229353,0.752560454697199,522,COMPLETE
32,0.8667758183972032,2025-12-31 15:53:05.914974,2025-12-31 15:53:42.971631,0 days 00:00:37.056657,6,0.5963128033795558,11,29,0.002760398997327455,0.7423380371564874,578,COMPLETE
33,0.8657111074727201,2025-12-31 15:53:42.972851,2025-12-31 15:54:15.126025,0 days 00:00:32.153174,5,0.6259672996278787,11,24,0.0038231568014545974,0.7369510938277767,553,COMPLETE
34,0.8758222496171663,2025-12-31 15:54:15.127060,2025-12-31 15:54:20.929603,0 days 00:00:05.802543,7,0.5990451787982545,8,20,0.008313851294361234,0.7247405201071815,424,PRUNED
35,0.8694079802756403,2025-12-31 15:54:20.929603,2025-12-31 15:54:28.478324,0 days 00:00:07.548721,6,0.5248405741604737,12,30,0.017215309915722714,0.7754774925435346,636,PRUNED
36,0.8751938245803276,2025-12-31 15:54:28.478324,2025-12-31 15:54:36.422326,0 days 00:00:07.944002,6,0.7459458496644189,17,22,0.0042088413091885025,0.9346036747700674,462,PRUNED
37,0.8658095848060792,2025-12-31 15:54:36.423289,2025-12-31 15:54:39.217662,0 days 00:00:02.794373,4,0.4711927377856431,6,11,0.0013130015950089098,0.6772358337922435,316,PRUNED
38,0.8698558234053414,2025-12-31 15:54:39.218660,2025-12-31 15:54:45.673207,0 days 00:00:06.454547,5,0.5450656901980946,14,29,0.03356461583371717,0.7157903651172566,625,PRUNED
39,0.8757139004728838,2025-12-31 15:54:45.674210,2025-12-31 15:54:52.638709,0 days 00:00:06.964499,7,0.6005011956878292,18,18,0.0027879266752260964,0.75610709475024,494,PRUNED
40,0.8761689668788705,2025-12-31 15:54:52.639712,2025-12-31 15:55:00.420910,0 days 00:00:07.781198,6,0.6895690927982662,9,13,0.007350096796059684,0.6531119496482777,624,PRUNED
41,0.877134478142366,2025-12-31 15:55:00.422144,2025-12-31 15:55:11.107258,0 days 00:00:10.685114,6,0.6397088662362334,23,31,0.0026728867797396346,0.7722842607306292,816,PRUNED
42,0.8662422590555806,2025-12-31 15:55:11.107258,2025-12-31 15:55:51.253225,0 days 00:00:40.145967,6,0.6541391618855554,12,27,0.0028531842662681173,0.8021849435239107,581,COMPLETE
43,0.8724489795918368,2025-12-31 15:55:51.254224,2025-12-31 15:55:56.283036,0 days 00:00:05.028812,6,0.5708533767668635,13,28,0.0016482079557684098,0.8037988442729661,382,PRUNED
44,0.8727595804721133,2025-12-31 15:55:56.284039,2025-12-31 15:56:05.311200,0 days 00:00:09.027161,7,0.729858658652766,5,22,0.0011860225934805474,0.8509179977445541,518,PRUNED
45,0.8686182354017588,2025-12-31 15:56:05.312302,2025-12-31 15:56:15.118754,0 days 00:00:09.806452,6,0.7725444923513778,20,27,0.011262830012414564,0.9316842832356262,586,PRUNED
46,0.8746424478238677,2025-12-31 15:56:15.118754,2025-12-31 15:56:18.997745,0 days 00:00:03.878991,5,0.6001105341655509,12,37,0.0031500225643682576,0.8064808861901581,309,PRUNED
47,0.8716375648890986,2025-12-31 15:56:18.997745,2025-12-31 15:56:28.285030,0 days 00:00:09.287285,7,0.560371856058989,7,23,0.006198625185374981,0.8398772473550833,664,PRUNED
48,0.866312084059674,2025-12-31 15:56:28.286028,2025-12-31 15:56:53.210982,0 days 00:00:24.924954,5,0.6991883797765968,3,19,0.004002261395958318,0.6176187247096262,447,COMPLETE
49,0.8763591798210556,2025-12-31 15:56:53.212091,2025-12-31 15:56:58.409924,0 days 00:00:05.197833,4,0.69925773299963,3,19,0.003909962821749642,0.7406999175084544,452,PRUNED
50,0.8635224547582128,2025-12-31 15:56:58.411218,2025-12-31 15:57:22.107176,0 days 00:00:23.695958,5,0.4940032309388864,3,8,0.004832100623476508,0.8785157161070931,396,COMPLETE
51,0.8776858548988259,2025-12-31 15:57:22.108551,2025-12-31 15:57:27.114244,0 days 00:00:05.005693,5,0.6551076695653242,10,15,0.002503359377490032,0.6169555825710061,496,PRUNED
52,0.8663785382015006,2025-12-31 15:57:27.115329,2025-12-31 15:58:04.542736,0 days 00:00:37.427407,6,0.6875090512436144,4,21,0.0033061194929446987,0.6621535611635744,583,COMPLETE
53,0.8664218778592137,2025-12-31 15:58:04.542736,2025-12-31 15:58:41.132535,0 days 00:00:36.589799,6,0.6849171592567028,4,26,0.0037130896018987684,0.6539968939766166,579,COMPLETE
54,0.8773800695360732,2025-12-31 15:58:41.133536,2025-12-31 15:58:45.259993,0 days 00:00:04.126457,5,0.6856854890011364,4,20,0.0034745044843474643,0.6532766294715746,356,PRUNED
55,0.8654019512477005,2025-12-31 15:58:45.261212,2025-12-31 15:59:07.209174,0 days 00:00:21.947962,4,0.6102538823130265,1,25,0.004148660362473,0.6387410138552803,457,COMPLETE
56,0.8753286590709904,2025-12-31 15:59:07.210180,2025-12-31 15:59:16.327914,0 days 00:00:09.117734,6,0.8041155088418247,6,17,0.001857381125443445,0.6711751331558807,682,PRUNED
57,0.8746207779950111,2025-12-31 15:59:16.330420,2025-12-31 15:59:24.739022,0 days 00:00:08.408602,7,0.7107019948437774,8,21,0.003229247924812537,0.7004540567609779,583,PRUNED
58,0.8653822076258535,2025-12-31 15:59:24.741104,2025-12-31 15:59:53.815767,0 days 00:00:29.074663,5,0.5828285322287671,1,32,0.007914737283686062,0.725332378061321,522,COMPLETE
59,0.8771055850372239,2025-12-31 15:59:53.817273,2025-12-31 16:00:02.829116,0 days 00:00:09.011843,6,0.7433506192735263,4,24,0.005586117403917713,0.560469118604114,751,PRUNED
60,0.8668740549546857,2025-12-31 16:00:02.830209,2025-12-31 16:00:42.777323,0 days 00:00:39.947114,6,0.6412314714499839,10,14,0.002296591042218632,0.6883062645516449,653,COMPLETE
61,0.8671008658300506,2025-12-31 16:00:42.778540,2025-12-31 16:01:16.325399,0 days 00:00:33.546859,6,0.6303045677047698,10,13,0.002304774816171298,0.6049423141759949,608,COMPLETE
62,0.8779434850863422,2025-12-31 16:01:16.326825,2025-12-31 16:01:24.263084,0 days 00:00:07.936259,6,0.6299086859641614,10,10,0.0022281949083900257,0.6863080429286208,654,PRUNED
63,0.8773632152247401,2025-12-31 16:01:24.264119,2025-12-31 16:01:32.147484,0 days 00:00:07.883365,6,0.6698575167672047,7,7,0.0017944372936139923,0.6657618530007569,602,PRUNED
64,0.8774956419566411,2025-12-31 16:01:32.148488,2025-12-31 16:01:38.990581,0 days 00:00:06.842093,6,0.641988874722318,15,2,0.0023645402438283256,0.7072497029065699,550,PRUNED
65,0.8773487686721692,2025-12-31 16:01:38.991585,2025-12-31 16:01:48.521906,0 days 00:00:09.530321,7,0.5881227047310127,9,14,0.0013778699807944685,0.6010531153269215,808,PRUNED
66,0.8669467692692934,2025-12-31 16:01:48.521906,2025-12-31 16:02:16.671260,0 days 00:00:28.149354,6,0.6151348937292547,6,12,0.0031080878652473753,0.6368095844130129,489,COMPLETE
67,0.8771079927959857,2025-12-31 16:02:16.671260,2025-12-31 16:02:24.755034,0 days 00:00:08.083774,7,0.5537817008947561,14,12,0.0019062505398161288,0.6265670945080548,710,PRUNED
68,0.8767131203590449,2025-12-31 16:02:24.756515,2025-12-31 16:02:31.353588,0 days 00:00:06.597073,6,0.6223628199245808,11,9,0.0023870004381283377,0.7666342543173198,493,PRUNED
69,0.8762508306767729,2025-12-31 16:02:31.354593,2025-12-31 16:02:38.224942,0 days 00:00:06.870349,6,0.6111842019120737,6,5,0.001076465319320492,0.7248475792123759,542,PRUNED
70,0.8709369070894049,2025-12-31 16:02:38.224942,2025-12-31 16:02:44.466326,0 days 00:00:06.241384,10,0.586731766457402,9,16,0.002961888056451479,0.6393514893211413,419,PRUNED
71,0.8659841473163121,2025-12-31 16:02:44.467833,2025-12-31 16:03:22.898263,0 days 00:00:38.430430,6,0.6779236516909071,5,13,0.003478196443328881,0.6529255318038287,603,COMPLETE
72,0.8671413161772497,2025-12-31 16:03:22.899665,2025-12-31 16:04:00.225505,0 days 00:00:37.325840,6,0.6433459620643459,7,29,0.0016780524908005454,0.601498909612229,677,COMPLETE
73,0.867359940672824,2025-12-31 16:04:00.226818,2025-12-31 16:04:40.906728,0 days 00:00:40.679910,6,0.6419780458594767,7,30,0.0016641153622509713,0.568760532069253,773,COMPLETE
74,0.8669453246140364,2025-12-31 16:04:40.907765,2025-12-31 16:05:19.748476,0 days 00:00:38.840711,6,0.6425361842113905,11,35,0.0016162680338142378,0.5654276793782173,750,COMPLETE
75,0.8666144985601602,2025-12-31 16:05:19.749515,2025-12-31 16:06:05.663824,0 days 00:00:45.914309,6,0.6412236603960763,16,35,0.001230188150216016,0.5298782542767331,852,COMPLETE
76,0.8660520461133958,2025-12-31 16:06:05.665327,2025-12-31 16:06:53.883331,0 days 00:00:48.218004,7,0.6413059759257939,16,36,0.0012427254316801693,0.5308311588529283,865,COMPLETE
77,0.8752395719968025,2025-12-31 16:06:53.884755,2025-12-31 16:07:01.981080,0 days 00:00:08.096325,6,0.5390964208631369,12,34,0.001019153601503189,0.5695856571830036,774,PRUNED
78,0.8775052729916886,2025-12-31 16:07:01.982294,2025-12-31 16:07:13.744711,0 days 00:00:11.762417,8,0.6440120565650075,7,38,0.0015755752552383785,0.5347116802898219,982,PRUNED
79,0.877016497963036,2025-12-31 16:07:13.744711,2025-12-31 16:07:22.734055,0 days 00:00:08.989344,6,0.5743119679019686,18,35,0.0014153676039057011,0.5175017639888284,938,PRUNED
80,0.8780133100904355,2025-12-31 16:07:22.735093,2025-12-31 16:07:31.735211,0 days 00:00:09.000118,5,0.6585712676099721,13,32,0.001688284503627829,0.601692759514175,846,PRUNED
81,0.8675588215465517,2025-12-31 16:07:31.736406,2025-12-31 16:08:14.705617,0 days 00:00:42.969211,6,0.6076269715240692,8,31,0.0019144610049788248,0.5543119559062264,735,COMPLETE
82,0.8665624909709047,2025-12-31 16:08:14.708901,2025-12-31 16:08:58.999691,0 days 00:00:44.290790,7,0.599845419070419,8,30,0.0021361659685283493,0.5470074038948568,689,COMPLETE
83,0.8667767815007078,2025-12-31 16:08:58.999691,2025-12-31 16:09:42.964876,0 days 00:00:43.965185,6,0.6329153213853392,11,33,0.00147796973917004,0.5750801515614419,730,COMPLETE
84,0.8668494958153152,2025-12-31 16:09:42.966116,2025-12-31 16:10:29.628292,0 days 00:00:46.662176,6,0.6626528196059297,11,28,0.0014814747864023894,0.5825598137949854,734,COMPLETE
85,0.8668249366759447,2025-12-31 16:10:29.630300,2025-12-31 16:11:14.526363,0 days 00:00:44.896063,6,0.6647169646298821,14,33,0.0014912769938242227,0.5823635534482571,733,COMPLETE
86,0.8677119550038043,2025-12-31 16:11:14.527786,2025-12-31 16:12:00.806495,0 days 00:00:46.278709,6,0.6661462689862891,9,28,0.0020691134302188567,0.5586927598176588,784,COMPLETE
87,0.8777460488678718,2025-12-31 16:12:00.807529,2025-12-31 16:12:11.601664,0 days 00:00:10.794135,7,0.7131647917402285,9,28,0.0019805977226615987,0.557798546488935,780,PRUNED
88,0.8755501728770789,2025-12-31 16:12:11.603685,2025-12-31 16:12:21.583184,0 days 00:00:09.979499,9,0.6131308741676988,6,30,0.0017278143821669663,0.5891812802360465,655,PRUNED
89,0.8576484864828422,2025-12-31 16:12:21.583741,2025-12-31 16:12:46.560219,0 days 00:00:24.976478,6,0.9805902423931161,8,31,0.08812168538955895,0.544477892099427,795,PRUNED
90,0.8780012712966264,2025-12-31 16:12:46.562676,2025-12-31 16:12:55.540181,0 days 00:00:08.977505,5,0.6720411156587561,13,28,0.002153010934281829,0.6041614683858063,698,PRUNED
91,0.8667108089106336,2025-12-31 16:12:55.541312,2025-12-31 16:13:40.843889,0 days 00:00:45.302577,6,0.6598451702462192,14,27,0.0015421749572963252,0.57126484700676,738,COMPLETE
92,0.8669024665080757,2025-12-31 16:13:40.844900,2025-12-31 16:14:29.547358,0 days 00:00:48.702458,6,0.6512215954089949,7,33,0.0011415838181512957,0.5854183090888666,752,COMPLETE
93,0.8669665128911405,2025-12-31 16:14:29.549364,2025-12-31 16:15:20.169656,0 days 00:00:50.620292,6,0.6254571159442917,7,31,0.0011585889720002155,0.5620143979076999,835,COMPLETE
94,0.8777340100740626,2025-12-31 16:15:20.171182,2025-12-31 16:15:29.842084,0 days 00:00:09.670902,6,0.6268847395302872,5,31,0.001135850724675487,0.6095790150736563,817,PRUNED
95,0.8673137117045968,2025-12-31 16:15:29.843503,2025-12-31 16:16:15.991674,0 days 00:00:46.148171,6,0.6487324735227358,7,33,0.0012948508222952533,0.5627690957421423,828,COMPLETE
96,0.8676219048261118,2025-12-31 16:16:15.993678,2025-12-31 16:17:00.098508,0 days 00:00:44.104830,6,0.614653158142591,2,39,0.0012438060222497028,0.5106721537648823,876,COMPLETE
97,0.8771104005547478,2025-12-31 16:17:00.101133,2025-12-31 16:17:09.076003,0 days 00:00:08.974870,5,0.6060846328550931,3,41,0.0012499975802799299,0.510745217502095,934,PRUNED
98,0.8762002677427743,2025-12-31 16:17:09.077408,2025-12-31 16:17:18.612225,0 days 00:00:09.534817,6,0.5757971698773807,2,38,0.0010106767914827251,0.5645179875962587,885,PRUNED
99,0.8772404195278867,2025-12-31 16:17:18.613231,2025-12-31 16:17:26.896630,0 days 00:00:08.283399,6,0.5563496636101652,48,39,0.0019514915809294632,0.5181687599780217,836,PRUNED
100,0.8665066309676301,2025-12-31 16:17:26.897665,2025-12-31 16:18:29.630658,0 days 00:01:02.732993,7,0.6255498626562659,2,36,0.0017762432418438195,0.5552299210832026,1078,COMPLETE
101,0.8674105036068227,2025-12-31 16:18:29.630658,2025-12-31 16:19:08.308735,0 days 00:00:38.678077,6,0.6536584536668507,7,35,0.0013225265287311791,0.5363682627559583,762,COMPLETE
102,0.8674297656769173,2025-12-31 16:19:08.309778,2025-12-31 16:19:49.701726,0 days 00:00:41.391948,6,0.5898925316752462,5,35,0.0012975136179114329,0.5417859033759032,780,COMPLETE
103,0.8673426048097388,2025-12-31 16:19:49.702729,2025-12-31 16:20:31.098440,0 days 00:00:41.395711,6,0.5920498496001806,5,32,0.001344010781852625,0.5171316850048259,785,COMPLETE
104,0.8673902784332231,2025-12-31 16:20:31.098440,2025-12-31 16:21:17.554502,0 days 00:00:46.456062,6,0.5912117620838474,5,32,0.0013639231363692015,0.518963768805725,876,COMPLETE
105,0.867644537758473,2025-12-31 16:21:17.554502,2025-12-31 16:22:04.734647,0 days 00:00:47.180145,6,0.5959751637108353,5,34,0.0013391130160965944,0.5428026283937859,880,COMPLETE
106,0.8676166077568356,2025-12-31 16:22:04.735681,2025-12-31 16:22:50.553739,0 days 00:00:45.818058,6,0.5905538571098752,2,37,0.0013225236573443926,0.5398046749350163,881,COMPLETE
107,0.8780542419893868,2025-12-31 16:22:50.554977,2025-12-31 16:22:59.086987,0 days 00:00:08.532010,5,0.5884955360466947,1,37,0.0013315131870137496,0.5007008664798143,962,PRUNED
108,0.8775919523071145,2025-12-31 16:22:59.086987,2025-12-31 16:23:07.671648,0 days 00:00:08.584661,6,0.564551593642245,2,34,0.0013196478900667915,0.540586624163101,882,PRUNED
109,0.8775173117854976,2025-12-31 16:23:07.671648,2025-12-31 16:23:15.646727,0 days 00:00:07.975079,7,0.5447846192880914,5,39,0.0010811069253811516,0.5206388058212551,789,PRUNED
110,0.8675453380974855,2025-12-31 16:23:15.647968,2025-12-31 16:24:00.415870,0 days 00:00:44.767902,6,0.5963061094570757,4,37,0.001367256423898241,0.522767048810287,903,COMPLETE
111,0.8673917230884802,2025-12-31 16:24:00.417325,2025-12-31 16:24:50.795275,0 days 00:00:50.377950,6,0.5923874045328196,3,37,0.001337769360421597,0.5094075496911143,1026,COMPLETE
112,0.8771152160722714,2025-12-31 16:24:50.797760,2025-12-31 16:25:00.596925,0 days 00:00:09.799165,6,0.5058096332565908,4,43,0.0013977746876267046,0.5112683003334526,1007,PRUNED
113,0.8771320703836042,2025-12-31 16:25:00.597926,2025-12-31 16:25:12.012015,0 days 00:00:11.414089,6,0.5328235865324585,2,40,0.0011624396214219516,0.5255396109286533,1174,PRUNED
114,0.867531854648419,2025-12-31 16:25:12.013050,2025-12-31 16:26:00.287388,0 days 00:00:48.274338,6,0.5937887062171671,5,37,0.0012597873121207666,0.5376395811760272,930,COMPLETE
115,0.8772139341815064,2025-12-31 16:26:00.289623,2025-12-31 16:26:10.631148,0 days 00:00:10.341525,6,0.5777308052739175,3,37,0.001044766265714017,0.5470433319445788,1061,PRUNED
116,0.8773752540185494,2025-12-31 16:26:10.631148,2025-12-31 16:26:18.980826,0 days 00:00:08.349678,6,0.5631445253797746,4,38,0.0015871445949698225,0.5072555234390345,911,PRUNED
117,0.8771417014186514,2025-12-31 16:26:18.982131,2025-12-31 16:26:28.142293,0 days 00:00:09.160162,5,0.5174465811920853,1,40,0.0012302767376756506,0.5352365531276413,1033,PRUNED
118,0.8681569088229912,2025-12-31 16:26:28.143688,2025-12-31 16:27:15.699330,0 days 00:00:47.555642,6,0.6001558332025343,5,36,0.0017676725147443492,0.5418886888159247,933,COMPLETE
119,0.8780951738883378,2025-12-31 16:27:15.700644,2025-12-31 16:27:26.399560,0 days 00:00:10.698916,7,0.5980406163010784,3,36,0.0018571002482491794,0.5352555931777123,979,PRUNED
120,0.877380069536073,2025-12-31 16:27:26.400602,2025-12-31 16:27:35.673610,0 days 00:00:09.273008,6,0.5833018951278782,6,35,0.0014457859484387039,0.550372587904638,937,PRUNED
121,0.8682618871050072,2025-12-31 16:27:35.674612,2025-12-31 16:27:45.712500,0 days 00:00:10.037888,6,0.6075977902322708,4,41,0.02488968801466849,0.5261273843424685,963,PRUNED
122,0.8768335082971367,2025-12-31 16:27:45.713533,2025-12-31 16:27:54.011252,0 days 00:00:08.297719,6,0.5546843566559788,2,36,0.00175069057403378,0.5013073886826686,887,PRUNED
123,0.8679681405360633,2025-12-31 16:27:54.012703,2025-12-31 16:28:38.534409,0 days 00:00:44.521706,6,0.5936043094810418,3,38,0.0015794987764341205,0.5365166997868908,860,COMPLETE
124,0.8768262850208512,2025-12-31 16:28:38.535418,2025-12-31 16:28:47.144109,0 days 00:00:08.608691,6,0.5729999433208574,5,38,0.0012206681561648136,0.5407717173418547,864,PRUNED
125,0.8678747194961043,2025-12-31 16:28:47.146234,2025-12-31 16:29:33.583554,0 days 00:00:46.437320,6,0.593838932710772,3,39,0.0014245694773959482,0.5246379428387117,913,COMPLETE
126,0.8678785719101232,2025-12-31 16:29:33.584601,2025-12-31 16:30:23.830685,0 days 00:00:50.246084,6,0.6132822826096367,3,37,0.0019866350728221078,0.549288286257096,922,COMPLETE
127,0.8674114667103273,2025-12-31 16:30:23.831688,2025-12-31 16:31:11.029036,0 days 00:00:47.197348,6,0.6152645206790004,1,42,0.001538029103580861,0.5526967173810703,910,COMPLETE
128,0.8676175708603404,2025-12-31 16:31:11.030072,2025-12-31 16:31:59.153589,0 days 00:00:48.123517,6,0.6120539935666932,1,43,0.002055924107951872,0.5503613680827918,912,COMPLETE
129,0.8785646868468954,2025-12-31 16:31:59.154847,2025-12-31 16:32:09.154721,0 days 00:00:09.999874,6,0.609248785457815,2,44,0.001974750066902183,0.544489400179194,944,PRUNED
130,0.8670401903092525,2025-12-31 16:32:09.156204,2025-12-31 16:32:51.109032,0 days 00:00:41.952828,5,0.6006444140196467,4,39,0.0024906138249419373,0.528698734901527,916,COMPLETE
131,0.8675294468896573,2025-12-31 16:32:51.110074,2025-12-31 16:33:38.707857,0 days 00:00:47.597783,6,0.6163491420866415,1,42,0.001549317920844217,0.5510914655383601,905,COMPLETE
132,0.8780975816470998,2025-12-31 16:33:38.709354,2025-12-31 16:33:47.545723,0 days 00:00:08.836369,6,0.5827318069171527,1,40,0.002026660763004529,0.5539042864028025,901,PRUNED
133,0.8777532721441574,2025-12-31 16:33:47.546940,2025-12-31 16:33:55.577917,0 days 00:00:08.030977,6,0.5710606972218502,3,46,0.0017700963414771852,0.5275379811204387,857,PRUNED
134,0.8673387523957199,2025-12-31 16:33:55.578943,2025-12-31 16:34:50.001163,0 days 00:00:54.422220,6,0.6188156572426132,2,44,0.0015826643160990355,0.5762939810251868,989,COMPLETE
135,0.8674263948146507,2025-12-31 16:34:50.003169,2025-12-31 16:35:38.460204,0 days 00:00:48.457035,6,0.6030486836886207,1,43,0.002146226452910247,0.5411190679441054,955,COMPLETE
136,0.8681299419248587,2025-12-31 16:35:38.461659,2025-12-31 16:36:26.423404,0 days 00:00:47.961745,6,0.632274738618585,3,42,0.0018954025977146157,0.5576402718529171,909,COMPLETE
137,0.8682329939998652,2025-12-31 16:36:26.423404,2025-12-31 16:37:14.738810,0 days 00:00:48.315406,6,0.6296122913657486,3,42,0.0019391638801433634,0.5585780611073167,919,COMPLETE
138,0.8680085908832622,2025-12-31 16:37:14.739829,2025-12-31 16:38:02.840422,0 days 00:00:48.100593,6,0.6312132404428821,3,41,0.0024416661744533497,0.5579589245359927,919,COMPLETE
139,0.8679979967447101,2025-12-31 16:38:02.841456,2025-12-31 16:38:47.103141,0 days 00:00:44.261685,6,0.6346818786932104,3,48,0.002646043183606821,0.5578894707474853,868,COMPLETE
140,0.8785478325355627,2025-12-31 16:38:47.103141,2025-12-31 16:38:58.165913,0 days 00:00:11.062772,7,0.6311267444371207,3,47,0.0025862966269961226,0.5917026069672552,859,PRUNED
