number,value,datetime_start,datetime_complete,duration,params_auto_class_weights,params_bagging_temperature,params_depth,params_early_stopping_rounds,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,system_attrs_completed_rung_0,system_attrs_completed_rung_1,state
10,0.8755321146863653,2026-01-04 15:35:28.704374,2026-01-04 15:36:44.358016,0 days 00:01:15.653642,None,0.126874256485069,4,50,2978,0.030116046314630534,0.012209764737290275,1.5191479757350101,0.8816008706455682,0.8755321146863653,PRUNED
11,0.8787633269447467,2026-01-04 15:36:44.359026,2026-01-04 15:36:49.255128,0 days 00:00:04.896102,None,2.637272159236439,5,52,2507,0.2335175214783502,0.25841243228193256,3.1975568718868,0.8787633269447467,,PRUNED
12,0.8692237867303599,2026-01-04 15:36:49.256132,2026-01-04 15:36:57.110025,0 days 00:00:07.853893,None,1.8260890913435799,8,57,2185,0.09737424383540884,0.26952263711968877,3.150363208733766,0.8692237867303599,,PRUNED
13,0.8753750084271557,2026-01-04 15:36:57.111444,2026-01-04 15:37:18.735270,0 days 00:00:21.623826,None,0.059121106273390844,6,61,1152,1.5045413490980812,0.09538965493860901,3.230630580954469,0.8821775288690274,0.8753750084271557,PRUNED
14,0.844165037416571,2026-01-04 15:37:18.736315,2026-01-04 15:37:24.856800,0 days 00:00:06.120485,None,4.791663224496685,5,61,2260,0.41959920824194846,0.0010799111722047323,4.069846658942091,0.844165037416571,,PRUNED
15,0.8728980266009189,2026-01-04 15:37:24.858272,2026-01-04 15:37:55.191830,0 days 00:00:30.333558,None,1.9643280683212796,7,64,1235,0.010920959389953026,0.0069202824103381825,1.4713818534480652,0.8728980266009189,,PRUNED
16,0.8805125636852192,2026-01-04 15:37:55.192960,2026-01-04 15:38:14.277530,0 days 00:00:19.084570,None,1.23517010618974,5,56,1762,0.11249226665919394,0.03621938275194743,2.7032309855477923,0.8805125636852192,,PRUNED
17,0.8724090107963901,2026-01-04 15:38:14.278776,2026-01-04 15:38:47.548134,0 days 00:00:33.269358,None,3.003052116132668,4,94,619,3.370805647301129,0.0676522157897904,3.9024713324286617,0.8745762344579171,,COMPLETE
18,0.8803608748832237,2026-01-04 15:38:47.550385,2026-01-04 15:38:56.947860,0 days 00:00:09.397475,None,0.4867019769620689,7,66,2884,1.6992112944032092,0.14579229472712765,2.6498713071210265,0.8803608748832237,,PRUNED
19,0.8655242653928017,2026-01-04 15:38:56.949023,2026-01-04 15:40:36.351576,0 days 00:01:39.402553,None,1.3736896426674936,8,55,926,6.810987763157747,0.007893279219032908,4.3709765216398395,0.8655242653928017,,PRUNED
20,0.8730634396278567,2026-01-04 15:40:36.352577,2026-01-04 15:41:27.474088,0 days 00:00:51.121511,None,3.24142399968511,5,86,1810,0.04853412711348069,0.024146672328522894,1.3878685874514058,0.8752449894540166,,COMPLETE
21,0.8738411457079291,2026-01-04 15:41:27.476092,2026-01-04 15:42:24.936944,0 days 00:00:57.460852,None,3.292553904074938,5,89,1823,0.035710324539175456,0.024899092102835016,1.6682327865409363,0.8822678198225964,0.8759546763490672,COMPLETE
22,0.8737347227706561,2026-01-04 15:42:24.939385,2026-01-04 15:43:28.029798,0 days 00:01:03.090413,None,3.36035817769804,5,88,1912,0.03988241329471186,0.021755989035558813,1.3310642025428399,0.8828998564975779,0.87594504531402,COMPLETE
23,0.8736167425913262,2026-01-04 15:43:28.031169,2026-01-04 15:44:30.504746,0 days 00:01:02.473577,None,3.314622934159832,5,88,1485,0.031293567378589605,0.02273437718494749,1.283716140927264,0.8828216043378183,0.8759745403588524,COMPLETE
24,0.8810561152257033,2026-01-04 15:44:30.506127,2026-01-04 15:44:39.977205,0 days 00:00:09.471078,None,3.385196813894238,5,91,2376,0.01078461425017995,0.05019789591900052,0.9713990840130133,0.8810561152257033,,PRUNED
25,0.8751203879380918,2026-01-04 15:44:39.978214,2026-01-04 15:46:44.518900,0 days 00:02:04.540686,None,4.633842820205984,6,87,1411,0.02880672408665107,0.009461504870823189,1.9932745536157805,0.8819572189423197,0.8751203879380918,PRUNED
26,0.8809098438809218,2026-01-04 15:46:44.520993,2026-01-04 15:48:09.692772,0 days 00:01:25.171779,None,3.5543036794351295,5,92,1492,0.05574718838181983,0.0049040638770370725,1.0545795805479405,0.8809098438809218,,PRUNED
27,0.873685965655729,2026-01-04 15:48:09.694185,2026-01-04 15:48:59.971211,0 days 00:00:50.277026,None,4.332402621829308,7,81,2022,0.021909118069778855,0.020109061036974695,1.8265327245278962,0.8814672400342864,0.873685965655729,PRUNED
28,0.875317824156562,2026-01-04 15:48:59.973435,2026-01-04 15:49:26.931818,0 days 00:00:26.958383,None,2.883607207693079,4,99,2702,0.09845448974087702,0.04990438385454619,0.6959685950372776,0.8818500736774182,0.875317824156562,PRUNED
29,0.8738129749304158,2026-01-04 15:49:26.933186,2026-01-04 15:49:57.675598,0 days 00:00:30.742412,Balanced,2.286814206008971,9,96,1631,0.01982402949516973,0.012391682619561995,1.25237951864487,0.8738129749304158,,PRUNED
30,0.8637289802660092,2026-01-04 15:49:57.678623,2026-01-04 15:52:17.394096,0 days 00:02:19.715473,None,3.1311660006243196,6,89,1316,0.2521899706252754,0.0018665696377858036,1.7358182593132545,0.8637289802660092,,PRUNED
31,0.8731472296327686,2026-01-04 15:52:17.396250,2026-01-04 15:53:20.674889,0 days 00:01:03.278639,None,3.2983399260258244,5,86,1822,0.06672948320220233,0.023775030450589606,1.3466236124984752,0.875274484498849,,COMPLETE
32,0.8735511311650662,2026-01-04 15:53:20.676884,2026-01-04 15:54:00.776241,0 days 00:00:40.099357,None,3.6909184962065877,5,83,1578,0.057163426060265664,0.024287211334661978,0.06966253252066412,0.8735511311650662,,PRUNED
33,0.874338468280186,2026-01-04 15:54:00.778512,2026-01-04 15:54:57.396043,0 days 00:00:56.617531,None,4.209239365410834,6,77,2085,0.016433689034018303,0.015701603864750314,0.7549984030474792,0.874338468280186,,PRUNED
34,0.8735488437942426,2026-01-04 15:54:57.397379,2026-01-04 15:55:42.154070,0 days 00:00:44.756691,None,2.35765039807284,5,89,1878,0.14032791787629098,0.046051159910226395,2.2494473727083246,0.8760594138552071,,COMPLETE
35,0.8729979485895349,2026-01-04 15:55:42.155071,2026-01-04 15:56:27.101448,0 days 00:00:44.946377,None,2.2465045169395568,4,97,1637,0.16879200067685027,0.04824024955502579,2.352721768253715,0.8753816297637508,,COMPLETE
36,0.8766228294054762,2026-01-04 15:56:27.102451,2026-01-04 15:56:42.105163,0 days 00:00:15.002712,Balanced,2.8007776349030458,6,89,1901,0.03498614616367791,0.06624448776639838,1.8645261577110275,0.8766228294054762,,PRUNED
37,0.8787753657385559,2026-01-04 15:56:42.106166,2026-01-04 15:56:52.548016,0 days 00:00:10.441850,None,2.394805995735788,7,83,2189,0.1339987560872623,0.13783086166701955,1.6406831043808778,0.8787753657385559,,PRUNED
38,0.8753629696333465,2026-01-04 15:56:52.549019,2026-01-04 15:57:26.811437,0 days 00:00:34.262418,None,3.9333886952190578,4,92,1448,0.4451777761994817,0.03521501724658641,0.5069997449299316,0.8820511215340312,0.8753629696333465,PRUNED
39,0.8690528358582698,2026-01-04 15:57:26.814215,2026-01-04 16:00:15.695189,0 days 00:02:48.880974,Balanced,2.009257153138786,5,95,1923,0.03570858584554172,0.005753648119767231,2.2771107203994934,0.8690528358582698,,PRUNED
40,0.8729618322081073,2026-01-04 16:00:15.697196,2026-01-04 16:01:15.790500,0 days 00:01:00.093304,None,3.539162492121679,5,77,1014,0.07428565623734959,0.028643365924219576,2.88039472551544,0.8759366181583534,,COMPLETE
41,0.8814383469291446,2026-01-04 16:01:15.791502,2026-01-04 16:01:47.621238,0 days 00:00:31.829736,None,3.218511960484937,5,88,1710,0.017181715445459707,0.017871690792033223,1.1443111136581807,0.8814383469291446,,PRUNED
42,0.8744233417765408,2026-01-04 16:01:47.622239,2026-01-04 16:03:15.398040,0 days 00:01:27.775801,None,2.57464328897545,6,84,1839,0.06544807809225633,0.011106835519352567,1.3557103373060935,0.8744233417765408,,PRUNED
43,0.8755116487368897,2026-01-04 16:03:15.400618,2026-01-04 16:03:53.937554,0 days 00:00:38.536936,None,2.950848351482029,4,100,1726,0.04486095559432174,0.04156566257536123,2.107804215910595,0.88186572410937,0.8755116487368897,PRUNED
44,0.8811193188932014,2026-01-04 16:03:53.938946,2026-01-04 16:04:16.891162,0 days 00:00:22.952216,None,3.358526684287107,5,81,2006,0.2832396685809783,0.02540178140700096,0.8924661348753413,0.8811193188932014,,PRUNED
45,0.878512920033516,2026-01-04 16:04:16.893673,2026-01-04 16:04:45.095103,0 days 00:00:28.201430,Balanced,3.820137831308089,6,91,1529,0.08424040053093662,0.018176289532538217,1.5950567802163838,0.878512920033516,,PRUNED
46,0.8732006818772813,2026-01-04 16:04:45.097199,2026-01-04 16:05:10.631549,0 days 00:00:25.534350,None,4.341188002285275,4,85,1349,0.143057576564497,0.08695081275469348,2.4272056591422135,0.8752726786797778,,COMPLETE
47,0.8746599040748909,2026-01-04 16:05:10.632547,2026-01-04 16:05:33.132675,0 days 00:00:22.500128,None,4.226044430839057,4,94,785,0.5240354853660509,0.09820643889850371,2.3828068345873956,0.8746599040748909,,PRUNED
48,0.8753419017441806,2026-01-04 16:05:33.135823,2026-01-04 16:05:57.852012,0 days 00:00:24.716189,None,4.95813598297973,4,90,1324,0.8016491718660976,0.06783012609129888,2.899733017067824,0.8817718215176586,0.8753419017441806,PRUNED
49,0.8745804480357504,2026-01-04 16:05:57.854037,2026-01-04 16:06:16.528639,0 days 00:00:18.674602,Balanced,4.479968336708885,4,84,1206,0.17563934656183836,0.1098766323215703,2.0518891714926615,0.8745804480357504,,PRUNED
50,0.8743402740992574,2026-01-04 16:06:16.530635,2026-01-04 16:06:24.951636,0 days 00:00:08.421001,None,1.7216165651623085,5,79,1345,0.0240823021070299,0.19676976379632116,3.419204595056328,0.8743402740992574,,PRUNED
51,0.8739567181284974,2026-01-04 16:06:24.953631,2026-01-04 16:07:15.629441,0 days 00:00:50.675810,None,4.034481807334892,5,86,1684,0.12014856218651257,0.029536765772131067,1.2257764167678518,0.8827734491625815,0.8763898787452689,COMPLETE
52,0.8750782521597595,2026-01-04 16:07:15.631436,2026-01-04 16:08:01.836059,0 days 00:00:46.204623,None,4.142362975031537,5,87,1669,0.13240070778637544,0.03181217772561434,1.846815122125499,0.8750782521597595,,PRUNED
53,0.8736750103533627,2026-01-04 16:08:01.837061,2026-01-04 16:08:40.369003,0 days 00:00:38.531942,None,4.025429552764318,4,93,1972,0.33847057625448324,0.06162736236479602,2.5355858268796396,0.8825519353564928,0.8759968121273993,COMPLETE
54,0.8736225212123546,2026-01-04 16:08:40.370373,2026-01-04 16:09:28.978107,0 days 00:00:48.607734,None,3.5406135677631854,6,92,2155,0.34062137289159977,0.04194666386931022,2.567976722539224,0.882736128901773,0.8762177239937976,COMPLETE
55,0.8807316697325462,2026-01-04 16:09:28.979423,2026-01-04 16:09:45.231499,0 days 00:00:16.252076,None,3.9791985479043497,6,94,2333,0.3441762750424328,0.060902667719289746,2.9482100753085927,0.8807316697325462,,PRUNED
56,0.8739773044659109,2026-01-04 16:09:45.232654,2026-01-04 16:10:20.094218,0 days 00:00:34.861564,None,3.5730121405402486,6,93,2122,0.9003498860625047,0.03761615065180189,0.5241677910862816,0.8739773044659109,,PRUNED
57,0.8730119135903536,2026-01-04 16:10:20.096213,2026-01-04 16:11:20.029876,0 days 00:00:59.933663,None,3.7106747901261263,6,98,2507,0.014572632371860414,0.029889959162240333,2.6802402003501564,0.8751270092746867,,COMPLETE
58,0.8810940374262022,2026-01-04 16:11:20.031883,2026-01-04 16:12:02.524721,0 days 00:00:42.492838,None,3.0536389030207354,5,96,2234,1.7442296378166229,0.014068173924784572,1.114576180737584,0.8810940374262022,,PRUNED
59,0.8734439859001646,2026-01-04 16:12:02.526132,2026-01-04 16:13:10.003390,0 days 00:01:07.477258,None,3.430665780611153,8,91,1963,1.1631902076284961,0.020717064161265897,1.6071648834422896,0.8734439859001646,,PRUNED
60,0.8749355924531208,2026-01-04 16:13:10.004708,2026-01-04 16:13:41.081870,0 days 00:00:31.077162,None,3.8677165836186433,4,82,2406,0.043198850644293345,0.05816318777733788,3.4953040019136425,0.8827144590729165,0.8749355924531208,PRUNED
61,0.8815238223651896,2026-01-04 16:13:41.084024,2026-01-04 16:13:58.136563,0 days 00:00:17.052539,None,4.064217006348354,5,89,1888,0.23699201294933592,0.047670482528954984,2.5885091048221014,0.8815238223651896,,PRUNED
62,0.8812216486405794,2026-01-04 16:13:58.138637,2026-01-04 16:14:16.172175,0 days 00:00:18.033538,None,3.635470684279058,5,88,2108,0.5882787199827547,0.04168897238032585,2.2076917594266208,0.8812216486405794,,PRUNED
63,0.8796788772139341,2026-01-04 16:14:16.174296,2026-01-04 16:14:26.219700,0 days 00:00:10.045404,None,2.7972717558041817,5,86,1773,0.3134335818664345,0.07607747114272115,1.966771868099845,0.8796788772139341,,PRUNED
64,0.8756031435698395,2026-01-04 16:14:26.221863,2026-01-04 16:15:15.932481,0 days 00:00:49.710618,None,4.49982961186916,5,93,1975,0.10415725750984457,0.02798886702945302,1.2904757916472305,0.8824255280214965,0.8756031435698395,PRUNED
65,0.8730740337664088,2026-01-04 16:15:15.934531,2026-01-04 16:15:55.144460,0 days 00:00:39.209929,None,3.0850478340915144,4,91,2621,0.1929300009821414,0.03984067691512321,2.164286788498738,0.8752714748003967,,COMPLETE
66,0.8735005682310678,2026-01-04 16:15:55.145681,2026-01-04 16:16:42.001232,0 days 00:00:46.855551,None,3.405340756218643,7,88,1588,0.029569607819280704,0.02191519378364468,1.5177253165978617,0.8735005682310678,,PRUNED
67,0.8751914168215659,2026-01-04 16:16:42.004226,2026-01-04 16:17:13.469989,0 days 00:00:31.465763,None,2.481641735278419,5,69,2296,0.40358116338305,0.054660373536976115,3.0596540107658488,0.8822389267174543,0.8751914168215659,PRUNED
68,0.8810555132860128,2026-01-04 16:17:13.471986,2026-01-04 16:18:01.141052,0 days 00:00:47.669066,Balanced,3.7916578486335846,6,90,1840,11.986620642302759,0.014830907597393266,0.9156165616869179,0.8810555132860128,,PRUNED
69,0.8795265864722484,2026-01-04 16:18:01.142258,2026-01-04 16:18:52.345577,0 days 00:00:51.203319,None,2.7948471764048843,7,96,2176,0.013826691664968594,0.00972079847409193,2.7818064599203316,0.8795265864722484,,PRUNED
70,0.8809411447448258,2026-01-04 16:18:52.346578,2026-01-04 16:19:15.234372,0 days 00:00:22.887794,None,2.0971906915147684,9,93,1505,63.75888617237588,0.1190470422281128,1.7280532545122431,0.8809411447448258,,PRUNED
71,0.8736523774210015,2026-01-04 16:19:15.235807,2026-01-04 16:19:48.865644,0 days 00:00:33.629837,None,4.7768530213271,4,85,2051,0.13184256218988002,0.07249631523857021,2.467911889271529,0.8758535504810703,,COMPLETE
72,0.8754364062755824,2026-01-04 16:19:48.867156,2026-01-04 16:20:14.349111,0 days 00:00:25.481955,None,4.763800669436591,4,86,2044,0.0897364940722738,0.07826724540147041,2.5068533375062794,0.8822593926669299,0.8754364062755824,PRUNED
73,0.8739952422686865,2026-01-04 16:20:14.351344,2026-01-04 16:20:47.845451,0 days 00:00:33.494107,None,3.220128971799289,4,84,1684,0.12048840720023095,0.04597788625958181,1.2038471110294346,0.8820053741175564,0.8758872591037359,COMPLETE
74,0.8814949292600476,2026-01-04 16:20:47.846448,2026-01-04 16:21:07.385802,0 days 00:00:19.539354,None,3.257567147947197,4,84,1748,0.042593493277150105,0.03094502655687845,1.1799762449005085,0.8814949292600476,,PRUNED
75,0.8729488303107935,2026-01-04 16:21:07.386805,2026-01-04 16:21:52.821115,0 days 00:00:45.434310,None,3.4967701169707057,4,76,1709,0.05349308232444775,0.035710783974006455,1.4161722567707309,0.8758661912145699,,COMPLETE
76,0.8817477439300403,2026-01-04 16:21:52.823321,2026-01-04 16:22:14.642662,0 days 00:00:21.819341,None,3.171780355438651,4,80,1937,0.025892988660191713,0.02583185757339148,0.7452766353062984,0.8817477439300403,,PRUNED
77,0.8735748475888704,2026-01-04 16:22:14.645861,2026-01-04 16:23:25.619315,0 days 00:01:10.973454,None,4.0757511655644745,4,82,2150,0.20979386769832997,0.01929229593898056,0.9514049220635121,0.8756512987450761,,COMPLETE
78,0.8733215513671254,2026-01-04 16:23:25.620393,2026-01-04 16:24:33.759966,0 days 00:01:08.139573,None,4.436309469464811,5,73,2044,0.11192044928031894,0.01642177284376083,0.6252171813755414,0.8756338424940528,,COMPLETE
79,0.8737473635041558,2026-01-04 16:24:33.761970,2026-01-04 16:24:46.543629,0 days 00:00:12.781659,None,4.814501963131486,4,87,1570,0.07304306659127108,0.18948209009538364,1.0572879775585506,0.8737473635041558,,PRUNED
80,0.8732483555007656,2026-01-04 16:24:46.545058,2026-01-04 16:25:54.438302,0 days 00:01:07.893244,Balanced,4.636194279200243,5,90,1461,0.03475338540086842,0.01292502654232381,0.34442103929272494,0.8732483555007656,,PRUNED
81,0.8737722838073407,2026-01-04 16:25:54.440662,2026-01-04 16:26:54.344163,0 days 00:00:59.903501,None,4.090732573906356,4,82,2148,0.2545157142142507,0.021804751701403363,0.8910134984584099,0.8760533944583024,,COMPLETE
82,0.875145669405091,2026-01-04 16:26:54.346254,2026-01-04 16:27:46.679698,0 days 00:00:52.333444,None,3.9297665205714813,4,85,2245,0.715154321214742,0.02194623074968778,0.8128597597162168,0.875145669405091,,PRUNED
83,0.8817332973774692,2026-01-04 16:27:46.680700,2026-01-04 16:28:02.206521,0 days 00:00:15.525821,None,3.7221077696138067,4,83,512,0.3302785790094466,0.043296973466068735,1.2542300888593563,0.8817332973774692,,PRUNED
84,0.8817116275486128,2026-01-04 16:28:02.207532,2026-01-04 16:28:17.323429,0 days 00:00:15.115897,None,4.29900256311082,4,78,1793,0.4593595522319408,0.053694981396588584,1.515912124862779,0.8817116275486128,,PRUNED
85,0.8806413787789773,2026-01-04 16:28:17.325820,2026-01-04 16:28:38.121188,0 days 00:00:20.795368,None,3.6077784756523172,4,87,1652,0.24751989863460358,0.032176039425304837,3.2684076878556225,0.8806413787789773,,PRUNED
86,0.8744094971636602,2026-01-04 16:28:38.123262,2026-01-04 16:29:38.491988,0 days 00:01:00.368726,None,3.298942651256546,5,85,1858,0.1494683713013099,0.026026498013591564,4.711058035425022,0.8744094971636602,,PRUNED
87,0.8803789330739374,2026-01-04 16:29:38.493985,2026-01-04 16:29:50.061140,0 days 00:00:11.567155,None,2.9732482139696006,4,81,2005,0.06518938242226073,0.06347485244391807,1.744316371475281,0.8803789330739374,,PRUNED
88,0.8737409829434369,2026-01-04 16:29:50.063318,2026-01-04 16:31:07.395530,0 days 00:01:17.332212,None,4.158365161538143,5,92,2078,0.1680253564878548,0.017389467989375667,0.9999601374098024,0.8831201664242856,0.8761978599840125,COMPLETE
89,0.8747736706763877,2026-01-04 16:31:07.397565,2026-01-04 16:32:12.723167,0 days 00:01:05.325602,None,4.203518792005677,5,92,2082,0.11573944811323562,0.018365260524962772,0.5089515615267386,0.8747736706763877,,PRUNED
90,0.8796927218268147,2026-01-04 16:32:12.726699,2026-01-04 16:32:25.982054,0 days 00:00:13.255355,None,3.857399454635745,6,95,2436,0.18426615367102359,0.07180098296466499,0.9863997222425176,0.8796927218268147,,PRUNED
91,0.8733013261935259,2026-01-04 16:32:25.984063,2026-01-04 16:33:32.193646,0 days 00:01:06.209583,None,4.631444805838444,5,89,2217,0.2759707437246397,0.022558131586406942,1.214259432552447,0.8756470851672429,,COMPLETE
92,0.8751252034556154,2026-01-04 16:33:32.195723,2026-01-04 16:35:09.109482,0 days 00:01:36.913759,None,4.000503193734066,5,92,1922,0.020235816524747114,0.01083923880983241,1.363541225545405,0.8822052180947886,0.8751252034556154,PRUNED
93,0.8814118615827644,2026-01-04 16:35:09.112978,2026-01-04 16:35:33.370228,0 days 00:00:24.257250,None,4.366915045686429,4,88,2351,0.08595572149544091,0.03353476965549883,0.20160194899676764,0.8814118615827644,,PRUNED
94,0.8752365622983502,2026-01-04 16:35:33.372263,2026-01-04 16:36:35.546715,0 days 00:01:02.174452,None,4.115917538144531,5,86,1683,0.2099006504037274,0.028089100677057336,3.7680888358250915,0.8752365622983502,,PRUNED
95,0.8814925215012858,2026-01-04 16:36:35.547712,2026-01-04 16:37:10.522123,0 days 00:00:34.974411,None,3.444540300526196,4,90,2158,0.3785379601292263,0.01695576623030293,0.8242219020620025,0.8814925215012858,,PRUNED
96,0.8751691450530188,2026-01-04 16:37:10.523355,2026-01-04 16:38:30.036954,0 days 00:01:19.513599,None,3.7606704334760033,5,98,2297,0.16641226789008493,0.013637685697356695,0.67340467991991,0.8751691450530188,,PRUNED
97,0.8798793231308569,2026-01-04 16:38:30.039447,2026-01-04 16:38:47.079019,0 days 00:00:17.039572,Balanced,3.1556527176433735,6,82,1398,0.1304263694200694,0.038869069796476384,1.128332602659176,0.8798793231308569,,PRUNED
98,0.8751288150937581,2026-01-04 16:38:47.081014,2026-01-04 16:39:12.151228,0 days 00:00:25.070214,None,3.6355134282243338,6,84,1996,0.562293838701587,0.09350082986652807,1.9236620006101346,0.8751288150937581,,PRUNED
99,0.8807942714603538,2026-01-04 16:39:12.152729,2026-01-04 16:39:25.956568,0 days 00:00:13.803839,None,4.941333780619711,5,94,1800,0.05919568445915345,0.051758094345163534,1.444783889999133,0.8807942714603538,,PRUNED
100,0.8746514769192244,2026-01-04 16:39:25.959074,2026-01-04 16:40:07.534440,0 days 00:00:41.575366,None,4.552348946452474,4,87,1545,0.03812681522612084,0.04462160204942365,2.7815418913264134,0.8746514769192244,,PRUNED
101,0.8757849293563579,2026-01-04 16:40:07.535792,2026-01-04 16:41:18.294075,0 days 00:01:10.758283,None,4.033694685572738,4,80,2136,0.2159386674165021,0.017483501808762947,1.0140726841449004,0.881836831004228,0.8757849293563579,PRUNED
102,0.8751986400978513,2026-01-04 16:41:18.295077,2026-01-04 16:42:11.939084,0 days 00:00:53.644007,None,4.230590812956637,4,89,2118,0.2971136698696639,0.020826659292121238,0.8662468654733197,0.8751986400978513,,PRUNED
103,0.8808532615500189,2026-01-04 16:42:11.940530,2026-01-04 16:42:33.300375,0 days 00:00:21.359845,None,2.6830371919325384,4,82,2067,1.089305204170432,0.026052016586036907,0.9617666604391619,0.8808532615500189,,PRUNED
104,0.8727388737467615,2026-01-04 16:42:33.302380,2026-01-04 16:43:48.128081,0 days 00:01:14.825701,None,3.911324385190831,4,83,1891,0.16698419791504215,0.018300878895047914,2.588645266433209,0.8756663472373376,,COMPLETE
105,0.8811722895859617,2026-01-04 16:43:48.129080,2026-01-04 16:44:22.274036,0 days 00:00:34.144956,None,4.136057040292312,5,91,2194,0.09747508057755892,0.015103395875037201,1.2997342329129118,0.8811722895859617,,PRUNED
106,0.8736889753541813,2026-01-04 16:44:22.276041,2026-01-04 16:45:29.794971,0 days 00:01:07.518930,None,3.3407298345466536,4,85,1950,0.49432289585914835,0.019927019418178496,1.0841371747681403,0.8758878610434263,,COMPLETE
107,0.8757385800001927,2026-01-04 16:45:29.796965,2026-01-04 16:46:41.231406,0 days 00:01:11.434441,None,3.5193325289734028,5,85,1976,0.6647267303820357,0.023782302915607387,1.6076148431034765,0.8818633163506082,0.8757385800001927,PRUNED
108,0.8730740337664089,2026-01-04 16:46:41.233401,2026-01-04 16:47:39.490311,0 days 00:00:58.256910,None,3.2813075658042528,4,88,1612,0.5063382494840463,0.0360164164621757,2.356276143622388,0.8753045814833721,,COMPLETE
109,0.8734332713736744,2026-01-04 16:47:39.492307,2026-01-04 16:50:08.634965,0 days 00:02:29.142658,None,2.8967734911023624,5,92,1937,0.4175051454929401,0.0077970293782967945,1.0811570270089639,0.875408115110131,,COMPLETE
110,0.8813408326992902,2026-01-04 16:50:08.636457,2026-01-04 16:50:25.862401,0 days 00:00:17.225944,None,3.0911955619294886,4,90,1858,0.07701037460929648,0.05918096518323131,1.6946757423044958,0.8813408326992902,,PRUNED
111,0.8736071115562789,2026-01-04 16:50:25.864395,2026-01-04 16:51:34.393704,0 days 00:01:08.529309,None,3.4502698883255847,4,86,2035,0.262121211132823,0.0196269375592355,1.1995518879345843,0.8757951623310957,,COMPLETE
112,0.8815515115909507,2026-01-04 16:51:34.395067,2026-01-04 16:52:04.943804,0 days 00:00:30.548737,None,3.4143720276672744,4,87,2027,0.286335246165728,0.01986972922348782,1.20636654176161,0.8815515115909507,,PRUNED
113,0.873491539135711,2026-01-04 16:52:04.944806,2026-01-04 16:53:59.244769,0 days 00:01:54.299963,None,3.3278180247087983,4,85,1727,0.24627332621432266,0.0111116489338846,1.4688571233437278,0.8821028883474107,0.875979355876376,COMPLETE
114,0.8730783677321801,2026-01-04 16:53:59.246782,2026-01-04 16:54:52.760608,0 days 00:00:53.513826,None,3.5476611717182633,4,86,2083,0.33886094861273003,0.028885703895310786,1.3539022062028754,0.8755008138224615,,COMPLETE
115,0.8814226964971925,2026-01-04 16:54:52.762068,2026-01-04 16:55:22.963168,0 days 00:00:30.201100,None,3.819605642366652,5,84,1768,0.11771960052885383,0.01620062172224156,0.6330081571111452,0.8814226964971925,,PRUNED
