number,value,datetime_start,datetime_complete,duration,params_base_max_depth,params_base_max_features,params_base_min_samples_leaf,params_base_min_samples_split,params_learning_rate,params_minibatch_frac,params_n_estimators,state
43,0.8562510232974738,2026-03-01 15:50:04.354119,2026-03-01 15:50:58.669112,0 days 00:00:54.314993,4,0.7302087900087987,7,37,0.004139157818607072,0.6195246620003741,982,COMPLETE
44,0.8558113665475627,2026-03-01 15:50:58.670158,2026-03-01 15:51:45.268389,0 days 00:00:46.598231,5,0.761823872904907,13,48,0.0024974636421563772,0.5637620837056904,886,COMPLETE
45,0.8559399408654448,2026-03-01 15:51:45.270384,2026-03-01 15:52:29.769344,0 days 00:00:44.498960,4,0.7971106854749419,8,42,0.0015567917997957325,0.501223098996922,963,COMPLETE
46,0.8577098843312692,2026-03-01 15:52:29.771338,2026-03-01 15:52:38.023427,0 days 00:00:08.252089,5,0.7428736879704327,16,38,0.012074809759643756,0.5310114635896087,840,PRUNED
47,0.8474407932120465,2026-03-01 15:52:38.025504,2026-03-01 15:52:53.258830,0 days 00:00:15.233326,10,0.6743011565911273,11,43,0.004714943226288212,0.6143749566626704,1087,PRUNED
48,0.8566054453872157,2026-03-01 15:52:53.259865,2026-03-01 15:53:26.193971,0 days 00:00:32.934106,4,0.8706629175018762,9,34,0.0033201060412973308,0.5626589501539725,649,COMPLETE
49,0.8494633105719872,2026-03-01 15:53:26.195147,2026-03-01 15:53:42.299038,0 days 00:00:16.103891,9,0.919941338108494,9,33,0.003186913600427504,0.5422025835807154,1198,PRUNED
50,0.8562153884677987,2026-03-01 15:53:42.300078,2026-03-01 15:54:03.214494,0 days 00:00:20.914416,5,0.9636594550778977,21,30,0.007689031981503397,0.5576892801948958,372,COMPLETE
51,0.8558188305997245,2026-03-01 15:54:03.215597,2026-03-01 15:54:37.844214,0 days 00:00:34.628617,4,0.874562835649941,4,46,0.0023148746693357164,0.5728240630475055,671,COMPLETE
52,0.8564301605493542,2026-03-01 15:54:37.845255,2026-03-01 15:55:11.052471,0 days 00:00:33.207216,4,0.8961266847146934,6,50,0.004656476557323699,0.6236980640079604,597,COMPLETE
53,0.8634379424256725,2026-03-01 15:55:11.053709,2026-03-01 15:55:22.437764,0 days 00:00:11.384055,4,0.7810586175000864,3,35,0.007335473327196958,0.521532592588804,1275,PRUNED
54,0.8568389979871137,2026-03-01 15:55:22.438762,2026-03-01 15:56:04.316057,0 days 00:00:41.877295,4,0.819220433570457,12,31,0.0037463737393825304,0.5995123409454584,818,COMPLETE
55,0.8560054319037667,2026-03-01 15:56:04.317091,2026-03-01 15:56:45.184096,0 days 00:00:40.867005,5,0.8150538598375168,16,31,0.002970668408248261,0.5392921731266107,810,COMPLETE
56,0.856530804865599,2026-03-01 15:56:45.185136,2026-03-01 15:57:35.453433,0 days 00:00:50.268297,4,0.8765813488925359,8,26,0.0037100560285339423,0.601171102978413,941,COMPLETE
57,0.8669917943581398,2026-03-01 15:57:35.455429,2026-03-01 15:57:46.035118,0 days 00:00:10.579689,5,0.7265219406136469,13,38,0.0017056280500962263,0.6819253603768157,874,PRUNED
58,0.8680704702834414,2026-03-01 15:57:46.036396,2026-03-01 15:57:57.289468,0 days 00:00:11.253072,4,0.943639444099907,11,48,0.001256134960605846,0.5589668650001063,1096,PRUNED
59,0.860122458610627,2026-03-01 15:57:57.291541,2026-03-01 15:58:09.252297,0 days 00:00:11.960756,7,0.9745650648376987,9,32,0.0025292435245231437,0.50255527262962,985,PRUNED
60,0.8556076701563116,2026-03-01 15:58:09.253589,2026-03-01 15:58:57.485899,0 days 00:00:48.232310,5,0.8121024642548534,27,40,0.0020936806162432306,0.5466015679353738,922,COMPLETE
61,0.8567903612601245,2026-03-01 15:58:57.486902,2026-03-01 15:59:31.955884,0 days 00:00:34.468982,4,0.7704882226923451,4,28,0.004151266392036253,0.5847952396795153,674,COMPLETE
62,0.8635884273482872,2026-03-01 15:59:31.957281,2026-03-01 15:59:38.881652,0 days 00:00:06.924371,4,0.694850405507807,6,28,0.0010017889134859815,0.5212095768911823,751,PRUNED
63,0.8550413652955282,2026-03-01 15:59:38.882662,2026-03-01 16:00:10.527211,0 days 00:00:31.644549,4,0.4023245234108825,4,24,0.0033673631441349643,0.6298518435034328,647,COMPLETE
64,0.8569593859252054,2026-03-01 16:00:10.528214,2026-03-01 16:00:39.759931,0 days 00:00:29.231717,4,0.7469743027310942,12,25,0.004875208233032025,0.5858543128717821,583,COMPLETE
65,0.8573200681877282,2026-03-01 16:00:39.761216,2026-03-01 16:01:23.044758,0 days 00:00:43.283542,4,0.7448337609965829,12,22,0.004783854681092347,0.5965945335972944,814,COMPLETE
66,0.868222159085437,2026-03-01 16:01:23.045781,2026-03-01 16:01:31.817607,0 days 00:00:08.771826,4,0.6486311153558993,15,19,0.006846616670502715,0.6659655658865906,811,PRUNED
67,0.8653135865011413,2026-03-01 16:01:31.818615,2026-03-01 16:01:38.043654,0 days 00:00:06.225039,5,0.6903950023346656,37,22,0.008704995658082287,0.6045636153592626,557,PRUNED
68,0.8571982355943794,2026-03-01 16:01:38.043911,2026-03-01 16:02:13.403217,0 days 00:00:35.359306,4,0.744802251031952,12,16,0.004963455957261343,0.7236541024619557,589,COMPLETE
69,0.8569434947173773,2026-03-01 16:02:13.404605,2026-03-01 16:02:40.348285,0 days 00:00:26.943680,4,0.7459280290229147,12,16,0.011417170767648572,0.7750768735698741,431,COMPLETE
70,0.8653400718475215,2026-03-01 16:02:40.348285,2026-03-01 16:02:46.226092,0 days 00:00:05.877807,5,0.7468651694044817,18,15,0.010056595947493455,0.7726382995612162,427,PRUNED
71,0.8648464813013454,2026-03-01 16:02:46.228328,2026-03-01 16:02:52.516222,0 days 00:00:06.287894,4,0.7173355242936651,14,9,0.015869829392753342,0.7283527832264233,514,PRUNED
72,0.8571611561094471,2026-03-01 16:02:52.517238,2026-03-01 16:03:30.606766,0 days 00:00:38.089528,4,0.7379407934369859,12,15,0.004734270589924355,0.7576040296144664,580,COMPLETE
73,0.8558612071539329,2026-03-01 16:03:30.608146,2026-03-01 16:03:54.976895,0 days 00:00:24.368749,4,0.44217287388776366,12,16,0.00509748879792774,0.7603478108903295,429,COMPLETE
74,0.8570441390336219,2026-03-01 16:03:54.978328,2026-03-01 16:04:33.547482,0 days 00:00:38.569154,4,0.7402338374194201,20,13,0.0067999686937883315,0.7853797927839145,602,COMPLETE
75,0.8672036771291811,2026-03-01 16:04:33.548614,2026-03-01 16:04:41.084096,0 days 00:00:07.535482,4,0.6435499306914109,22,13,0.011283144955989985,0.7897778960497174,575,PRUNED
76,0.8680632470071558,2026-03-01 16:04:41.085093,2026-03-01 16:04:46.316694,0 days 00:00:05.231601,4,0.7377865938136903,20,14,0.014122101727175769,0.8348411866241607,364,PRUNED
77,0.8677478306093556,2026-03-01 16:04:46.318018,2026-03-01 16:04:53.606073,0 days 00:00:07.288055,4,0.681633177890202,18,11,0.008727257155365771,0.7332522908830538,609,PRUNED
78,0.8668786296963334,2026-03-01 16:04:53.608067,2026-03-01 16:05:00.923370,0 days 00:00:07.315303,5,0.7011412933582299,16,6,0.005373946478021752,0.7863026698284862,518,PRUNED
79,0.8658986718802668,2026-03-01 16:05:00.924373,2026-03-01 16:05:06.488219,0 days 00:00:05.563846,4,0.5844925659096168,10,21,0.019798127004400295,0.7109576318674231,498,PRUNED
80,0.8679910142443008,2026-03-01 16:05:06.489215,2026-03-01 16:05:13.979928,0 days 00:00:07.490713,4,0.7219782155778008,25,18,0.006976427487196437,0.7540024567810389,552,PRUNED
81,0.857165008523466,2026-03-01 16:05:13.980925,2026-03-01 16:05:44.855199,0 days 00:00:30.874274,4,0.7501759729443211,12,17,0.0063116323289181195,0.8314182511364219,460,COMPLETE
82,0.8570788107597924,2026-03-01 16:05:44.856201,2026-03-01 16:06:13.832761,0 days 00:00:28.976560,4,0.7502062031186139,15,19,0.006660010827708407,0.8331271268517693,444,COMPLETE
83,0.8567373905673643,2026-03-01 16:06:13.832761,2026-03-01 16:06:37.679152,0 days 00:00:23.846391,4,0.7484864279768292,14,19,0.006223859845266647,0.8364168830149007,360,COMPLETE
84,0.8565127466748852,2026-03-01 16:06:37.680187,2026-03-01 16:07:10.376242,0 days 00:00:32.696055,4,0.7582917878332059,12,11,0.004620291871334636,0.906624308354243,449,COMPLETE
85,0.8659383998998373,2026-03-01 16:07:10.377288,2026-03-01 16:07:15.804878,0 days 00:00:05.427590,4,0.7071282001661544,17,16,0.010134967532485788,0.7932443871545586,404,PRUNED
86,0.8669484547004267,2026-03-01 16:07:15.806262,2026-03-01 16:07:22.743534,0 days 00:00:06.937272,5,0.734989750131429,10,22,0.006652321252804459,0.8711911623792836,474,PRUNED
87,0.8565346572796179,2026-03-01 16:07:22.744537,2026-03-01 16:07:49.822805,0 days 00:00:27.078268,4,0.7985038008106781,15,17,0.005477486085792288,0.8291465981863069,397,COMPLETE
88,0.8568091417784668,2026-03-01 16:07:49.823945,2026-03-01 16:08:13.052947,0 days 00:00:23.229002,4,0.7527431595790745,13,20,0.007947503132341575,0.8554899509159131,338,COMPLETE
89,0.8675528021496468,2026-03-01 16:08:13.054080,2026-03-01 16:08:21.458216,0 days 00:00:08.404136,4,0.7830648409372091,15,24,0.006131132539503509,0.8218705344871522,619,PRUNED
90,0.8626265277229345,2026-03-01 16:08:21.459545,2026-03-01 16:08:30.431005,0 days 00:00:08.971460,6,0.7193017651964015,11,14,0.0049773192186775275,0.8017746606568779,580,PRUNED
91,0.8568996735079117,2026-03-01 16:08:30.432010,2026-03-01 16:09:03.490249,0 days 00:00:33.058239,4,0.6624886500778671,8,17,0.008129880949756828,0.7766867527958847,534,COMPLETE
92,0.8571327445560574,2026-03-01 16:09:03.492328,2026-03-01 16:09:35.595457,0 days 00:00:32.103129,4,0.6669338971373452,13,17,0.008145954921111588,0.763549335726204,532,COMPLETE
93,0.8562293534686172,2026-03-01 16:09:35.596772,2026-03-01 16:10:03.400984,0 days 00:00:27.804212,4,0.6841426379014044,17,15,0.004448773660593319,0.7441569701847525,451,COMPLETE
94,0.8670158719457579,2026-03-01 16:10:03.402264,2026-03-01 16:10:10.082762,0 days 00:00:06.680498,4,0.7668058265542161,12,12,0.009422262741232021,0.7168671513541527,558,PRUNED
95,0.8684460806502875,2026-03-01 16:10:10.084168,2026-03-01 16:10:15.766860,0 days 00:00:05.682692,4,0.6351075691845252,14,18,0.010820253346834665,0.7554815033164854,486,PRUNED
96,0.8666137762325317,2026-03-01 16:10:15.767863,2026-03-01 16:10:22.793490,0 days 00:00:07.025627,5,0.6678718872418247,10,23,0.006597163952434997,0.7659950560167402,519,PRUNED
97,0.8675070547331722,2026-03-01 16:10:22.794526,2026-03-01 16:10:27.128495,0 days 00:00:04.333969,4,0.7318173279450562,19,20,0.005666065977000778,0.7802669866670787,323,PRUNED
98,0.8666583197696257,2026-03-01 16:10:27.129551,2026-03-01 16:10:32.813588,0 days 00:00:05.684037,5,0.6965205132392369,13,25,0.004330637887365391,0.8035865425003406,401,PRUNED
99,0.8624700234034153,2026-03-01 16:10:32.814589,2026-03-01 16:10:42.767415,0 days 00:00:09.952826,4,0.708429441061232,15,16,0.012694828074030953,0.8844480538226961,702,PRUNED
100,0.8683750517668133,2026-03-01 16:10:42.767415,2026-03-01 16:10:50.091022,0 days 00:00:07.323607,4,0.7864006126036375,23,7,0.005139916871504631,0.7431890581327237,597,PRUNED
101,0.8566112240082442,2026-03-01 16:10:50.092060,2026-03-01 16:11:21.738643,0 days 00:00:31.646583,4,0.6169147618884584,8,17,0.008103116577285253,0.7752665798257936,526,COMPLETE
102,0.8568199766928952,2026-03-01 16:11:21.740730,2026-03-01 16:12:04.519228,0 days 00:00:42.778498,4,0.743332104879026,9,13,0.00740047703207471,0.8174781641830188,647,COMPLETE
103,0.8453797517119166,2026-03-01 16:12:04.520409,2026-03-01 16:12:14.636942,0 days 00:00:10.116533,9,0.7579964576107707,11,20,0.009253777638300379,0.854054869590205,538,PRUNED
104,0.8570142828249752,2026-03-01 16:12:14.636942,2026-03-01 16:12:41.632001,0 days 00:00:26.995059,4,0.659375009114555,8,15,0.00822337695793496,0.7233870106049453,461,COMPLETE
105,0.8561243751866014,2026-03-01 16:12:41.634304,2026-03-01 16:13:06.678280,0 days 00:00:25.043976,4,0.7310950559461264,10,14,0.006291076108608042,0.6731425929966851,427,COMPLETE
106,0.8582540378114436,2026-03-01 16:13:06.679691,2026-03-01 16:13:12.465806,0 days 00:00:05.786115,4,0.7105526765123096,12,11,0.03627603410132252,0.6925152903913243,496,PRUNED
107,0.8567479847059163,2026-03-01 16:13:12.466821,2026-03-01 16:13:46.626527,0 days 00:00:34.159706,4,0.7716849235142121,7,15,0.005742935647743102,0.7017923405727577,574,COMPLETE
108,0.8523165047047607,2026-03-01 16:13:46.627546,2026-03-01 16:13:53.562821,0 days 00:00:06.935275,8,0.6606038310534174,16,19,0.007209782027019545,0.7231836624695718,464,PRUNED
109,0.8567275187564407,2026-03-01 16:13:53.563932,2026-03-01 16:14:22.063318,0 days 00:00:28.499386,4,0.7450561501228755,13,22,0.005092157924464686,0.7671879561116037,448,COMPLETE
110,0.8680993633885834,2026-03-01 16:14:22.064759,2026-03-01 16:14:27.280285,0 days 00:00:05.215526,4,0.799645101733278,9,13,0.013845850701049683,0.7943489221000739,380,PRUNED
111,0.8685472065182847,2026-03-01 16:14:27.281282,2026-03-01 16:14:34.108450,0 days 00:00:06.827168,4,0.6694831253371218,6,18,0.008306838077707317,0.6346128853804381,624,PRUNED
112,0.8688349336903236,2026-03-01 16:14:34.109484,2026-03-01 16:14:40.369920,0 days 00:00:06.260436,4,0.7218914958232818,8,16,0.006903705771019944,0.7450520917648384,495,PRUNED
113,0.867466122834221,2026-03-01 16:14:40.370968,2026-03-01 16:14:47.175494,0 days 00:00:06.804526,4,0.5824731946895054,11,17,0.011243619645175389,0.7830234165451349,562,PRUNED
114,0.8689348556789398,2026-03-01 16:14:47.175494,2026-03-01 16:14:54.103841,0 days 00:00:06.928347,4,0.6542056631470622,13,10,0.009538212718645814,0.8114037985434086,533,PRUNED
115,0.8683630129730042,2026-03-01 16:14:54.104886,2026-03-01 16:15:02.878091,0 days 00:00:08.773205,4,0.629024335296022,12,19,0.0036198452830503553,0.8445924845108873,662,PRUNED
116,0.8681836349452478,2026-03-01 16:15:02.879089,2026-03-01 16:15:10.044208,0 days 00:00:07.165119,4,0.6876897430633534,8,21,0.007871247424978824,0.7644042653472879,597,PRUNED
117,0.85628280571313,2026-03-01 16:15:10.044859,2026-03-01 16:15:30.439906,0 days 00:00:20.395047,4,0.6130480481662263,14,12,0.0048875553448884945,0.592046123379,418,COMPLETE
118,0.8681439069256772,2026-03-01 16:15:30.441901,2026-03-01 16:15:36.175757,0 days 00:00:05.733856,5,0.5674143219877995,10,15,0.004058986875331438,0.7532990340981409,461,PRUNED
119,0.8679861987267773,2026-03-01 16:15:36.178009,2026-03-01 16:15:42.333568,0 days 00:00:06.155559,4,0.7649707700888259,7,17,0.008518354734585346,0.7360300739838662,504,PRUNED
120,0.8668256590035731,2026-03-01 16:15:42.334770,2026-03-01 16:15:57.367074,0 days 00:00:15.032304,4,0.6972633547033045,9,14,0.005798113684510829,0.799122232693749,1059,PRUNED
121,0.8682221590854369,2026-03-01 16:15:57.368357,2026-03-01 16:16:05.189433,0 days 00:00:07.821076,4,0.639514906785911,11,26,0.006437520527288869,0.5713811892303768,788,PRUNED
122,0.8392086660053356,2026-03-01 16:16:05.190466,2026-03-01 16:16:12.326401,0 days 00:00:07.135935,4,0.49901381909448445,3,18,0.09181568087019465,0.6132477206625744,754,PRUNED
123,0.8650318787260067,2026-03-01 16:16:12.326401,2026-03-01 16:16:23.466483,0 days 00:00:11.140082,4,0.737391970433309,5,16,0.010143620139768262,0.8263885222080968,866,PRUNED
124,0.869166000520076,2026-03-01 16:16:23.467486,2026-03-01 16:16:28.703771,0 days 00:00:05.236285,4,0.6773376288637882,15,23,0.0045310104114932035,0.5527548749822921,541,PRUNED
125,0.8648055494023943,2026-03-01 16:16:28.704773,2026-03-01 16:16:40.906766,0 days 00:00:12.201993,4,0.7244375459255756,12,21,0.007381360831316694,0.777945684551555,954,PRUNED
126,0.8684316340977165,2026-03-01 16:16:40.907812,2026-03-01 16:16:48.732414,0 days 00:00:07.824602,4,0.7779706987790546,20,15,0.005391368851567516,0.7234712185881444,635,PRUNED
127,0.855900694397627,2026-03-01 16:16:48.733897,2026-03-01 16:17:20.253652,0 days 00:00:31.519755,4,0.7544560562633416,17,18,0.003935372770893726,0.7088144846490689,476,COMPLETE
128,0.8609290577958413,2026-03-01 16:17:20.255659,2026-03-01 16:17:29.422914,0 days 00:00:09.167255,7,0.7081950908353327,5,14,0.0030363307493025313,0.694514796750622,440,PRUNED
129,0.862876934634165,2026-03-01 16:17:29.425395,2026-03-01 16:17:46.872521,0 days 00:00:17.447126,4,0.6609891299161632,50,20,0.012002145066520033,0.6566745564033016,996,PRUNED
130,0.8651763442517167,2026-03-01 16:17:46.874019,2026-03-01 16:18:00.585173,0 days 00:00:13.711154,5,0.7472514199907418,28,16,0.006150895706694701,0.8657281184715341,907,PRUNED
131,0.8570133197214705,2026-03-01 16:18:00.585173,2026-03-01 16:18:48.066171,0 days 00:00:47.480998,4,0.8234850012810293,12,12,0.003693981315187746,0.5738252171642382,841,COMPLETE
132,0.8685845267790929,2026-03-01 16:18:48.067207,2026-03-01 16:18:55.326271,0 days 00:00:07.259064,4,0.7169646554263689,14,12,0.003356763418756776,0.7584609898478845,581,PRUNED
133,0.8563396288199092,2026-03-01 16:18:55.327359,2026-03-01 16:19:23.548381,0 days 00:00:28.221022,4,0.8483180100727306,10,13,0.004426292140753001,0.5905684164448717,516,COMPLETE
134,0.8685062746193333,2026-03-01 16:19:23.550731,2026-03-01 16:19:31.868750,0 days 00:00:08.318019,4,0.7861012866645651,13,17,0.0027372559814106234,0.5229185583643874,860,PRUNED
135,0.8678369176835435,2026-03-01 16:19:31.872421,2026-03-01 16:19:46.819936,0 days 00:00:14.947515,4,0.7369202963460205,11,8,0.0036770283183731826,0.5716761601284662,1455,PRUNED
136,0.8560376958711753,2026-03-01 16:19:46.820970,2026-03-01 16:20:31.529005,0 days 00:00:44.708035,4,0.8263473536982702,46,10,0.005208464897031249,0.8970399631710013,607,COMPLETE
137,0.8676394814650731,2026-03-01 16:20:31.530204,2026-03-01 16:20:39.080857,0 days 00:00:07.550653,4,0.9147353010734601,6,14,0.006762798072367781,0.5350113205188493,735,PRUNED
138,0.8564267896870875,2026-03-01 16:20:39.082018,2026-03-01 16:21:43.739205,0 days 00:01:04.657187,4,0.9311971023733256,2,19,0.004772164514183078,0.9304044573406713,827,COMPLETE
139,0.8662839132821605,2026-03-01 16:21:43.740702,2026-03-01 16:21:55.309687,0 days 00:00:11.568985,4,0.8076172840356126,16,15,0.00875681534766695,0.8406716631642608,845,PRUNED
140,0.8430032938139862,2026-03-01 16:21:55.310722,2026-03-01 16:22:09.599155,0 days 00:00:14.288433,10,0.999921017211873,7,25,0.005862649259093755,0.5469590684063464,933,PRUNED
