number,value,datetime_start,datetime_complete,duration,params_auto_class_weights,params_bagging_temperature,params_depth,params_early_stopping_rounds,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,system_attrs_completed_rung_0,system_attrs_completed_rung_1,state
10,0.8807087960243087,2026-02-25 21:52:49.885513,2026-02-25 21:52:58.155901,0 days 00:00:08.270388,None,0.126874256485069,4,50,2978,0.030116046314630534,0.012209764737290275,1.5191479757350101,0.8807087960243087,,PRUNED
11,0.8796554015660063,2026-02-25 21:52:58.156956,2026-02-25 21:53:06.849925,0 days 00:00:08.692969,None,2.8606092956078712,4,61,889,0.1542949001427475,0.009953622233378456,2.684222967397944,0.8796554015660063,,PRUNED
12,0.8726963768046152,2026-02-25 21:53:06.851983,2026-02-25 21:53:29.006976,0 days 00:00:22.154993,None,2.840680590840746,4,62,1130,0.41243301549109435,0.008514933111580702,2.5736046951726763,0.8726963768046152,,PRUNED
13,0.8721606504801072,2026-02-25 21:53:29.008201,2026-02-25 21:53:37.220571,0 days 00:00:08.212370,Balanced,2.5077767181383455,5,61,2294,0.069453806849137,0.03292786759518224,1.4600970588028883,0.8721606504801072,,PRUNED
14,0.8618428022459574,2026-02-25 21:53:37.221973,2026-02-25 21:53:43.482313,0 days 00:00:06.260340,Balanced,4.791663224496685,8,91,1183,0.014299946798769544,0.0010799111722047323,3.3140651909546426,0.8618428022459574,,PRUNED
15,0.8714593907407229,2026-02-25 21:53:43.484328,2026-02-25 21:54:00.365335,0 days 00:00:16.881007,None,3.3282739782649005,5,66,678,1.5165653671893822,0.019703300038734342,1.9847063584998406,0.880821960686115,0.8743005460796872,COMPLETE
16,0.8713597095279828,2026-02-25 21:54:00.366553,2026-02-25 21:54:08.070124,0 days 00:00:07.703571,None,3.3632757966846896,5,55,568,1.4824988081640713,0.044075409564051454,1.552142761750361,0.8741584883127389,,COMPLETE
17,0.8672331721740135,2026-02-25 21:54:08.072756,2026-02-25 21:54:11.001629,0 days 00:00:02.928873,None,4.7369966381178354,5,67,2687,0.22430646154586284,0.26708581556107525,2.8791711251267054,0.8672331721740135,,PRUNED
18,0.8663573499243963,2026-02-25 21:54:11.002629,2026-02-25 21:54:41.222016,0 days 00:00:30.219387,None,1.7319167205534827,7,56,2145,1.3232000951680862,0.005632994434293228,1.0339448675577914,0.8663573499243963,,PRUNED
19,0.8803981951440323,2026-02-25 21:54:41.224239,2026-02-25 21:54:48.347934,0 days 00:00:07.123695,None,0.0943274844264348,5,66,1381,0.0780098433904187,0.0219692878868094,4.175010025447213,0.8803981951440323,,PRUNED
20,0.8767612755342817,2026-02-25 21:54:48.349063,2026-02-25 21:54:52.693738,0 days 00:00:04.344675,None,3.2957459515275036,7,56,760,0.4398230615077771,0.07078368308745395,3.1526246800890925,0.8767612755342817,,PRUNED
21,0.8710693338213058,2026-02-25 21:54:52.695151,2026-02-25 21:54:59.749690,0 days 00:00:07.054539,None,3.398516955422819,5,55,576,1.175287381261842,0.05109855263992965,1.801599285019073,0.8732995203744547,,COMPLETE
22,0.8742036337895234,2026-02-25 21:54:59.750809,2026-02-25 21:55:10.742861,0 days 00:00:10.992052,None,3.278423366009234,5,53,898,2.070706200518178,0.020784623377074794,1.2373441325291357,0.8820776068804115,0.8742036337895234,PRUNED
23,0.8726416002927835,2026-02-25 21:55:10.744217,2026-02-25 21:55:19.358221,0 days 00:00:08.614004,None,4.278062571672905,6,59,564,0.1952917411756562,0.04646427558562184,2.0759918338082533,0.8811734934653428,0.8726416002927835,PRUNED
24,0.8653846153846153,2026-02-25 21:55:19.359231,2026-02-25 21:55:29.147383,0 days 00:00:09.788152,None,2.260910011853331,4,65,1857,3.838090276044468,0.006121316214115935,2.398757003391201,0.8653846153846153,,PRUNED
25,0.8741590902524294,2026-02-25 21:55:29.148386,2026-02-25 21:55:43.755091,0 days 00:00:14.606705,None,3.5133375225400885,5,53,884,0.7287378159140604,0.018202288984421566,1.8075899242133702,0.880864096464447,0.8741590902524294,PRUNED
26,0.8787482784524853,2026-02-25 21:55:43.757257,2026-02-25 21:55:47.016926,0 days 00:00:03.259669,None,2.185929540057862,8,58,1406,1.7398531049955224,0.1666030453992771,0.8064303262219392,0.8787482784524853,,PRUNED
27,0.8793231308568732,2026-02-25 21:55:47.018241,2026-02-25 21:55:51.013723,0 days 00:00:03.995482,None,3.0485729429068313,4,64,517,0.0908478458192693,0.02641085740151316,1.6874256340323246,0.8793231308568732,,PRUNED
28,0.8725260278722154,2026-02-25 21:55:51.015021,2026-02-25 21:55:58.958897,0 days 00:00:07.943876,None,4.274611792932796,6,50,760,7.775706907402596,0.05435154798439014,2.989787889514294,0.8821558590401711,0.8725260278722154,PRUNED
29,0.874897670252622,2026-02-25 21:55:58.961141,2026-02-25 21:56:43.797635,0 days 00:00:44.836494,None,2.286814206008971,9,69,1206,0.28754058383428954,0.007508109283009997,3.821619015630302,0.874897670252622,,PRUNED
30,0.8769153720950391,2026-02-25 21:56:43.798651,2026-02-25 21:56:49.006963,0 days 00:00:05.208312,None,1.24500951032029,7,95,1660,18.213227665257033,0.12061350869770071,2.118358388240352,0.8769153720950391,,PRUNED
31,0.8804463503192688,2026-02-25 21:56:49.007973,2026-02-25 21:56:58.866845,0 days 00:00:09.858872,Balanced,2.6629604008746606,4,78,955,12.121189656128896,0.012305331081650727,2.418861989509477,0.8804463503192688,,PRUNED
32,0.8806269322264064,2026-02-25 21:56:58.868316,2026-02-25 21:57:08.723714,0 days 00:00:09.855398,Balanced,1.3834131555237184,4,84,1032,57.564595101536916,0.013284174796549524,1.9634414417277628,0.8806269322264064,,PRUNED
33,0.8735944708227793,2026-02-25 21:57:08.725852,2026-02-25 21:57:26.794977,0 days 00:00:18.069125,Balanced,3.0991207082858803,5,74,748,13.84956348333712,0.015701603864750314,1.151695127066871,0.8807653783552118,0.8735944708227793,PRUNED
34,0.8587057935491328,2026-02-25 21:57:26.795977,2026-02-25 21:57:47.034420,0 days 00:00:20.238443,Balanced,3.6829288757950955,4,70,1304,2.656191022422427,0.004324404916641001,2.2611095707234523,0.8587057935491328,,PRUNED
35,0.8576195933777002,2026-02-25 21:57:47.035421,2026-02-25 21:57:59.321703,0 days 00:00:12.286282,Balanced,2.1410030781913854,5,53,1836,4.189949447473136,0.0013365601999332322,2.720196327722627,0.8576195933777002,,PRUNED
36,0.8795663144918184,2026-02-25 21:57:59.322703,2026-02-25 21:58:04.652322,0 days 00:00:05.329619,None,0.51404274729081,6,59,1545,0.035583663761698504,0.027340607117918782,1.389835639484122,0.8795663144918184,,PRUNED
37,0.8732477535610752,2026-02-25 21:58:04.653322,2026-02-25 21:58:13.406318,0 days 00:00:08.752996,Balanced,1.6286647691330915,4,69,684,26.75084502164129,0.04295436710989569,3.409811162488972,0.8732477535610752,,PRUNED
38,0.8713081834904799,2026-02-25 21:58:13.407317,2026-02-25 21:58:19.276198,0 days 00:00:05.868881,None,3.9451758606967187,5,77,2008,0.7153691767522178,0.06937703019938636,0.6096935527614862,0.8735318690949717,,COMPLETE
39,0.8795338097485337,2026-02-25 21:58:19.278229,2026-02-25 21:58:21.996075,0 days 00:00:02.717846,None,3.9872459255896575,6,85,2003,0.9485341628756495,0.1026236785643084,0.1434163552052511,0.8795338097485337,,PRUNED
40,0.8802031666843235,2026-02-25 21:58:21.997076,2026-02-25 21:58:25.919356,0 days 00:00:03.922280,None,4.589830931821058,7,77,2340,0.49015132823524243,0.07316444228947752,0.5673827636819677,0.8802031666843235,,PRUNED
41,0.872603076152594,2026-02-25 21:58:25.920490,2026-02-25 21:58:32.628177,0 days 00:00:06.707687,None,3.802884203234637,5,82,1667,0.12607970061461002,0.039300592767843034,0.8216930028772202,0.8810783869942502,0.872603076152594,PRUNED
42,0.8741127408962641,2026-02-25 21:58:32.629177,2026-02-25 21:58:42.016712,0 days 00:00:09.387535,None,4.184691931456813,4,73,2166,0.30806771487651147,0.025926049345206422,1.6342390388084775,0.8815226184858087,0.8741127408962641,PRUNED
43,0.8804270882491743,2026-02-25 21:58:42.017712,2026-02-25 21:58:44.970416,0 days 00:00:02.952704,None,2.8909377258015305,5,72,1948,0.5817402215985136,0.06858525392409343,1.9542440409255446,0.8804270882491743,,PRUNED
44,0.8731159287688648,2026-02-25 21:58:44.971416,2026-02-25 21:59:00.174100,0 days 00:00:15.202684,Balanced,2.5560143927214196,4,76,1521,0.9337513959198914,0.01843887174978024,2.3427126027375174,0.8731159287688648,,PRUNED
45,0.8795988192351032,2026-02-25 21:59:00.175594,2026-02-25 21:59:11.056443,0 days 00:00:10.880849,None,3.7329025166452388,6,50,1800,8.763451762523399,0.009600217012840227,0.26522054144370516,0.8795988192351032,,PRUNED
46,0.880270583929655,2026-02-25 21:59:11.057443,2026-02-25 21:59:14.801444,0 days 00:00:03.744001,Balanced,3.0739656273857587,5,87,2618,2.0550196465591486,0.032139701760558664,0.5760760866584944,0.880270583929655,,PRUNED
47,0.8721995357841108,2026-02-25 21:59:14.802444,2026-02-25 21:59:20.652610,0 days 00:00:05.850166,None,3.4661190221317755,4,100,1096,87.72477009986383,0.1785549392649721,2.628828355924962,0.8816827344434708,0.8749921747840241,COMPLETE
48,0.8763965000818638,2026-02-25 21:59:20.654861,2026-02-25 21:59:38.028933,0 days 00:00:17.374072,None,4.494678282952361,9,100,2296,62.21052969582309,0.15254975083416578,2.800603730116041,0.8763965000818638,,PRUNED
49,0.8779489025435563,2026-02-25 21:59:38.030200,2026-02-25 21:59:39.248860,0 days 00:00:01.218660,None,4.0785849513481605,4,93,2133,0.047158253299796025,0.24902410988980977,0.009148209858111156,0.8779489025435563,,PRUNED
50,0.8701226030761525,2026-02-25 21:59:39.250152,2026-02-25 21:59:44.883752,0 days 00:00:05.633600,None,3.5141115834130225,5,62,1270,96.54809254320493,0.2017477273610995,2.6232173936556467,0.8735740048733037,,COMPLETE
51,0.8710452562336874,2026-02-25 21:59:44.885758,2026-02-25 21:59:50.915847,0 days 00:00:06.030089,None,2.7581104710210074,4,89,1076,45.57275969027166,0.09781017597552057,3.1064116758733107,0.8740007801138389,,COMPLETE
52,0.8783792894222342,2026-02-25 21:59:50.916848,2026-02-25 21:59:57.605480,0 days 00:00:06.688632,None,3.1818596765077576,4,80,666,31.84238059390756,0.013963100137996459,2.560071364018831,0.8783792894222342,,PRUNED
53,0.8719066319307336,2026-02-25 21:59:57.606916,2026-02-25 22:00:01.251318,0 days 00:00:03.644402,None,3.54292150099855,5,67,990,0.01962580477603754,0.12397590844169858,1.3902163820584972,0.8807665822345927,0.8719066319307336,PRUNED
54,0.8717069083414394,2026-02-25 22:00:01.252321,2026-02-25 22:00:08.780626,0 days 00:00:07.528305,None,1.9755870075035729,4,71,879,5.031524144394707,0.058891846477464496,2.214577518888477,0.8818813745413221,0.8746286032109871,COMPLETE
55,0.8732260837322188,2026-02-25 22:00:08.782017,2026-02-25 22:00:16.104200,0 days 00:00:07.322183,None,0.5010879016934764,5,63,814,1.5028800022734436,0.05302764547388738,2.1844372322082855,0.8807966792191156,0.8732260837322188,PRUNED
56,0.879544644662962,2026-02-25 22:00:16.105203,2026-02-25 22:00:18.568732,0 days 00:00:02.463529,None,0.3064921162477722,4,52,614,3.610537722086066,0.06007183346778141,1.8877084779263467,0.879544644662962,,PRUNED
57,0.872677716674211,2026-02-25 22:00:18.569758,2026-02-25 22:00:24.808757,0 days 00:00:06.238999,None,0.8719934190380005,5,96,830,5.403133930273487,0.08740801386931342,3.665559685539336,0.872677716674211,,PRUNED
58,0.872155233022893,2026-02-25 22:00:24.809757,2026-02-25 22:00:26.442645,0 days 00:00:01.632888,None,4.983164161651967,6,55,508,0.7675129659558002,0.2995038844120434,4.484315930784476,0.872155233022893,,PRUNED
59,0.8722226502682243,2026-02-25 22:00:26.443645,2026-02-25 22:00:34.182328,0 days 00:00:07.738683,None,4.440027804400257,4,58,1717,0.383951396296572,0.03880523894627311,1.6131134434544239,0.8748687771474801,,COMPLETE
60,0.872018953876973,2026-02-25 22:00:34.183329,2026-02-25 22:00:41.723547,0 days 00:00:07.540218,None,1.0467066645380605,4,58,1111,0.37614283477321103,0.040747011777850624,1.6734460268400106,0.8822016064566458,0.875158912078281,COMPLETE
61,0.8710664445107916,2026-02-25 22:00:41.724550,2026-02-25 22:00:48.793598,0 days 00:00:07.069048,None,0.8199206493586606,4,57,1111,0.3046511875511581,0.03861104423633228,1.5718722383906374,0.8735776165114464,,COMPLETE
62,0.8723786730359911,2026-02-25 22:00:48.795727,2026-02-25 22:01:02.207280,0 days 00:00:13.411553,None,1.1566532849888358,4,60,955,0.12270472086627984,0.022208782544516695,1.7338072597867353,0.8821185387793626,0.8752750864385396,COMPLETE
63,0.8737943148000115,2026-02-25 22:01:02.208652,2026-02-25 22:01:12.833930,0 days 00:00:10.625278,None,1.2163556789344567,4,60,1227,0.1481050244881996,0.021396950495443438,1.7498331823762086,0.8809760572468723,0.8737943148000115,PRUNED
64,0.8708694898440736,2026-02-25 22:01:12.835215,2026-02-25 22:01:22.842914,0 days 00:00:10.007699,None,1.0594854732871521,4,61,968,0.0997711308562185,0.030592662864295482,2.0865241828413046,0.8813468520961948,0.8742764684920689,COMPLETE
65,0.872154269919388,2026-02-25 22:01:22.843916,2026-02-25 22:01:34.653241,0 days 00:00:11.809325,None,1.966122894601774,4,65,1348,0.2084817436868337,0.02043161629678326,1.0401371612160644,0.8818284038485615,0.8747507969681501,COMPLETE
66,0.8722529880286235,2026-02-25 22:01:34.654793,2026-02-25 22:01:46.124099,0 days 00:00:11.469306,None,1.8937316798778756,4,64,1466,0.06318398987519597,0.024543894802590584,1.0125822199194412,0.8746502730398436,,COMPLETE
67,0.873948411360769,2026-02-25 22:01:46.125569,2026-02-25 22:02:03.553010,0 days 00:00:17.427441,None,1.6252858610040604,4,57,1471,0.05152295627379385,0.01060629296170223,1.3011339498820824,0.8812469301075787,0.873948411360769,PRUNED
68,0.8712629176257574,2026-02-25 22:02:03.554441,2026-02-25 22:02:15.225500,0 days 00:00:11.671059,None,1.3883975732094953,4,64,1643,0.20589006326910583,0.024618853623425807,1.0920553658848018,0.873991751018482,,COMPLETE
69,0.8720497731891246,2026-02-25 22:02:15.226539,2026-02-25 22:02:25.426036,0 days 00:00:10.199497,None,1.9067765192694233,4,67,1360,0.06256377842018816,0.03579776542553279,0.8832078635981663,0.8743438857374002,,COMPLETE
70,0.8738352466989628,2026-02-25 22:02:25.427225,2026-02-25 22:02:38.161132,0 days 00:00:12.733907,None,1.9185517711923619,4,67,1324,0.06761856623306173,0.015736596551913864,0.8929889080941359,0.8738352466989628,,PRUNED
71,0.8718947135248625,2026-02-25 22:02:38.161132,2026-02-25 22:02:47.306354,0 days 00:00:09.145222,None,1.5649056153451553,4,59,1377,0.15349026282510003,0.034834543972440575,0.9598888461266349,0.8812156292436748,0.8743950506110891,COMPLETE
72,0.8738725669597713,2026-02-25 22:02:47.307389,2026-02-25 22:02:53.620488,0 days 00:00:06.313099,None,1.5162107852392674,4,60,1363,0.1165726292342393,0.03536897680809674,1.0150322042184838,0.8812625805395307,0.8738725669597713,PRUNED
73,0.8719327561132995,2026-02-25 22:02:53.621488,2026-02-25 22:03:04.708456,0 days 00:00:11.086968,None,2.380314545602147,4,63,1446,0.024211378071488144,0.023248058890274044,1.2477849089160435,0.8744311669925167,,COMPLETE
74,0.8718672650749777,2026-02-25 22:03:04.709457,2026-02-25 22:03:15.273202,0 days 00:00:10.563745,None,2.3573188627402075,4,63,1188,0.018924719502202446,0.023536475262052985,1.1463852172067186,0.8821365969700764,0.8744251475956122,COMPLETE
75,0.8802477102214177,2026-02-25 22:03:15.275293,2026-02-25 22:03:17.529863,0 days 00:00:02.254570,None,2.057904417116886,4,65,1491,0.028255247602798263,0.04718697593940582,1.4542748533251655,0.8802477102214177,,PRUNED
76,0.8735824320289702,2026-02-25 22:03:17.530863,2026-02-25 22:03:28.102047,0 days 00:00:10.571184,None,1.846827588341005,4,68,1602,0.01083002851484105,0.01656492386970922,0.6876995546642655,0.8808905818108274,0.8735824320289702,PRUNED
77,0.8800755554699462,2026-02-25 22:03:28.103381,2026-02-25 22:03:31.294251,0 days 00:00:03.190870,None,2.382340257811954,4,62,1466,0.06471988282864885,0.02977128398721912,0.4128217934568166,0.8800755554699462,,PRUNED
78,0.8719679093912223,2026-02-25 22:03:31.295327,2026-02-25 22:03:44.118373,0 days 00:00:12.823046,None,1.0590457349869458,4,65,1697,0.38676385106717515,0.019635027285187706,1.3013380045303768,0.8814828904662384,0.8744227398368503,COMPLETE
79,0.8716033747146806,2026-02-25 22:03:44.119372,2026-02-25 22:03:57.297085,0 days 00:00:13.177713,None,0.9886608677103021,4,66,1733,0.2616550627188189,0.019454266616262435,1.3176374665142512,0.8741807600812859,,COMPLETE
80,0.8808255723242577,2026-02-25 22:03:57.298333,2026-02-25 22:04:04.297496,0 days 00:00:06.999163,None,1.7541121749736084,4,58,1724,0.3850041734695595,0.011077636719983894,0.42278435776445256,0.8808255723242577,,PRUNED
81,0.8739568385164354,2026-02-25 22:04:04.299934,2026-02-25 22:04:13.049011,0 days 00:00:08.749077,None,0.7835686900519825,4,64,1147,0.03451041184077351,0.02806088628270811,1.2165534784677878,0.8739568385164354,,PRUNED
82,0.8715296972965684,2026-02-25 22:04:13.050015,2026-02-25 22:04:23.847470,0 days 00:00:10.797455,None,1.1472682852083764,4,60,1301,0.378933599064026,0.023402521762303726,1.5329344483408684,0.8820499176546502,0.8743210120291627,COMPLETE
83,0.8725077289056253,2026-02-25 22:04:23.848700,2026-02-25 22:04:30.799989,0 days 00:00:06.951289,None,2.0983383549624697,4,65,1445,0.08469571869606916,0.04146695287314037,0.8690540751230694,0.8749392040912636,,COMPLETE
84,0.8736721210428484,2026-02-25 22:04:30.802367,2026-02-25 22:04:36.933278,0 days 00:00:06.130911,None,1.4698355744260683,4,65,1249,0.05206295171236014,0.03802076892570277,0.7460111199639529,0.8736721210428484,,PRUNED
85,0.8666757760206489,2026-02-25 22:04:36.934290,2026-02-25 22:04:47.089780,0 days 00:00:10.155490,None,1.731244437320866,5,69,1537,0.0841463210983675,0.002366305884443834,1.6583482834920187,0.8666757760206489,,PRUNED
86,0.8730003563482966,2026-02-25 22:04:47.090855,2026-02-25 22:04:52.172072,0 days 00:00:05.081217,None,2.109936276227972,4,62,1557,0.20084214894834246,0.044522368175558616,0.8585105663223899,0.8730003563482966,,PRUNED
87,0.8717444693781241,2026-02-25 22:04:52.173072,2026-02-25 22:05:04.185473,0 days 00:00:12.012401,None,0.6612142396530244,4,55,1046,0.5446355335833105,0.019299799591172753,1.0473140176679667,0.8814527934817156,0.874397458369851,COMPLETE
88,0.8806570292109293,2026-02-25 22:05:04.186779,2026-02-25 22:05:16.181037,0 days 00:00:11.994258,None,1.3424339571632151,4,68,1412,0.12954567169406797,0.007171957268681682,1.7998152274383825,0.8806570292109293,,PRUNED
89,0.8678020051814969,2026-02-25 22:05:16.182287,2026-02-25 22:05:30.857520,0 days 00:00:14.675233,None,1.9645431553972403,8,66,2969,0.17149054622803084,0.028649995806333546,0.9041982566974053,0.8678020051814969,,PRUNED
90,0.8737913051015593,2026-02-25 22:05:30.859529,2026-02-25 22:05:50.138091,0 days 00:00:19.278562,None,0.3055057744796562,9,58,1888,0.1012091620429376,0.012732097800008179,1.430947512913147,0.8737913051015593,,PRUNED
91,0.8731682975219347,2026-02-25 22:05:50.139256,2026-02-25 22:06:01.329591,0 days 00:00:11.190335,None,2.562747595529682,4,63,1458,0.024940991645965332,0.01696153012324168,1.2896408477634764,0.8810097658695379,0.8731682975219347,PRUNED
92,0.8740778283942175,2026-02-25 22:06:01.330591,2026-02-25 22:06:10.507603,0 days 00:00:09.177012,None,2.3981625962446946,4,65,1700,0.042286148119619685,0.022192927784724356,1.118253756706127,0.8810952413055831,0.8740778283942175,PRUNED
93,0.8805559033429323,2026-02-25 22:06:10.508649,2026-02-25 22:06:13.673666,0 days 00:00:03.165017,None,2.256538069728528,4,61,1597,0.24678827351721339,0.033021784889856784,0.6739297346449982,0.8805559033429323,,PRUNED
94,0.8791979274012578,2026-02-25 22:06:13.674677,2026-02-25 22:06:16.930975,0 days 00:00:03.256298,None,2.2036751636758316,5,70,1149,0.0610177385722204,0.0406095223760307,1.212676436866153,0.8791979274012578,,PRUNED
95,0.8807629705964499,2026-02-25 22:06:16.932317,2026-02-25 22:06:23.878558,0 days 00:00:06.946241,None,2.034183744094152,4,63,1421,0.082642843090548,0.014332651643358413,1.5860777887102757,0.8807629705964499,,PRUNED
96,0.8717678246381138,2026-02-25 22:06:23.879635,2026-02-25 22:06:34.445263,0 days 00:00:10.565628,None,1.7607163042028964,4,68,1296,0.4099428053303568,0.02492141391713406,1.0138121725571845,0.8817260741011836,0.8745371083780373,COMPLETE
97,0.8803945835058894,2026-02-25 22:06:34.446712,2026-02-25 22:06:36.397147,0 days 00:00:01.950435,None,2.89674406518877,5,56,1788,0.3238798574778203,0.056651484075751414,0.49298684738403775,0.8803945835058894,,PRUNED
98,0.8800009149483295,2026-02-25 22:06:36.398145,2026-02-25 22:06:39.396946,0 days 00:00:02.998801,None,2.6473118932364907,4,61,1634,0.038269232772287214,0.04728444754596873,1.891995391476502,0.8800009149483295,,PRUNED
99,0.871329371767584,2026-02-25 22:06:39.397946,2026-02-25 22:06:43.903001,0 days 00:00:04.505055,Balanced,2.4576657881072568,5,59,1102,0.11015590238395753,0.07685654320418339,1.3635253149605773,0.871329371767584,,PRUNED
100,0.8736534609124443,2026-02-25 22:06:43.905079,2026-02-25 22:06:53.233461,0 days 00:00:09.328382,None,1.2952377350507125,4,64,1338,0.17370971403908905,0.020790606662405967,0.7801818880143231,0.8736534609124443,,PRUNED
101,0.8739754986468398,2026-02-25 22:06:53.234461,2026-02-25 22:06:59.717666,0 days 00:00:06.483205,None,1.513467075358906,4,59,1381,0.15107356917606693,0.03365020114391186,0.8942456739190888,0.8811072800993924,0.8739754986468398,PRUNED
102,0.8735421020697094,2026-02-25 22:06:59.718852,2026-02-25 22:07:05.652918,0 days 00:00:05.934066,None,1.627817452893305,4,57,1225,0.055463097214402866,0.03572032061495579,0.9542004282539427,0.8735421020697094,,PRUNED
103,0.8735764126320655,2026-02-25 22:07:05.653918,2026-02-25 22:07:16.803397,0 days 00:00:11.149479,None,1.0396856850513634,4,54,1556,0.23043056226905873,0.024988025961115157,2.4669825178843032,0.8735764126320655,,PRUNED
104,0.8713120359044986,2026-02-25 22:07:16.804398,2026-02-25 22:07:22.345123,0 days 00:00:05.540725,None,1.145290796846347,4,62,1024,0.14083046627618084,0.06511413954516813,1.242338920674558,0.8741145467153355,,COMPLETE
105,0.8714054569444578,2026-02-25 22:07:22.347222,2026-02-25 22:07:36.970898,0 days 00:00:14.623676,None,1.9120260383821692,4,60,1402,0.07553706248258205,0.018200251412155727,1.7007623917161623,0.88145881287862,0.8743926428523273,COMPLETE
106,0.8718369273145784,2026-02-25 22:07:36.972081,2026-02-25 22:07:45.830781,0 days 00:00:08.858700,None,1.6461995305399664,4,67,908,0.02258690097188587,0.028951778687724285,1.4887837101116441,0.8741765465034527,,COMPLETE
107,0.8732594913850391,2026-02-25 22:07:45.832163,2026-02-25 22:07:48.119239,0 days 00:00:02.287076,None,4.375733868780278,4,64,1513,0.6553032390701032,0.19534389124288645,0.31173165086344923,0.8809929115582051,0.8732594913850391,PRUNED
108,0.8718855640415676,2026-02-25 22:07:48.120242,2026-02-25 22:07:57.875974,0 days 00:00:09.755732,None,1.4449089033843683,4,58,1190,0.4732049774978832,0.02643598441747158,1.148850986513672,0.8744125068621125,,COMPLETE
109,0.8807533395614027,2026-02-25 22:07:57.876976,2026-02-25 22:08:00.886807,0 days 00:00:03.009831,None,0.9252875584032728,5,59,1438,0.18016943472609653,0.0425829262445311,0.6551599700553762,0.8807533395614027,,PRUNED
110,0.8634608161339099,2026-02-25 22:08:00.888193,2026-02-25 22:08:48.178936,0 days 00:00:47.290743,None,1.8141074110260027,10,62,1263,0.3443201364352586,0.04932913249194569,2.906795997020121,0.8634608161339099,,PRUNED
111,0.8742523909044505,2026-02-25 22:08:48.180391,2026-02-25 22:08:54.332535,0 days 00:00:06.152144,None,1.1592051423048315,4,56,1179,0.8641052670924645,0.036368593558049916,0.9827649768096539,0.8812529495044833,0.8742523909044505,PRUNED
112,0.8803054964317015,2026-02-25 22:08:54.333722,2026-02-25 22:08:58.906164,0 days 00:00:04.572442,None,1.4427028048069188,4,57,1353,1.0750686257321338,0.026979505738625762,1.1205612236561526,0.8803054964317015,,PRUNED
113,0.8742746626729974,2026-02-25 22:08:58.908231,2026-02-25 22:09:08.362346,0 days 00:00:09.454115,None,1.5528151658537948,4,58,1083,0.47884634457521236,0.021692865583253274,0.782520692413559,0.8810458822509655,0.8742746626729974,PRUNED
114,0.8802994770347969,2026-02-25 22:09:08.363349,2026-02-25 22:09:11.835920,0 days 00:00:03.472571,None,0.7121016400113493,4,54,968,0.27568453515348046,0.03026094810343742,1.1941520307652038,0.8802994770347969,,PRUNED
