number,value,datetime_start,datetime_complete,duration,params_auto_class_weights,params_bagging_temperature,params_depth,params_early_stopping_rounds,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,system_attrs_completed_rung_0,system_attrs_completed_rung_1,state
10,0.8712012790014543,2025-12-31 18:27:26.919997,2025-12-31 18:28:35.937006,0 days 00:01:09.017009,None,0.126874256485069,4,50,2978,0.030116046314630534,0.012209764737290275,1.5191479757350101,0.880182700734848,0.8734500052970693,COMPLETE
11,0.8714776897073129,2025-12-31 18:28:35.939157,2025-12-31 18:29:53.484032,0 days 00:01:17.544875,None,0.029427398550531628,4,52,2912,0.03592914023089687,0.009953622233378456,1.3941594239165251,0.87967345975672,0.8736775385000626,COMPLETE
12,0.8735210341805433,2025-12-31 18:29:53.486172,2025-12-31 18:31:09.133044,0 days 00:01:15.646872,None,0.09623712573225371,4,57,2989,0.011039955642862007,0.008514933111580702,1.3063720764863611,0.8801947395286571,0.8735210341805433,PRUNED
13,0.8716115610944708,2025-12-31 18:31:09.135108,2025-12-31 18:32:40.980404,0 days 00:01:31.845296,None,0.04014798021944765,5,61,2938,0.018289914244151006,0.008260298629134825,1.1803569531060285,0.8735415001300189,,COMPLETE
14,0.8538288781770377,2025-12-31 18:32:40.982444,2025-12-31 18:35:00.058847,0 days 00:02:19.076403,None,4.791663224496685,5,61,2510,0.08522317471704147,0.0010727867388933023,1.3838239149036642,0.8538288781770377,,PRUNED
15,0.8654694888809701,2025-12-31 18:35:00.060974,2025-12-31 18:36:41.175584,0 days 00:01:41.114610,None,2.7318140054199516,8,62,2608,0.010920959389953026,0.006335311340348056,2.8778689594572726,0.8654694888809701,,PRUNED
16,0.8409443591027729,2025-12-31 18:36:41.177594,2025-12-31 18:36:54.634329,0 days 00:00:13.456735,None,1.3966684694197022,5,64,2228,0.0917497567437673,0.0011347710089968984,1.0001833374411544,0.8409443591027729,,PRUNED
17,0.8787488803921757,2025-12-31 18:36:54.636381,2025-12-31 18:37:28.821975,0 days 00:00:34.185594,None,0.02932275298491867,5,57,2687,0.559438770492152,0.005653247600963585,0.1331018120293641,0.8787488803921757,,PRUNED
18,0.8765710625920968,2025-12-31 18:37:28.824092,2025-12-31 18:37:44.407093,0 days 00:00:15.583001,None,0.9887547406996507,7,66,2264,0.02972249221378826,0.04625952812042354,1.8598656960477724,0.8765710625920968,,PRUNED
19,0.8692466604385973,2025-12-31 18:37:44.408790,2025-12-31 18:37:50.512049,0 days 00:00:06.103259,None,2.2276971133011187,5,55,2750,0.1944222484215052,0.25513559647924366,2.8958934478213205,0.8692466604385973,,PRUNED
20,0.8715280118654352,2025-12-31 18:37:50.513208,2025-12-31 18:42:12.245617,0 days 00:04:21.732409,None,0.5259184346250017,7,92,2804,0.028229301726036694,0.0017832757353279335,0.8357782692628579,0.8715280118654352,,PRUNED
21,0.8733723550770002,2025-12-31 18:42:12.247689,2025-12-31 18:43:14.627677,0 days 00:01:02.379988,None,0.011779570207897667,4,53,2891,0.03837594902012754,0.012275019855796574,1.614070390911517,0.8797589351927652,0.8733723550770002,PRUNED
22,0.8712537681424622,2025-12-31 18:43:14.629081,2025-12-31 18:44:34.579924,0 days 00:01:19.950843,None,0.4264754205919621,4,58,2996,0.06679703434829645,0.008901575145009845,1.0973666053777054,0.8732922970981691,,COMPLETE
23,0.8670847940403155,2025-12-31 18:44:34.580925,2025-12-31 18:46:40.958879,0 days 00:02:06.377954,None,1.034511555255092,5,59,2390,0.07971819479846011,0.005497504162160633,1.114048455798173,0.8670847940403155,,PRUNED
24,0.8720040257726499,2025-12-31 18:46:40.961119,2025-12-31 18:47:24.183917,0 days 00:00:43.222798,None,0.5241350199226322,4,66,2713,0.22117847630652948,0.020704619811000503,0.5592858020902206,0.8738617320453429,,COMPLETE
25,0.8718634126609587,2025-12-31 18:47:24.186180,2025-12-31 18:48:15.986978,0 days 00:00:51.800798,None,3.1467927628490844,6,64,2647,0.3370845683397011,0.016561777292713836,0.5881312486981779,0.8736468395758492,,COMPLETE
26,0.879051054116786,2025-12-31 18:48:15.987979,2025-12-31 18:48:33.095223,0 days 00:00:17.107244,None,3.3243803866214474,6,67,2656,0.3004931405027139,0.0208294590510446,0.5651099950122942,0.879051054116786,,PRUNED
27,0.8791293062765455,2025-12-31 18:48:33.097560,2025-12-31 18:48:48.232556,0 days 00:00:15.134996,None,3.253717337710005,6,67,2345,2.032031906686516,0.03170862216118992,0.08659405134295506,0.8791293062765455,,PRUNED
28,0.8784792114108502,2025-12-31 18:48:48.233557,2025-12-31 18:49:00.727960,0 days 00:00:12.494403,None,4.587668029566954,8,78,2078,1.276553405903916,0.057106261500740635,0.577987425341789,0.8784792114108502,,PRUNED
29,0.8623237520586338,2025-12-31 18:49:00.729146,2025-12-31 18:49:45.692103,0 days 00:00:44.962957,Balanced,1.462082412267851,9,69,2563,0.2931649473980291,0.019532591946458337,1.8129904990858763,0.8623237520586338,,PRUNED
30,0.8779747859502461,2025-12-31 18:49:45.693499,2025-12-31 18:50:51.371824,0 days 00:01:05.678325,None,3.080116023389645,7,64,1394,0.5929001924842365,0.0038641668120545057,0.5724984219444336,0.8779747859502461,,PRUNED
31,0.8721220059519798,2025-12-31 18:50:51.372824,2025-12-31 18:52:22.765856,0 days 00:01:31.393032,None,0.3406523402160927,5,54,2795,0.14308158207319244,0.008116508377865936,0.9950008968383945,0.8801923317698953,0.8739237318334602,COMPLETE
32,0.8711184521000472,2025-12-31 18:52:22.767200,2025-12-31 18:53:12.785362,0 days 00:00:50.018162,None,1.843585890086148,5,61,2719,0.16751694528363467,0.015329928526326832,0.023321448984429782,0.8730027641070586,,COMPLETE
33,0.8736275775057545,2025-12-31 18:53:12.786868,2025-12-31 18:54:54.607955,0 days 00:01:41.821087,None,0.869335228861551,6,55,2798,1.051525398359686,0.007818056660118335,0.8233421116527413,0.8806088740356925,0.8736275775057545,PRUNED
34,0.8499544933594012,2025-12-31 18:54:54.610041,2025-12-31 18:55:03.381308,0 days 00:00:08.771267,None,2.366470402559721,5,64,2458,0.37702127146479664,0.0021581497878641683,4.341034470259559,0.8499544933594012,,PRUNED
35,0.8725260278722153,2025-12-31 18:55:03.383411,2025-12-31 18:55:33.026829,0 days 00:00:29.643418,None,0.39915368373098536,6,60,2148,2.996272655512539,0.02528027737156412,0.40563615446599954,0.8725260278722153,,PRUNED
36,0.8693989511802833,2025-12-31 18:55:33.028909,2025-12-31 18:55:58.031829,0 days 00:00:25.002920,Balanced,1.6643528667432632,5,69,2812,0.127611868980919,0.07472952816475319,3.2930437706482016,0.8693989511802833,,PRUNED
37,0.8668051930540975,2025-12-31 18:55:58.034823,2025-12-31 18:56:08.872653,0 days 00:00:10.837830,None,1.1245703740584325,7,98,1807,0.019151897622667592,0.13204780883555495,2.45624639329084,0.8668051930540975,,PRUNED
38,0.8718634126609587,2025-12-31 18:56:08.873650,2025-12-31 18:58:35.031068,0 days 00:02:26.157418,None,2.1489975525172147,5,75,2576,0.05704835777426022,0.003988213074617483,0.28843479681831646,0.8735836359083511,,COMPLETE
39,0.8686498372355077,2025-12-31 18:58:35.033069,2025-12-31 19:00:16.427321,0 days 00:01:41.394252,Balanced,2.2359463401944066,6,85,2321,0.14172988647231136,0.004466480995558077,0.3988331202523339,0.8686498372355077,,PRUNED
40,0.8716317862680703,2025-12-31 19:00:16.428321,2025-12-31 19:00:49.923982,0 days 00:00:33.495661,None,3.5727269419989223,4,83,1537,0.05435721267883993,0.04415815653894794,0.8091778945572738,0.879892565804047,0.873628179445445,COMPLETE
41,0.8791762575724014,2025-12-31 19:00:49.926242,2025-12-31 19:01:00.584158,0 days 00:00:10.657916,None,3.5913001607564574,4,86,1526,0.052261159608203885,0.056470326225249126,0.24098881196735267,0.8791762575724014,,PRUNED
42,0.8733127630476447,2025-12-31 19:01:00.586217,2025-12-31 19:01:38.422863,0 days 00:00:37.836646,None,4.063314156339355,4,76,1230,0.37858802813598047,0.025089160906899374,0.8993717026018131,0.8797974593329545,0.8733127630476447,PRUNED
43,0.8572078666294267,2025-12-31 19:01:38.424879,2025-12-31 19:02:10.897554,0 days 00:00:32.472675,None,3.065206797441445,4,84,1036,0.05239598637455596,0.0023180747344556953,0.6187338575613325,0.8572078666294267,,PRUNED
44,0.8720480877579913,2025-12-31 19:02:10.898716,2025-12-31 19:02:42.902964,0 days 00:00:32.004248,None,4.198858123466613,5,81,1627,0.11680058913766103,0.038211670206851865,0.3253188480702218,0.8798420028700484,0.8736943928113954,COMPLETE
45,0.8722115143839508,2025-12-31 19:02:42.905338,2025-12-31 19:03:30.737167,0 days 00:00:47.831829,Balanced,4.0005237428097145,5,89,1924,0.20925927921489315,0.015091278216448263,0.17544975734165613,0.8722115143839508,,PRUNED
46,0.8794013830166327,2025-12-31 19:03:30.738620,2025-12-31 19:04:02.220302,0 days 00:00:31.481682,None,4.344562873169757,6,74,1721,0.13796440441658167,0.011404095235958539,0.5014367022743136,0.8794013830166327,,PRUNED
47,0.8792268205063998,2025-12-31 19:04:02.221297,2025-12-31 19:04:17.697136,0 days 00:00:15.475839,None,2.8701433614296983,5,72,655,0.6412601783857513,0.03857406464387284,0.01603809376694365,0.8792268205063998,,PRUNED
48,0.8735547428032091,2025-12-31 19:04:17.699334,2025-12-31 19:04:52.699688,0 days 00:00:35.000354,None,4.950515840922449,6,81,2562,0.11119734594032127,0.025993573438111806,0.2989013912902427,0.8801718658204196,0.8735547428032091,PRUNED
49,0.8725555229170479,2025-12-31 19:04:52.700858,2025-12-31 19:05:11.241245,0 days 00:00:18.540387,Balanced,0.8044187445783886,5,77,1989,0.21647533676347025,0.1098766323215703,1.2032256164271393,0.8725555229170479,,PRUNED
50,0.8668605715056197,2025-12-31 19:05:11.243764,2025-12-31 19:06:31.810294,0 days 00:01:20.566530,None,1.2398551525229151,6,72,2424,13.015951896914522,0.003102488980003081,1.6814558729354045,0.8668605715056197,,PRUNED
51,0.8728397588388825,2025-12-31 19:06:31.813190,2025-12-31 19:07:08.202606,0 days 00:00:36.389416,None,3.6804166566407863,4,82,1471,0.04510928406554372,0.04155689845625358,0.7298172152062612,0.8812535514441737,0.8749641845884177,COMPLETE
52,0.8723427974304399,2025-12-31 19:07:08.205214,2025-12-31 19:07:31.848329,0 days 00:00:23.643115,None,4.3727371977440015,4,80,1706,0.019736795599312344,0.06254276956036696,0.6838400663883181,0.8741590902524294,,COMPLETE
53,0.8716481590276507,2025-12-31 19:07:31.850522,2025-12-31 19:07:54.457835,0 days 00:00:22.607313,None,4.318748528170334,4,81,1374,0.01962580477603754,0.07129051871514269,0.7467638590652228,0.8737395382881799,,COMPLETE
54,0.8723553177760014,2025-12-31 19:07:54.458836,2025-12-31 19:08:18.706325,0 days 00:00:24.247489,None,3.8116945660658352,4,88,1727,0.016044789107286444,0.05521166664560886,0.9946979877771956,0.8815430844352843,0.8744426038466354,COMPLETE
55,0.878758511427223,2025-12-31 19:08:18.708330,2025-12-31 19:08:27.451410,0 days 00:00:08.743080,None,4.248682097391133,4,94,1677,0.014359080246110427,0.09427124871965421,1.4662103795838015,0.878758511427223,,PRUNED
56,0.871618302819004,2025-12-31 19:08:27.452917,2025-12-31 19:08:53.378140,0 days 00:00:25.925223,None,3.827789046490204,4,88,1819,0.02494318901194774,0.05644308598694958,0.9581244231193309,0.8739309551097456,,COMPLETE
57,0.8779952518997216,2025-12-31 19:08:53.379138,2025-12-31 19:08:59.513750,0 days 00:00:06.134612,None,4.576310356152998,4,82,1621,0.03900079470406264,0.2015845426336002,1.2684467058620141,0.8779952518997216,,PRUNED
58,0.8716221552330229,2025-12-31 19:08:59.515155,2025-12-31 19:09:39.509513,0 days 00:00:39.994358,None,4.519860931256012,4,91,1238,0.013076299148732609,0.030808490760844437,0.9612005081721591,0.8805390490315994,0.874078430333908,COMPLETE
59,0.8712990340071848,2025-12-31 19:09:39.510526,2025-12-31 19:10:16.668929,0 days 00:00:37.158403,None,0.27982441781683587,4,79,1263,0.07820025279929284,0.04449828193372655,2.0857387187324647,0.8809266981922549,0.8737058296655142,COMPLETE
60,0.8792996552089453,2025-12-31 19:10:16.669929,2025-12-31 19:10:25.935977,0 days 00:00:09.266048,None,3.794937809155226,4,87,1473,0.09832240644244306,0.06407518743594749,0.6778760333953198,0.8792996552089453,,PRUNED
61,0.8715725554025292,2025-12-31 19:10:25.936996,2025-12-31 19:11:31.898364,0 days 00:01:05.961368,None,4.137356658164358,5,95,1805,0.04084607146960486,0.018717812875685785,1.0237594947812338,0.8809495719004923,0.8741338087854302,COMPLETE
62,0.8719168649054714,2025-12-31 19:11:31.899367,2025-12-31 19:12:02.313749,0 days 00:00:30.414382,None,3.5510591472697275,5,83,1664,0.30093258571473547,0.03624620204208834,0.40647178628598346,0.8799214589091889,0.8737551887201317,COMPLETE
63,0.8788415791045063,2025-12-31 19:12:02.315913,2025-12-31 19:12:14.035669,0 days 00:00:11.719756,None,3.511470697319703,5,80,1629,0.025374158025239076,0.03767853618410745,0.4123162064250827,0.8788415791045063,,PRUNED
64,0.8726115033082606,2025-12-31 19:12:14.037091,2025-12-31 19:12:29.621316,0 days 00:00:15.584225,None,3.8631673257282646,4,83,1739,0.26136331787295247,0.09183185446176602,0.759149282758862,0.8726115033082606,,PRUNED
65,0.8718051448989221,2025-12-31 19:12:29.622822,2025-12-31 19:13:00.078997,0 days 00:00:30.456175,None,3.462904624878714,4,90,1876,0.44132467413104026,0.05004887034366597,1.174722561013386,0.8799371093411409,0.8738719650200807,COMPLETE
66,0.8720331596536679,2025-12-31 19:13:00.079998,2025-12-31 19:13:30.495952,0 days 00:00:30.415954,None,4.761919332962401,5,85,1327,0.016114928907808777,0.029679258728579103,0.20798456181154457,0.8804355154048406,0.874035090676195,COMPLETE
67,0.8718980843871291,2025-12-31 19:13:30.498106,2025-12-31 19:14:14.076608,0 days 00:00:43.578502,None,4.811260590906917,4,100,1037,0.010191244924517857,0.02745369021658171,1.3450136010807987,0.8739086833411986,,COMPLETE
68,0.8682606832256261,2025-12-31 19:14:14.078065,2025-12-31 19:14:45.365003,0 days 00:00:31.286938,None,4.457197143248016,8,79,1324,0.015443864959648753,0.0223818001010137,0.18042478521218652,0.8682606832256261,,PRUNED
69,0.8709471400641428,2025-12-31 19:14:45.366420,2025-12-31 19:16:27.587956,0 days 00:01:42.221536,Balanced,4.754374656205767,5,86,1463,0.022218148440656216,0.013347885677394644,3.9403169609601494,0.8709471400641428,,PRUNED
70,0.8724032321753619,2025-12-31 19:16:27.589963,2025-12-31 19:16:40.231602,0 days 00:00:12.641639,None,4.218393268155179,9,51,928,0.0380906837871595,0.029793074538015524,0.6681007902349251,0.8724032321753619,,PRUNED
71,0.8718812300757964,2025-12-31 19:16:40.232755,2025-12-31 19:17:11.180274,0 days 00:00:30.947519,None,3.9811784159277264,5,84,1582,0.03034188742090585,0.03754971032420575,0.4837757482120673,0.8801851084936099,0.8739044697633656,COMPLETE
72,0.8719987287033737,2025-12-31 19:17:11.183269,2025-12-31 19:17:40.649486,0 days 00:00:29.466217,None,4.645024890636075,5,82,1147,0.016165307292542005,0.03546656071365499,0.31124431089050775,0.8734813061609731,,COMPLETE
73,0.8797041586809335,2025-12-31 19:17:40.651731,2025-12-31 19:17:48.129485,0 days 00:00:07.477754,None,4.741275911110305,5,77,1155,0.015454106195589392,0.05224479208806736,0.29122768440412755,0.8797041586809335,,PRUNED
74,0.87871517176951,2025-12-31 19:17:48.130768,2025-12-31 19:17:58.572887,0 days 00:00:10.442119,None,4.933498383687295,4,87,1326,0.012480532528152444,0.06732035282673292,0.08500109798736077,0.87871517176951,,PRUNED
75,0.8718378904180832,2025-12-31 19:17:58.574953,2025-12-31 19:18:56.112212,0 days 00:00:57.537259,None,0.6720082894838422,5,81,788,0.017537422296117496,0.02245632214651168,0.8799317871984724,0.8807075921449279,0.8743294391848292,COMPLETE
76,0.8795903920794368,2025-12-31 19:18:56.114416,2025-12-31 19:19:08.840037,0 days 00:00:12.725621,None,4.434576454232741,4,85,1165,0.029484539322520646,0.04197447240862671,1.0922139707806067,0.8795903920794368,,PRUNED
77,0.8792677524053509,2025-12-31 19:19:08.841034,2025-12-31 19:19:35.841994,0 days 00:00:27.000960,None,4.681286019908509,4,55,1459,0.06173803026961594,0.010277439016864162,0.5208899215686258,0.8792677524053509,,PRUNED
78,0.8714868391906077,2025-12-31 19:19:35.843102,2025-12-31 19:20:18.618848,0 days 00:00:42.775746,None,4.1703600093984186,5,79,2024,0.010275097122413427,0.018496912565732437,0.6874780918330314,0.8733404522734057,,COMPLETE
79,0.8726021732430584,2025-12-31 19:20:18.620045,2025-12-31 19:20:30.778112,0 days 00:00:12.158067,None,3.722127584996982,4,74,1558,0.021598717241748826,0.08059100025598809,0.1638159530853374,0.8726021732430584,,PRUNED
80,0.8725302414500485,2025-12-31 19:20:30.779145,2025-12-31 19:21:46.796700,0 days 00:01:16.017555,Balanced,4.636194279200243,5,89,928,0.07593038860632986,0.006935371330398864,0.37685513328274256,0.8725302414500485,,PRUNED
81,0.8729127741233349,2025-12-31 19:21:46.798138,2025-12-31 19:22:03.012972,0 days 00:00:16.214834,None,0.20952503710862797,5,82,1672,0.18376070639400405,0.06060139231099277,0.37851200260479634,0.8729127741233349,,PRUNED
82,0.872241912338319,2025-12-31 19:22:03.013983,2025-12-31 19:22:35.212004,0 days 00:00:32.198021,None,3.6957260983974574,5,83,1497,0.733237539426185,0.03220713925344736,0.4978250441448378,0.8799635946875211,0.8741253816297638,COMPLETE
83,0.873439170382641,2025-12-31 19:22:35.213004,2025-12-31 19:23:00.820211,0 days 00:00:25.607207,None,4.408556305943803,5,84,2862,0.8567606313581131,0.03437994832797767,0.8102522228501594,0.8801453804740396,0.873439170382641,PRUNED
84,0.8797926438154309,2025-12-31 19:23:00.822414,2025-12-31 19:23:15.904673,0 days 00:00:15.082259,None,3.4095452511349604,4,77,1913,1.4920294067722175,0.029496761295367498,0.5977923071083342,0.8797926438154309,,PRUNED
85,0.8725799014745115,2025-12-31 19:23:15.906750,2025-12-31 19:23:36.069552,0 days 00:00:20.162802,None,3.698591690617386,6,86,1508,0.048981552500914655,0.04904868791304002,0.24929142146426803,0.8725799014745115,,PRUNED
86,0.8719067523186717,2025-12-31 19:23:36.071811,2025-12-31 19:24:09.694665,0 days 00:00:33.622854,None,4.874856780648773,5,80,1376,0.10248670637673568,0.023489053935329803,0.4943267817397265,0.8737395382881799,,COMPLETE
87,0.8729497934142982,2025-12-31 19:24:09.695717,2025-12-31 19:24:45.045324,0 days 00:00:35.349607,None,3.9174129505445805,4,92,1135,0.031901427236312584,0.016981918161558744,0.0380890714156088,0.8729497934142982,,PRUNED
88,0.8712505176681338,2025-12-31 19:24:45.046335,2025-12-31 19:25:32.242538,0 days 00:00:47.196203,None,4.016533623779524,6,82,1774,2.6253786326820605,0.04375110506815054,2.9454339032217485,0.8712505176681338,,PRUNED
89,0.8782239889820959,2025-12-31 19:25:32.243942,2025-12-31 19:25:44.691385,0 days 00:00:12.447443,None,3.221501161275677,5,88,1304,0.018284032441428653,0.034014208334237045,1.061268943456516,0.8782239889820959,,PRUNED
90,0.878223988982096,2025-12-31 19:25:44.692385,2025-12-31 19:25:52.959559,0 days 00:00:08.267174,None,2.8646738421745823,4,85,1427,0.1598689502721536,0.11360717063431265,0.9085286689191738,0.878223988982096,,PRUNED
91,0.8738755766582235,2025-12-31 19:25:52.960561,2025-12-31 19:26:17.246665,0 days 00:00:24.286104,None,4.3269508665996925,5,83,1636,0.3971048929445225,0.03748196217401233,0.3845041240522098,0.8801706619410388,0.8738755766582235,PRUNED
92,0.8736257716866831,2025-12-31 19:26:17.248045,2025-12-31 19:26:46.779245,0 days 00:00:29.531200,None,3.656393255604744,5,80,1696,0.45134470292510864,0.027886717319550273,0.7005946365554122,0.8806690680047384,0.8736257716866831,PRUNED
93,0.8720897419845711,2025-12-31 19:26:46.781709,2025-12-31 19:27:24.428108,0 days 00:00:37.646399,None,4.103539044967827,5,78,1512,0.1292784959669094,0.02061568300394087,0.2421645469657398,0.8802609528946076,0.8741789542622146,COMPLETE
94,0.8781397174254317,2025-12-31 19:27:24.429162,2025-12-31 19:27:40.000381,0 days 00:00:15.571219,None,4.108443242922382,4,78,1531,0.23504714504520136,0.020521912703172277,0.18227927067674965,0.8781397174254317,,PRUNED
95,0.8722395045795571,2025-12-31 19:27:40.001383,2025-12-31 19:28:13.841126,0 days 00:00:33.839743,None,4.535633293458453,6,75,1434,0.12484744722446246,0.025044835996337046,0.5748125656971301,0.8722395045795571,,PRUNED
96,0.8710741493388294,2025-12-31 19:28:13.843127,2025-12-31 19:29:58.425050,0 days 00:01:44.581923,None,4.256890012446514,5,81,1586,4.487439886384437,0.014184322207660983,2.38967759328199,0.8732339089481947,,COMPLETE
97,0.8724772707572883,2025-12-31 19:29:58.426065,2025-12-31 19:30:19.303421,0 days 00:00:20.877356,Balanced,0.6637241094339276,4,78,1755,0.04841813319778697,0.03258672323377978,0.27630838059293894,0.8724772707572883,,PRUNED
98,0.8789089963498378,2025-12-31 19:30:19.305416,2025-12-31 19:30:31.345149,0 days 00:00:12.039733,None,0.4435446111778655,5,70,1203,0.024436536898017874,0.041228470346242906,0.5010118811480913,0.8789089963498378,,PRUNED
99,0.8725323482389653,2025-12-31 19:30:31.346198,2025-12-31 19:30:47.000088,0 days 00:00:15.653890,None,3.9011909787095918,4,76,1856,0.07676245875843572,0.05252568580393767,0.005080565072935889,0.8725323482389653,,PRUNED
100,0.8722346890620335,2025-12-31 19:30:47.001089,2025-12-31 19:31:06.523318,0 days 00:00:19.522229,None,2.064941921245235,5,66,1097,78.59919150547425,0.07696448133817795,0.7842683381282086,0.8722346890620335,,PRUNED
101,0.8738647417437951,2025-12-31 19:31:06.525382,2025-12-31 19:31:27.866930,0 days 00:00:21.341548,None,3.3674072180298413,5,82,1655,0.2943371809798996,0.034071733715452815,0.38749615050922614,0.8801080602132312,0.8738647417437951,PRUNED
102,0.8711610694301315,2025-12-31 19:31:27.869028,2025-12-31 19:31:48.731998,0 days 00:00:20.862970,None,3.818855255609636,5,87,1502,0.15498359809010806,0.0617489062090208,0.14348537804364703,0.8730482105536881,,COMPLETE
103,0.8709507517022855,2025-12-31 19:31:48.733335,2025-12-31 19:32:15.951025,0 days 00:00:27.217690,None,2.543624209310397,7,83,1956,0.2511655446406331,0.048151821842472214,0.627798331895175,0.8709507517022855,,PRUNED
104,0.8793592472383007,2025-12-31 19:32:15.952366,2025-12-31 19:32:33.236258,0 days 00:00:17.283892,None,3.588037532643067,5,80,1388,0.6453002868222807,0.025748488960214238,0.4405746144499103,0.8793592472383007,,PRUNED
105,0.8717952730879988,2025-12-31 19:32:33.237685,2025-12-31 19:33:12.276617,0 days 00:00:39.038932,None,4.107131574082378,6,85,1591,0.10955808558134476,0.01658313069714135,0.3063538096495887,0.8717952730879988,,PRUNED
106,0.87235604010363,2025-12-31 19:33:12.277693,2025-12-31 19:33:41.116378,0 days 00:00:28.838685,None,4.3717721077048015,4,84,1285,0.5105317264154287,0.03976845756882845,0.9385332186320074,0.8811722895859619,0.8746021178646071,COMPLETE
107,0.8738063535938208,2025-12-31 19:33:41.117641,2025-12-31 19:34:34.000338,0 days 00:00:52.882697,None,4.370208023372291,4,86,1283,0.7556005651636397,0.020442776604447536,1.5617749719578276,0.8809507757798731,0.8738063535938208,PRUNED
108,0.8719756142192601,2025-12-31 19:34:34.001552,2025-12-31 19:34:58.107867,0 days 00:00:24.106315,None,4.528042012094362,4,84,2740,0.5252155676351783,0.05666108385194177,1.23206273378459,0.873955032697364,,COMPLETE
109,0.8715417360903777,2025-12-31 19:34:58.109325,2025-12-31 19:35:24.718709,0 days 00:00:26.609384,None,4.6429953830735755,4,81,1352,1.0798228654674906,0.039724483515319264,0.9703518364993242,0.8736065096165885,,COMPLETE
110,0.8724995425258353,2025-12-31 19:35:24.719801,2025-12-31 19:35:56.892847,0 days 00:00:32.173046,None,4.251168973724726,4,88,962,0.013919976026058318,0.029445526061298383,0.8591641834450265,0.8742319249549749,,COMPLETE
111,0.8718398166250927,2025-12-31 19:35:56.894234,2025-12-31 19:36:32.649332,0 days 00:00:35.755098,None,4.4525769437727,4,90,825,0.012642458934899986,0.030112323626875576,0.7734648512423887,0.8736167425913263,,COMPLETE
112,0.8739044697633656,2025-12-31 19:36:32.650332,2025-12-31 19:37:14.645086,0 days 00:00:41.994754,None,4.251810703092483,4,88,1223,0.013724324068618685,0.022615765318555418,1.4256275386106712,0.8809917076788243,0.8739044697633656,PRUNED
113,0.8717468771368859,2025-12-31 19:37:14.646086,2025-12-31 19:37:40.489601,0 days 00:00:25.843515,None,4.0499087931379805,4,93,936,0.01716555489627151,0.0453491078779962,0.8898562630432507,0.873800334196916,,COMPLETE
114,0.8800695360730417,2025-12-31 19:37:40.490771,2025-12-31 19:37:54.236278,0 days 00:00:13.745507,None,4.217400183480944,4,54,2916,0.01204598652551596,0.028253286637454984,1.1129788423719464,0.8800695360730417,,PRUNED
